t,lead_I,lead_II,v3,v4
588.3,1845,-16210,-11392,5280
590.3,2135,-15987,-11488,5235
592.3,2617,-15963,-11539,5235
594.3,2545,-16058,-11380,5383
596.3,2131,-15915,-11401,5319
598.3,2071,-15655,-11552,5211
600.3,2261,-15671,-11535,5408
602.3,2240,-15916,-11504,5619
604.3,2087,-16101,-11620,5532
606.3,1993,-16241,-11780,5317
608.3,1854,-16439,-12036,5082
610.3,1699,-16557,-12364,4841
612.3,1654,-16516,-12464,4795
614.3,1547,-16523,-12434,4858
616.3,1210,-16723,-12673,4698
618.3,835,-16995,-13020,4456
620.3,634,-17203,-13134,4403
622.3,635,-17345,-13232,4306
624.3,760,-17475,-13489,4018
626.3,765,-17729,-13656,3807
628.3,454,-18217,-13697,3698
630.3,114,-18681,-13825,3496
632.3,116,-18702,-14038,3283
634.3,272,-18399,-14307,3120
636.3,220,-18339,-14637,2875
638.3,56,-18640,-14859,2617
640.3,29,-18856,-14971,2442
642.3,100,-18817,-15174,2253
644.3,135,-18876,-15294,2127
646.3,113,-19173,-15148,2169
648.3,55,-19323,-15153,2097
650.3,-39,-19060,-15477,1834
652.3,-218,-18730,-15549,1818
654.3,-489,-18839,-15290,2049
656.3,-665,-19347,-15361,2004
658.3,-587,-19775,-15763,1702
660.3,-454,-19864,-15864,1584
662.3,-518,-19751,-15712,1565
664.3,-623,-19602,-15769,1391
666.3,-516,-19462,-15858,1319
668.3,-344,-19373,-15652,1550
670.3,-411,-19312,-15463,1730
672.3,-666,-19200,-15644,1588
674.3,-770,-19118,-15988,1323
676.3,-583,-19241,-16196,1139
678.3,-367,-19515,-16265,1005
680.3,-438,-19730,-16259,916
682.3,-754,-19797,-16163,937
684.3,-1038,-19690,-15994,1064
686.3,-1193,-19388,-15796,1237
688.3,-1273,-19085,-15651,1365
690.3,-1204,-19097,-15671,1314
692.33,-922,-19391,-15851,1074
694.35,-576,-19573,-16069,792
696.38,-354,-19445,-16260,565
698.4,-319,-19228,-16387,452
700.4,-466,-19120,-16354,565
702.4,-637,-18965,-16213,798
704.4,-559,-18608,-16161,841
706.4,-270,-18273,-16186,714
708.4,-123,-18230,-16171,679
710.4,-207,-18359,-16252,638
712.4,-292,-18421,-16494,413
714.4,-368,-18450,-16564,292
716.4,-592,-18507,-16331,446
718.4,-814,-18489,-16229,438
720.4,-769,-18490,-16534,10
722.4,-547,-18764,-16918,-421
724.4,-407,-19144,-17011,-471
726.4,-401,-19188,-16811,-225
728.4,-460,-19017,-16579,12
730.4,-565,-19175,-16642,-42
732.4,-693,-19644,-17008,-377
734.4,-829,-19881,-17264,-614
736.4,-969,-19806,-17268,-632
738.4,-998,-19807,-17384,-777
740.4,-848,-19887,-17620,-1053
742.4,-734,-19771,-17552,-1057
744.4,-821,-19633,-17290,-887
746.4,-877,-19811,-17310,-954
748.4,-731,-20122,-17495,-1127
750.4,-635,-20237,-17542,-1152
752.4,-740,-20269,-17647,-1237
754.4,-866,-20432,-17898,-1450
756.4,-945,-20657,-18007,-1532
758.4,-1011,-20767,-17997,-1533
760.4,-928,-20610,-18024,-1578
762.4,-781,-20203,-17870,-1436
764.4,-914,-19946,-17578,-1167
766.4,-1157,-20107,-17641,-1233
768.4,-978,-20262,-18030,-1531
770.4,-530,-20083,-18267,-1557
772.4,-422,-20088,-18406,-1389
774.4,-669,-20647,-18708,-1352
776.4,-915,-21145,-18927,-1309
778.4,-1163,-21018,-18812,-1136
780.4,-1426,-20619,-18518,-1012
782.4,-1354,-20416,-18165,-954
784.4,-825,-20327,-17729,-870
786.4,-238,-20174,-17256,-819
788.4,82,-19914,-16702,-716
790.4,236,-19395,-15946,-380
792.4,348,-18546,-15120,-7
794.4,260,-17729,-14578,59
796.4,-173,-17520,-14646,-181
798.4,-789,-18275,-15420,-571
800.4,-1451,-19931,-16719,-1153
802.4,-2388,-21954,-18524,-2247
804.4,-3661,-23672,-21148,-4248
806.4,-4719,-24825,-24210,-6916
808.4,-5144,-25528,-26323,-9126
810.4,-5280,-25846,-26814,-10073
812.4,-5442,-25860,-26564,-10197
814.4,-5353,-25787,-26384,-10202
816.4,-4905,-25614,-26117,-10126
818.4,-4523,-25200,-25683,-9856
820.4,-4355,-24832,-25298,-9482
822.4,-4011,-24786,-24751,-8908
824.4,-3331,-24619,-23834,-8065
826.4,-2661,-23967,-22941,-7256
828.4,-2289,-23338,-22342,-6650
830.4,-2048,-23123,-21779,-6048
832.4,-1610,-22892,-21154,-5404
834.4,-1006,-22383,-20640,-4851
836.4,-610,-21853,-20186,-4301
838.4,-544,-21251,-19677,-3694
840.4,-527,-20462,-19238,-3237
842.4,-444,-19944,-18953,-3009
844.4,-463,-19880,-18756,-2811
846.4,-554,-19703,-18639,-2575
848.4,-592,-19352,-18576,-2396
850.4,-706,-19479,-18474,-2283
852.4,-902,-19951,-18423,-2240
854.4,-857,-19932,-18541,-2298
856.4,-597,-19495,-18599,-2306
858.4,-551,-19430,-18400,-2155
860.4,-672,-19747,-18286,-2128
862.4,-516,-19849,-18527,-2423
864.4,-168,-19657,-18690,-2638
866.4,-75,-19482,-18445,-2456
868.4,-238,-19412,-18240,-2234
870.4,-418,-19412,-18338,-2198
872.43,-559,-19429,-18284,-2026
874.45,-501,-19283,-18029,-1786
876.48,-86,-18974,-18129,-1967
878.5,262,-18808,-18446,-2326
880.5,58,-18849,-18316,-2211
882.5,-379,-18789,-17910,-1827
884.5,-555,-18575,-17806,-1730
886.5,-657,-18528,-17861,-1769
888.5,-897,-18741,-17775,-1668
890.5,-926,-18902,-17732,-1614
892.5,-609,-18788,-17751,-1623
894.5,-351,-18538,-17590,-1472
896.5,-283,-18394,-17369,-1283
898.5,-146,-18353,-17349,-1286
900.5,77,-18210,-17449,-1405
902.5,249,-17946,-17486,-1490
904.5,400,-17784,-17364,-1445
906.5,499,-17753,-17059,-1192
908.5,511,-17636,-16754,-875
910.5,634,-17445,-16629,-696
912.5,856,-17374,-16557,-611
914.5,813,-17347,-16430,-570
916.5,559,-17226,-16306,-605
918.5,590,-17119,-16117,-563
920.5,879,-17040,-15856,-382
922.5,938,-16860,-15725,-282
924.5,788,-16736,-15632,-200
926.5,899,-16798,-15281,173
928.5,1337,-16648,-14829,669
930.5,1742,-16029,-14592,921
932.5,1890,-15446,-14486,1035
934.5,1892,-15390,-14427,1146
936.5,1963,-15583,-14503,1105
938.5,2131,-15510,-14529,1018
940.5,2228,-15129,-14305,1148
942.5,2210,-14773,-14034,1394
944.5,2241,-14651,-13846,1582
946.5,2392,-14599,-13637,1761
948.5,2548,-14394,-13505,1894
950.5,2565,-14204,-13556,1922
952.5,2344,-14353,-13612,1965
954.5,2016,-14689,-13688,1974
956.5,1962,-14781,-13958,1795
958.5,2201,-14668,-14183,1640
960.5,2273,-14725,-14141,1701
962.5,2097,-14869,-14139,1710
964.5,2082,-14736,-14322,1576
966.5,2157,-14558,-14394,1596
968.5,1893,-14855,-14412,1690
970.5,1512,-15374,-14721,1492
972.5,1495,-15493,-15163,1139
974.5,1600,-15439,-15401,975
976.5,1420,-15825,-15559,878
978.5,1166,-16404,-15812,627
980.5,1109,-16577,-16044,316
982.5,1086,-16521,-16219,47
984.5,957,-16690,-16419,-164
986.5,767,-17001,-16564,-222
988.5,507,-17262,-16641,-181
990.5,251,-17519,-16861,-320
992.5,154,-17697,-17276,-690
994.5,127,-17704,-17650,-1025
996.5,46,-17748,-17841,-1209
998.5,82,-17934,-17925,-1369
1000.5,292,-17994,-17992,-1558
1002.5,394,-17836,-18070,-1708
1004.5,307,-17737,-18129,-1766
1006.5,223,-17823,-18098,-1713
1008.5,160,-17891,-18079,-1651
1010.5,148,-17817,-18372,-1856
1012.5,383,-17782,-18956,-2353
1014.5,615,-17990,-19314,-2693
1016.5,305,-18309,-19200,-2614
1018.5,-254,-18392,-18990,-2464
1020.5,-323,-18207,-18894,-2450
1022.5,-160,-18087,-18696,-2286
1024.5,-472,-18171,-18497,-2005
1026.5,-965,-18283,-18643,-2045
1028.5,-1088,-18404,-18930,-2332
1030.5,-1160,-18650,-18989,-2442
1032.5,-1356,-18799,-18965,-2410
1034.5,-1091,-18524,-18973,-2397
1036.5,-393,-18024,-18851,-2319
1038.5,-57,-17772,-18836,-2360
1040.5,-128,-17743,-19191,-2720
1042.5,-68,-17647,-19413,-2936
1044.5,10,-17619,-19127,-2667
1046.5,-125,-17825,-18880,-2414
1048.5,-83,-17844,-19036,-2520
1050.5,267,-17436,-19199,-2632
1052.5,385,-17233,-19174,-2578
1054.5,51,-17656,-19166,-2566
1056.5,-366,-18071,-19157,-2594
1058.5,-587,-17910,-19054,-2587
1060.5,-608,-17537,-18943,-2589
1062.53,-556,-17334,-18839,-2551
1064.55,-562,-17082,-18798,-2501
1066.58,-525,-16715,-18983,-2634
1068.6,-349,-16675,-19254,-2859
1070.6,-354,-17134,-19365,-2944
1072.6,-699,-17631,-19444,-3007
1074.6,-870,-17778,-19590,-3159
1076.6,-555,-17784,-19610,-3219
1078.6,-190,-17908,-19543,-3196
1080.6,-70,-17927,-19568,-3227
1082.6,25,-17714,-19533,-3172
1084.6,124,-17709,-19424,-3033
1086.6,19,-18129,-19577,-3121
1088.6,-193,-18479,-19915,-3383
1090.6,-289,-18446,-20062,-3512
1092.6,-290,-18386,-20141,-3633
1094.6,-289,-18495,-20390,-3918
1096.6,-296,-18490,-20571,-4108
1098.6,-309,-18337,-20560,-4096
1100.6,-299,-18376,-20567,-4100
1102.6,-262,-18627,-20527,-4083
1104.6,-313,-18746,-20304,-3926
1106.6,-501,-18675,-20187,-3861
1108.6,-665,-18718,-20336,-3999
1110.6,-722,-19013,-20464,-4077
1112.6,-798,-19325,-20523,-4061
1114.6,-930,-19387,-20739,-4197
1116.6,-923,-19192,-20945,-4401
1118.6,-690,-18935,-20819,-4368
1120.6,-402,-18787,-20540,-4170
1122.6,-170,-18725,-20462,-4111
1124.6,68,-18670,-20548,-4193
1126.6,244,-18700,-20639,-4188
1128.6,155,-18937,-20793,-4036
1130.6,-136,-19329,-21066,-3868
1132.6,-340,-19714,-21316,-3733
1134.6,-402,-19914,-21390,-3556
1136.6,-529,-19769,-21266,-3325
1138.6,-765,-19389,-20997,-3151
1140.6,-863,-19147,-20652,-3141
1142.6,-620,-19157,-20292,-3293
1144.6,-174,-19184,-19895,-3458
1146.6,153,-19080,-19384,-3455
1148.6,256,-18739,-18778,-3327
1150.6,217,-17976,-18219,-3376
1152.6,-35,-17019,-17825,-3766
1154.6,-582,-16553,-17675,-4255
1156.6,-1217,-17025,-17994,-4582
1158.6,-1840,-18524,-19140,-4957
1160.6,-2668,-20906,-21289,-5906
1162.6,-3548,-23317,-24187,-7659
1164.6,-3915,-24595,-27164,-9893
1166.6,-3823,-24782,-29405,-12009
1168.6,-3865,-24906,-30437,-13496
1170.6,-3986,-25194,-30439,-14115
1172.6,-3730,-25104,-29986,-14030
1174.6,-3354,-24774,-29544,-13707
1176.6,-3357,-24686,-29177,-13407
1178.6,-3506,-24545,-28658,-12928
1180.6,-3402,-23978,-27899,-12128
1182.6,-3150,-23424,-27110,-11266
1184.6,-2833,-23185,-26392,-10498
1186.6,-2298,-22749,-25617,-9691
1188.6,-1679,-21872,-24860,-8898
1190.6,-1287,-21110,-24271,-8237
1192.6,-1092,-20778,-23661,-7476
1194.6,-876,-20508,-22927,-6564
1196.6,-585,-20020,-22383,-5919
1198.6,-251,-19426,-22056,-5591
1200.6,68,-18853,-21601,-5158
1202.6,257,-18407,-21111,-4638
1204.6,253,-18220,-20928,-4358
1206.6,112,-18220,-20907,-4220
1208.6,-22,-18230,-20845,-4084
1210.6,22,-18278,-20864,-4095
1212.6,236,-18442,-20908,-4142
1214.6,334,-18610,-20805,-3990
1216.6,98,-18694,-20728,-3846
1218.6,-344,-18749,-20754,-3893
1220.6,-695,-18734,-20646,-3895
1222.6,-700,-18511,-20434,-3763
1224.6,-360,-18131,-20301,-3629
1226.6,-40,-17802,-20113,-3415
1228.6,-30,-17607,-19851,-3136
1230.6,-133,-17511,-19755,-3033
1232.6,-140,-17594,-19706,-3023
1234.6,-180,-17897,-19511,-2885
1236.6,-204,-18093,-19477,-2833
1238.6,60,-17808,-19724,-3015
1240.6,414,-17300,-19788,-3102
1242.63,386,-17119,-19538,-2974
1244.65,142,-17183,-19358,-2898
1246.68,176,-17055,-19292,-2843
1248.7,354,-16926,-19149,-2612
1250.7,231,-17189,-19109,-2413
1252.7,-16,-17429,-19335,-2517
1254.7,92,-17127,-19554,-2749
1256.7,439,-16723,-19527,-2812
1258.7,553,-16710,-19350,-2692
1260.7,519,-16604,-19146,-2522
1262.7,735,-16084,-18900,-2342
1264.7,1024,-15861,-18577,-2080
1266.7,931,-16243,-18216,-1725
1268.7,667,-16332,-17956,-1443
1270.7,763,-15710,-17884,-1384
1272.7,1064,-15272,-17860,-1427
1274.7,1059,-15545,-17686,-1356
1276.7,897,-15795,-17401,-1171
1278.7,1119,-15470,-17183,-1004
1280.7,1638,-15029,-17083,-897
1282.7,1858,-14866,-16976,-797
1284.7,1680,-14715,-16724,-637
1286.7,1631,-14364,-16350,-390
1288.7,1957,-13962,-16033,-109
1290.7,2333,-13622,-15907,105
1292.7,2533,-13353,-15894,242
1294.7,2662,-13209,-15762,424
1296.7,2647,-13163,-15407,726
1298.7,2294,-13102,-15055,997
1300.7,1877,-12996,-14947,1079
1302.7,1844,-12809,-14906,1127
1304.7,2089,-12513,-14689,1320
1306.7,2246,-12270,-14500,1488
1308.7,2335,-12226,-14547,1464
1310.7,2467,-12211,-14586,1449
1312.7,2465,-12094,-14499,1577
1314.7,2285,-12095,-14579,1640
1316.7,2236,-12337,-14911,1498
1318.7,2418,-12567,-15277,1232
1320.7,2494,-12613,-15589,956
1322.7,2244,-12640,-15771,833
1324.7,1889,-12794,-15737,918
1326.7,1714,-13009,-15735,962
1328.7,1645,-13239,-16015,816
1330.7,1416,-13540,-16379,657
1332.7,1086,-13811,-16680,479
1334.7,1000,-13852,-17064,124
1336.7,1167,-13828,-17441,-188
1338.7,1222,-14203,-17624,-263
1340.7,1122,-14877,-17794,-390
1342.7,1173,-15126,-18052,-712
1344.7,1306,-14821,-18162,-945
1346.7,1163,-14739,-18149,-1060
1348.7,798,-15224,-18299,-1287
1350.7,577,-15700,-18603,-1542
1352.7,594,-15813,-18913,-1673
1354.7,691,-15847,-19264,-1857
1356.7,728,-15957,-19643,-2248
1358.7,625,-16041,-19906,-2686
1360.7,421,-16182,-19955,-2912
1362.7,275,-16412,-19773,-2833
1364.7,255,-16474,-19543,-2669
1366.7,366,-16317,-19580,-2737
1368.7,636,-16251,-19859,-2972
1370.7,929,-16375,-20099,-3107
1372.7,957,-16482,-20313,-3211
1374.7,720,-16558,-20574,-3435
1376.7,506,-16743,-20629,-3584
1378.7,421,-16839,-20374,-3536
1380.7,340,-16543,-20091,-3447
1382.7,242,-16080,-19930,-3324
1384.7,209,-15940,-19897,-3132
1386.7,220,-16098,-20117,-3112
1388.7,185,-16187,-20454,-3331
1390.7,100,-16210,-20516,-3478
1392.7,83,-16360,-20389,-3494
1394.7,235,-16480,-20458,-3594
1396.7,515,-16310,-20598,-3670
1398.7,829,-15959,-20512,-3552
1400.7,1066,-15729,-20392,-3485
1402.7,1033,-15747,-20420,-3602
1404.7,686,-15859,-20366,-3615
1406.7,367,-15792,-20180,-3436
1408.7,309,-15550,-20118,-3309
1410.7,241,-15443,-20191,-3281
1412.7,23,-15510,-20273,-3280
1414.7,1,-15476,-20430,-3392
1416.7,233,-15369,-20579,-3548
1418.7,307,-15338,-20478,-3545
1420.7,225,-15102,-20287,-3532
1422.73,338,-14562,-20329,-3738
1424.75,457,-14316,-20453,-3942
1426.78,153,-14674,-20426,-3927
1428.8,-300,-15130,-20477,-3941
1430.8,-331,-15404,-20760,-4121
1432.8,40,-15729,-20937,-4192
1434.8,443,-15958,-20811,-4067
1436.8,739,-15760,-20637,-3983
1438.8,867,-15494,-20599,-3985
1440.8,733,-15666,-20670,-4005
1442.8,538,-16013,-20901,-4195
1444.8,603,-16046,-21210,-4548
1446.8,807,-15883,-21282,-4719
1448.8,803,-15888,-21162,-4695
1450.8,637,-16110,-21247,-4835
1452.8,540,-16490,-21483,-5080
1454.8,452,-17045,-21485,-5085
1456.8,284,-17557,-21377,-5013
1458.8,137,-17655,-21491,-5165
1460.8,-51,-17415,-21646,-5304
1462.8,-367,-17289,-21609,-5208
1464.8,-506,-17324,-21561,-5103
1466.8,-263,-17182,-21557,-5078
1468.8,-15,-16924,-21442,-5006
1470.8,-35,-16941,-21360,-5024
1472.8,-43,-17156,-21490,-5224
1474.8,134,-17146,-21661,-5373
1476.8,291,-16917,-21775,-5445
1478.8,371,-16801,-21920,-5623
1480.8,509,-16830,-21956,-5736
1482.8,665,-16826,-21753,-5573
1484.8,726,-16858,-21561,-5341
1486.8,730,-17126,-21639,-5235
1488.8,732,-17577,-21974,-5169
1490.8,659,-17957,-22408,-5083
1492.8,399,-18103,-22608,-4883
1494.8,20,-17985,-22326,-4446
