t,pcg
255.0,924
256.0,281
257.0,-507
258.0,-1386
259.0,-2305
260.0,-3256
261.0,-4209
262.0,-5091
263.0,-5799
264.0,-6342
265.0,-6650
266.0,-6615
267.0,-6317
268.0,-5780
269.0,-4928
270.0,-3812
271.0,-2702
272.0,-1855
273.0,-1322
274.0,-1085
275.0,-1218
276.0,-1567
277.0,-1847
278.0,-2056
279.0,-2184
280.0,-2164
281.0,-2047
282.0,-1859
283.0,-1569
284.0,-1155
285.0,-673
286.0,-234
287.0,187
288.0,577
289.0,840
290.0,1093
291.0,1291
292.0,1308
293.0,1411
294.0,1530
295.0,1454
296.0,1437
297.0,1501
298.0,1448
299.0,1420
300.0,1488
301.0,1528
302.0,1558
303.0,1625
304.0,1613
305.0,1470
306.0,1281
307.0,1074
308.0,838
309.0,632
310.0,489
311.0,362
312.0,234
313.0,121
314.0,13
315.0,-108
316.0,-219
317.0,-329
318.0,-452
319.0,-551
320.0,-621
321.0,-673
322.0,-731
323.0,-776
324.0,-804
325.0,-873
326.0,-925
327.0,-955
328.0,-1005
329.0,-970
330.0,-883
331.0,-871
332.0,-861
333.0,-780
334.0,-655
335.0,-497
336.0,-305
337.0,-82
338.0,158
339.0,390
340.0,611
341.0,841
342.0,1065
343.0,1228
344.0,1295
345.0,1314
346.0,1308
347.0,1233
348.0,1112
349.0,993
350.0,874
351.0,758
352.0,661
353.0,571
354.0,467
355.0,346
356.0,222
357.0,113
358.0,-20
359.0,-177
360.0,-263
361.0,-315
362.0,-353
363.0,-295
364.0,-210
365.0,-217
366.0,-335
367.0,-555
368.0,-791
369.0,-972
370.0,-1137
371.0,-1279
372.0,-1361
373.0,-1413
374.0,-1424
375.0,-1344
376.0,-1165
377.0,-890
378.0,-536
379.0,-132
380.0,286
381.0,666
382.0,958
383.0,1165
384.0,1287
385.0,1286
386.0,1168
387.0,962
388.0,683
389.0,363
390.0,42
391.0,-259
392.0,-514
393.0,-680
394.0,-746
395.0,-728
396.0,-641
397.0,-504
398.0,-325
399.0,-127
400.0,55
401.0,229
402.0,400
403.0,513
404.0,570
405.0,597
406.0,548
407.0,395
408.0,211
409.0,45
410.0,-129
411.0,-303
412.0,-430
413.0,-513
414.0,-608
415.0,-671
416.0,-651
417.0,-601
418.0,-542
419.0,-451
420.0,-330
421.0,-177
422.0,7
423.0,176
424.0,317
425.0,447
426.0,536
427.0,521
428.0,467
429.0,455
430.0,368
431.0,234
432.0,154
433.0,35
434.0,-69
435.0,-82
436.0,-97
437.0,-121
438.0,-87
439.0,-30
440.0,9
441.0,24
442.0,36
443.0,66
444.0,101
445.0,121
446.0,122
447.0,101
448.0,87
449.0,96
450.0,31
451.0,-88
452.0,-134
453.0,-130
454.0,-187
455.0,-323
456.0,-451
457.0,-575
458.0,-694
459.0,-779
460.0,-836
461.0,-794
462.0,-671
463.0,-590
464.0,-455
465.0,-282
466.0,-155
467.0,11
468.0,132
469.0,209
470.0,358
471.0,476
472.0,519
473.0,530
474.0,474
475.0,436
476.0,449
477.0,431
478.0,384
479.0,359
480.0,318
481.0,277
482.0,289
483.0,249
484.0,195
485.0,185
486.0,183
487.0,206
488.0,223
489.0,264
490.0,276
491.0,270
492.0,343
493.0,410
494.0,463
495.0,459
496.0,385
497.0,333
498.0,246
499.0,155
500.0,114
501.0,-16
502.0,-124
503.0,-92
504.0,-115
505.0,-181
506.0,-127
507.0,-48
508.0,-91
509.0,-155
510.0,-156
511.0,-177
512.0,-252
513.0,-270
514.0,-243
515.0,-235
516.0,-168
517.0,-84
518.0,-44
519.0,58
520.0,141
521.0,107
522.0,43
523.0,13
524.0,-26
525.0,-125
526.0,-302
527.0,-422
528.0,-416
529.0,-458
530.0,-566
531.0,-567
532.0,-471
533.0,-390
534.0,-320
535.0,-231
536.0,-116
537.0,-51
538.0,23
539.0,106
540.0,133
541.0,171
542.0,207
543.0,251
544.0,306
545.0,251
546.0,94
547.0,145
548.0,171
549.0,64
550.0,63
551.0,5
552.0,19
553.0,76
554.0,15
555.0,40
556.0,76
557.0,84
558.0,120
559.0,96
560.0,193
561.0,302
562.0,271
563.0,346
564.0,419
565.0,272
566.0,240
567.0,222
568.0,90
569.0,29
570.0,-67
571.0,-53
572.0,77
573.0,94
574.0,71
575.0,153
576.0,190
577.0,161
578.0,143
579.0,121
580.0,131
581.0,135
582.0,87
583.0,-37
584.0,-85
585.0,-144
586.0,-312
587.0,-346
588.0,-379
589.0,-474
590.0,-492
591.0,-492
592.0,-390
593.0,-221
594.0,-38
595.0,312
596.0,651
597.0,875
598.0,1147
599.0,1322
600.0,1287
601.0,1198
602.0,1021
603.0,458
604.0,-296
605.0,-1027
606.0,-2489
607.0,-4628
608.0,-6480
609.0,-7755
610.0,-8267
611.0,-7670
612.0,-5978
613.0,-3411
614.0,-83
615.0,3441
616.0,6822
617.0,9504
618.0,10316
619.0,10152
620.0,10250
621.0,9730
622.0,7492
623.0,4133
624.0,1326
625.0,-501
626.0,-1857
627.0,-2868
628.0,-3563
629.0,-3899
630.0,-4431
631.0,-5542
632.0,-6376
633.0,-6746
634.0,-6990
635.0,-6670
636.0,-5769
637.0,-4770
638.0,-3397
639.0,-1272
640.0,1020
641.0,3039
642.0,4779
643.0,5819
644.0,5767
645.0,4728
646.0,3104
647.0,1414
648.0,-42
649.0,-1288
650.0,-2044
651.0,-2090
652.0,-1597
653.0,-699
654.0,454
655.0,1689
656.0,2684
657.0,3261
658.0,3504
659.0,3478
660.0,3130
661.0,2430
662.0,1586
663.0,774
664.0,77
665.0,-461
666.0,-763
667.0,-859
668.0,-871
669.0,-808
670.0,-614
671.0,-344
672.0,-148
673.0,-121
674.0,-197
675.0,-336
676.0,-581
677.0,-875
678.0,-1217
679.0,-1553
680.0,-1765
681.0,-1815
682.0,-1761
683.0,-1609
684.0,-1430
685.0,-1251
686.0,-1087
687.0,-835
688.0,-542
689.0,-411
690.0,-313
691.0,-222
692.0,-173
693.0,-90
694.0,-32
695.0,9
696.0,97
697.0,94
698.0,42
699.0,39
700.0,-59
701.0,-144
702.0,-36
703.0,116
704.0,293
705.0,498
706.0,585
707.0,728
708.0,872
709.0,869
710.0,770
711.0,622
712.0,517
713.0,361
714.0,242
715.0,226
716.0,172
717.0,115
718.0,239
719.0,402
720.0,448
721.0,521
722.0,571
723.0,518
724.0,496
725.0,339
726.0,494
727.0,654
728.0,189
729.0,-387
730.0,384
731.0,1959
732.0,256
733.0,-2503
734.0,-2247
735.0,-1416
736.0,-1511
737.0,-976
738.0,285
739.0,1139
740.0,1104
741.0,773
742.0,784
743.0,563
744.0,62
745.0,202
746.0,187
747.0,-598
748.0,-697
749.0,-305
750.0,-563
751.0,-916
752.0,-623
753.0,-505
754.0,-377
755.0,152
756.0,177
757.0,-94
758.0,-522
759.0,-672
760.0,-467
761.0,-425
762.0,-95
763.0,288
764.0,279
765.0,354
766.0,538
767.0,540
768.0,435
769.0,218
770.0,64
771.0,126
772.0,-132
773.0,-577
774.0,-460
775.0,-239
776.0,-225
777.0,212
778.0,539
779.0,520
780.0,786
781.0,738
782.0,367
783.0,206
784.0,150
785.0,-90
786.0,-413
787.0,-485
788.0,-422
789.0,-331
790.0,-238
791.0,-112
792.0,-164
793.0,-257
794.0,-91
795.0,5
796.0,29
797.0,118
798.0,162
799.0,109
800.0,19
801.0,-115
802.0,-223
803.0,-299
804.0,-365
805.0,-284
806.0,-152
807.0,-41
808.0,50
809.0,124
810.0,294
811.01,386
812.02,356
813.03,381
814.04,396
815.05,396
816.06,435
817.07,411
818.08,311
819.09,244
820.1,217
821.1,132
822.1,23
823.1,-91
824.1,-245
825.1,-393
826.1,-539
827.1,-609
828.1,-568
829.1,-503
830.1,-399
831.1,-168
832.1,102
833.1,287
834.1,435
835.1,521
836.1,588
837.1,582
838.1,445
839.1,400
840.1,343
841.1,137
842.1,109
843.1,193
844.1,102
845.1,75
846.1,104
847.1,-47
848.1,-138
849.1,-128
850.1,-204
851.1,-318
852.1,-380
853.1,-354
854.1,-281
855.1,-257
856.1,-207
857.1,-79
858.1,-8
859.1,-30
860.1,-120
861.1,-221
862.1,-237
863.1,-150
864.1,-66
865.1,16
866.1,119
867.1,135
868.1,151
869.1,184
870.1,193
871.1,182
872.1,181
873.1,225
874.1,260
875.1,224
876.1,112
877.1,28
878.1,-72
879.1,-195
880.1,-261
881.1,-320
882.1,-385
883.1,-402
884.1,-374
885.1,-322
886.1,-238
887.1,-138
888.1,-68
889.1,-62
890.1,-75
891.1,-94
892.1,-148
893.1,-155
894.1,-76
895.1,11
896.1,156
897.1,313
898.1,382
899.1,440
900.1,460
901.1,418
902.1,311
903.1,157
904.1,52
905.1,27
906.1,-60
907.1,-155
908.1,-60
909.1,44
910.1,108
911.1,176
912.1,197
913.1,226
914.1,194
915.1,117
916.1,-6
917.1,-138
918.1,-146
919.1,-178
920.1,-224
921.1,-210
922.1,-113
923.1,-39
924.1,-148
925.1,-117
926.1,26
927.1,63
928.1,131
929.1,175
930.1,168
931.1,231
932.1,312
933.1,191
934.1,40
935.1,48
936.1,-36
937.1,-91
938.1,-55
939.1,-50
940.1,0
941.1,-28
942.1,-47
943.1,6
944.1,-62
945.1,-141
946.1,-144
947.1,-132
948.1,-111
949.1,-78
950.1,-94
951.1,-121
952.1,-119
953.1,-161
954.1,-145
955.1,-113
956.1,-146
957.1,-132
958.1,-95
959.1,-56
960.1,-7
961.1,43
962.1,107
963.1,93
964.1,72
965.1,100
966.1,67
967.1,37
968.1,50
969.1,6
970.1,-6
971.1,19
972.1,44
973.1,121
974.1,143
975.1,119
976.1,131
977.1,147
978.1,151
979.1,135
980.1,122
981.1,117
982.1,70
983.1,33
984.1,45
985.1,34
986.1,13
987.1,27
988.1,42
989.1,51
990.1,55
991.1,38
992.1,14
993.1,-11
994.1,-40
995.1,-69
996.1,-81
997.1,-98
998.1,-156
999.1,-206
1000.1,-224
1001.1,-253
1002.1,-323
1003.1,-423
1004.1,-515
1005.1,-578
1006.1,-577
1007.1,-467
1008.1,-211
1009.1,159
1010.1,591
1011.1,1030
1012.1,1381
1013.1,1586
1014.1,1551
1015.1,1219
1016.1,609
1017.1,-315
1018.1,-1586
1019.1,-3051
1020.1,-4309
1021.1,-4998
1022.1,-4962
1023.1,-4226
1024.1,-2893
1025.1,-1085
1026.1,1084
1027.1,3409
1028.1,5441
1029.1,6993
1030.1,8061
1031.1,8159
1032.1,7095
1033.1,5437
1034.1,3322
1035.1,628
1036.1,-2061
1037.1,-4063
1038.1,-5187
1039.1,-5315
1040.1,-4362
1041.1,-2904
1042.1,-1530
1043.1,-359
1044.1,238
1045.1,94
1046.1,-334
1047.1,-542
1048.1,-467
1049.1,-309
1050.1,-260
1051.1,-481
1052.1,-867
1053.1,-1135
1054.1,-1069
1055.1,-776
1056.1,-664
1057.1,-907
1058.1,-1315
1059.1,-1650
1060.1,-1753
1061.1,-1495
1062.1,-877
1063.1,-59
1064.1,755
1065.1,1388
1066.1,1782
1067.1,2005
1068.1,2103
1069.1,2048
1070.1,1888
1071.1,1676
1072.1,1394
1073.1,1151
1074.1,1003
1075.1,872
1076.1,746
1077.1,599
1078.1,409
1079.1,245
1080.1,157
1081.1,110
1082.1,51
1083.1,6
1084.1,-14
1085.1,-89
1086.1,-243
1087.1,-427
1088.1,-576
1089.1,-682
1090.1,-809
1091.1,-916
1092.1,-962
1093.1,-1010
1094.1,-1119
1095.1,-1199
1096.1,-1124
1097.1,-971
1098.1,-820
1099.1,-610
1100.1,-364
1101.1,-131
1102.1,65
1103.1,199
1104.1,305
1105.1,359
1106.1,367
1107.1,405
1108.1,479
1109.1,532
1110.1,578
1111.1,623
1112.1,581
1113.1,415
1114.1,169
1115.1,-12
1116.1,-73
1117.1,-133
1118.1,-207
1119.1,-229
1120.1,-207
1121.1,-200
1122.1,-194
1123.1,-80
1124.1,23
1125.1,48
1126.1,117
1127.1,187
1128.1,239
1129.1,316
1130.1,397
1131.1,457
1132.1,460
1133.1,387
1134.1,298
1135.1,211
1136.1,96
1137.1,21
1138.1,-32
1139.1,-94
1140.1,-138
1141.1,-183
1142.1,-178
1143.1,-178
1144.1,-181
1145.1,-73
1146.1,14
1147.1,1
1148.1,-28
1149.1,-28
1150.1,-33
1151.1,-92
1152.1,-125
1153.1,-136
1154.1,-159
1155.1,-104
1156.1,-20
1157.1,33
1158.1,107
1159.1,166
1160.1,201
1161.1,179
1162.1,99
1163.1,-2
1164.1,-151
1165.1,-268
1166.1,-311
1167.1,-304
1168.1,-263
1169.1,-249
1170.1,-276
1171.1,-236
1172.1,-184
1173.1,-197
1174.1,-189
1175.1,-154
1176.1,-173
1177.1,-194
1178.1,-113
1179.1,-63
1180.1,-33
1181.1,95
1182.1,157
1183.1,167
1184.1,228
1185.1,316
1186.1,481
1187.1,610
1188.1,616
1189.1,610
1190.1,553
1191.1,407
1192.1,282
1193.1,173
1194.1,51
1195.1,-53
1196.1,-159
1197.1,-270
1198.1,-353
1199.1,-442
1200.1,-533
1201.1,-601
1202.1,-615
1203.1,-561
1204.1,-479
1205.1,-413
1206.1,-352
1207.1,-244
1208.1,-134
1209.1,-103
1210.1,-73
1211.1,7
1212.1,78
1213.1,132
1214.1,171
1215.1,174
1216.1,156
1217.1,159
1218.1,168
1219.1,158
1220.1,164
1221.1,214
1222.1,260
1223.1,262
1224.1,249
1225.1,209
1226.1,141
1227.1,80
1228.1,37
1229.1,4
1230.1,7
1231.1,11
1232.1,-7
1233.1,55
1234.1,150
1235.1,169
1236.1,142
1237.1,177
1238.1,237
1239.1,194
1240.1,166
1241.1,216
1242.1,188
1243.1,157
1244.1,204
1245.1,178
1246.1,154
1247.1,134
1248.1,20
1249.1,-14
1250.1,10
1251.1,-70
1252.1,-144
1253.1,-127
1254.1,-105
1255.1,-110
1256.1,-133
1257.1,-138
1258.1,-87
1259.1,-25
1260.1,50
1261.1,56
1262.1,-34
1263.1,-28
1264.1,19
1265.1,-27
1266.1,-67
1267.1,-85
1268.1,-75
1269.1,-3
1270.1,2
1271.1,-73
1272.1,-79
1273.1,35
1274.1,62
1275.1,-28
1276.1,6
1277.1,4
1278.1,-79
1279.1,-69
1280.1,-109
1281.1,-99
1282.1,-2
1283.1,-11
1284.1,16
1285.1,47
1286.1,-17
1287.1,-33
1288.1,-30
1289.1,-12
1290.1,43
1291.1,30
1292.1,5
1293.1,7
1294.1,71
1295.1,158
1296.1,90
1297.1,-71
1298.1,-183
1299.1,-228
1300.1,-174
1301.1,-116
1302.1,-62
1303.1,100
1304.1,198
1305.1,166
1306.1,135
1307.1,80
1308.1,36
1309.1,53
1310.1,47
1311.1,15
1312.1,45
1313.1,114
1314.1,140
1315.1,139
1316.1,144
1317.1,82
1318.1,-6
1319.1,-46
1320.1,-130
1321.1,-153
1322.1,-102
1323.1,-131
1324.1,-87
1325.1,23
1326.1,-7
1327.1,-67
1328.1,-91
1329.1,-86
1330.1,31
1331.1,150
1332.1,115
1333.1,17
1334.1,-51
1335.1,-108
1336.1,-87
1337.1,-53
1338.1,-79
1339.1,-73
1340.1,2
1341.1,85
1342.1,62
1343.1,-19
1344.1,-26
1345.1,6
1346.1,13
1347.1,6
1348.1,42
1349.1,95
1350.1,89
1351.1,37
1352.1,12
1353.1,78
1354.1,116
1355.1,74
1356.1,65
1357.1,65
1358.1,7
1359.1,-91
1360.1,-149
1361.1,-173
1362.1,-210
1363.1,-207
1364.1,-206
1365.1,-239
1366.1,-212
1367.1,-156
1368.1,-165
1369.1,-164
1370.1,-99
1371.1,-81
1372.1,-84
1373.1,-23
1374.1,52
1375.1,102
1376.1,102
1377.1,106
1378.1,126
1379.1,72
1380.1,4
1381.1,-53
1382.1,-36
1383.1,89
1384.1,152
1385.1,112
1386.1,-4
1387.1,-77
1388.1,-8
1389.1,27
1390.1,-25
1391.1,-58
1392.1,-75
1393.1,-23
1394.1,84
1395.1,147
1396.1,162
1397.1,115
1398.1,134
1399.1,231
1400.1,223
1401.1,154
1402.1,69
1403.1,9
1404.1,56
1405.1,106
1406.1,23
1407.1,-90
1408.1,-78
1409.1,-12
1410.1,67
1411.1,46
1412.1,-61
1413.1,-70
1414.1,-124
1415.1,-312
1416.1,-398
1417.1,-342
1418.1,-368
1419.1,-405
1420.1,-392
1421.1,-498
1422.1,-593
1423.1,-492
1424.1,-290
1425.1,-47
1426.1,309
1427.1,741
1428.1,1146
1429.1,1463
1430.1,1498
1431.1,1179
1432.1,685
1433.1,62
1434.1,-779
1435.1,-1935
1436.1,-3159
1437.1,-4062
1438.1,-4484
1439.1,-4155
1440.1,-2820
1441.1,-579
1442.1,2233
1443.1,5418
1444.1,8232
1445.1,9590
1446.1,9550
1447.1,8554
1448.1,6397
1449.1,3039
1450.1,-922
1451.1,-4632
1452.1,-7417
1453.1,-8591
1454.1,-7760
1455.1,-5801
1456.1,-3856
1457.1,-2065
1458.1,-862
1459.1,-886
1460.1,-1580
1461.1,-2185
1462.1,-2208
1463.1,-1326
1464.1,-351
1465.1,-92
1466.1,-79
1467.1,67
1468.1,255
1469.1,645
1470.1,1296
1471.1,1734
1472.1,1525
1473.1,932
1474.1,305
1475.1,-344
1476.1,-862
1477.1,-1041
1478.1,-936
1479.1,-516
1480.1,314
1481.1,1361
1482.1,2241
1483.1,2841
1484.1,3284
1485.1,3397
1486.1,3163
1487.1,2868
1488.1,2468
1489.1,2031
1490.1,1855
1491.1,1641
1492.1,1283
1493.1,1140
1494.1,1165
1495.1,1160
1496.1,1136
1497.1,1098
1498.1,1021
1499.1,950
1500.1,714
1501.1,261
1502.1,-349
1503.1,-1082
1504.1,-1706
1505.1,-2227
1506.1,-2653
1507.1,-2913
1508.1,-3121
1509.1,-3202
1510.1,-2926
1511.1,-2340
1512.1,-1769
1513.1,-1230
1514.1,-455
1515.1,198
1516.1,307
1517.1,249
1518.1,268
1519.1,58
1520.1,-376
1521.1,-634
1522.1,-815
1523.1,-1094
1524.1,-1059
1525.1,-794
1526.1,-671
1527.1,-394
1528.1,44
1529.1,322
1530.1,633
1531.1,991
1532.1,1074
1533.1,1020
1534.1,984
1535.1,829
1536.1,671
1537.1,462
1538.1,159
1539.1,23
1540.1,-17
1541.1,-94
1542.1,-129
1543.1,-123
1544.1,-115
1545.1,-51
1546.1,6
1547.1,-29
1548.1,-53
1549.1,-18
1550.1,-36
1551.1,-113
1552.1,-181
1553.1,-234
1554.1,-292
1555.1,-341
1556.1,-360
1557.1,-415
1558.1,-441
1559.1,-365
1560.1,-303
1561.1,-253
1562.1,-56
1563.1,2
1564.1,-260
1565.1,-174
1566.1,186
1567.1,171
1568.1,86
1569.1,227
1570.1,299
1571.1,326
1572.1,450
1573.1,447
1574.1,349
1575.1,387
1576.1,361
1577.1,191
1578.1,91
1579.1,2
1580.1,-118
1581.1,-253
1582.1,-275
1583.1,-156
1584.1,-182
1585.1,-269
1586.1,-237
1587.1,-383
1588.1,-291
1589.1,95
1590.1,-816
1591.1,-906
1592.1,703
1593.1,438
1594.1,-111
1595.1,608
1596.1,503
1597.1,112
1598.1,245
1599.1,424
1600.1,622
1601.1,688
1602.1,871
1603.1,1178
1604.1,1120
1605.1,889
1606.1,703
1607.1,441
1608.1,110
1609.1,-240
1610.1,-511
1611.1,-478
1612.1,-365
1613.1,-498
1614.1,-472
1615.1,-307
1616.1,-288
1617.1,-217
1618.1,-271
1619.1,-418
1620.1,-406
1621.1,-538
1622.1,-673
1623.1,-535
1624.1,-497
1625.1,-617
1626.1,-584
1627.1,-394
1628.1,-136
1629.1,99
1630.1,263
1631.1,448
1632.1,571
1633.1,697
1634.1,896
1635.1,913
1636.1,807
1637.1,775
1638.1,643
1639.1,352
1640.1,1
1641.1,-349
1642.1,-616
1643.1,-794
1644.1,-882
1645.1,-825
1646.1,-688
1647.1,-610
1648.1,-593
1649.1,-372
1650.1,-4
1651.1,74
1652.1,88
1653.1,309
1654.1,302
1655.1,249
1656.1,336
1657.1,133
1658.1,-8
1659.1,185
1660.1,198
1661.1,-5
1662.1,131
1663.1,313
1664.1,58
1665.1,21
1666.1,215
1667.1,123
1668.1,62
1669.1,145
1670.1,187
1671.1,230
1672.1,311
1673.1,255
1674.1,35
1675.1,3
1676.1,97
1677.1,61
1678.1,11
1679.1,3
1680.1,-20
1681.1,-72
1682.1,-129
1683.1,-183
1684.1,-181
1685.1,-136
1686.1,-200
1687.1,-236
1688.1,-86
1689.1,22
1690.1,-91
1691.1,-188
1692.1,-114
1693.1,-16
1694.1,65
1695.1,136
1696.1,225
1697.1,289
1698.1,235
1699.1,95
1700.1,80
1701.1,62
1702.1,-171
1703.1,-207
1704.1,-106
1705.1,-233
1706.1,-298
1707.1,-254
1708.1,-330
1709.1,-208
1710.1,122
1711.1,126
1712.1,-38
1713.1,55
1714.1,150
1715.1,86
1716.1,101
1717.1,108
1718.1,-15
1719.1,-9
1720.1,186
1721.1,162
1722.1,3
1723.1,80
1724.1,187
1725.1,83
1726.1,-21
1727.1,-27
1728.1,-53
1729.1,-2
1730.1,92
1731.1,106
1732.1,105
1733.1,241
1734.1,451
1735.1,440
1736.1,305
1737.1,387
1738.1,385
1739.1,83
1740.1,3
1741.1,24
1742.1,-151
1743.1,-187
1744.1,-176
1745.1,-177
1746.1,-19
1747.1,-41
1748.1,-97
1749.1,54
1750.1,-35
1751.1,-150
1752.1,129
1753.1,187
1754.1,-76
1755.1,41
1756.1,199
1757.1,-63
1758.1,-191
1759.1,-79
1760.1,-89
1761.1,-40
1762.1,-35
1763.1,-187
1764.1,-223
1765.1,-345
1766.1,-567
1767.1,-533
1768.1,-435
1769.1,-555
1770.1,-621
1771.1,-511
1772.1,-484
1773.1,-435
1774.1,-251
1775.1,-150
1776.1,-76
1777.1,-39
1778.1,-161
1779.1,-181
1780.1,-29
1781.1,33
1782.1,-73
1783.1,-171
1784.1,-154
1785.1,-135
1786.1,-209
1787.1,-255
1788.1,-142
1789.1,34
1790.1,117
1791.1,54
1792.1,58
1793.1,192
1794.1,264
1795.1,376
1796.1,465
1797.1,417
1798.1,469
1799.1,582
1800.1,461
1801.1,271
1802.1,313
1803.1,277
1804.1,90
1805.1,83
1806.1,54
1807.1,44
1808.1,144
1809.1,57
1810.1,-3
1811.1,14
1812.1,-30
1813.1,98
1814.1,243
1815.1,227
1816.1,281
1817.1,404
1818.1,452
1819.1,460
1820.1,487
1821.1,406
1822.1,229
1823.1,196
1824.1,227
1825.1,148
1826.1,116
1827.1,295
1828.1,543
1829.1,725
1830.1,881
1831.1,981
1832.1,940
1833.1,700
1834.1,411
1835.1,193
1836.1,-136
1837.1,-442
1838.1,-467
1839.1,-420
1840.1,-330
1841.1,45
1842.1,510
1843.1,678
1844.1,640
1845.1,608
1846.1,405
1847.1,-48
1848.1,-655
1849.1,-1763
1850.1,-3377
1851.1,-5076
1852.1,-7043
1853.1,-9037
1854.1,-10127
1855.1,-10221
1856.1,-10243
1857.1,-10052
1858.1,-8263
1859.1,-4883
1860.1,-653
1861.11,4648
1862.12,9155
1863.13,10349
1864.14,10143
1865.15,10295
1866.16,10266
1867.17,10314
1868.18,9921
1869.19,8315
1870.2,6198
1871.2,3902
1872.2,1590
1873.2,-720
1874.2,-4360
1875.2,-8611
1876.2,-10346
1877.2,-10168
1878.2,-10254
1879.2,-10363
1880.2,-10203
1881.2,-10270
1882.2,-10056
1883.2,-7683
1884.2,-3726
1885.2,114
1886.2,3239
1887.2,5163
1888.2,6208
1889.2,6984
1890.2,7401
1891.2,7398
1892.2,7619
1893.2,8249
1894.2,8826
1895.2,9442
1896.2,10107
1897.2,10299
1898.2,10228
1899.2,10305
1900.2,9857
1901.2,8629
1902.2,7253
1903.2,5650
1904.2,3992
1905.2,2712
1906.2,1456
1907.2,318
1908.2,-345
1909.2,-851
1910.2,-1379
1911.2,-1950
1912.2,-2700
1913.2,-3603
1914.2,-4657
1915.2,-5787
1916.2,-6747
1917.2,-7524
1918.2,-8184
1919.2,-8389
1920.2,-7859
1921.2,-6818
1922.2,-5643
1923.2,-4374
1924.2,-3051
1925.2,-1965
1926.2,-1156
1927.2,-550
1928.2,-164
1929.2,-92
1930.2,-180
1931.2,-343
1932.2,-569
1933.2,-664
1934.2,-700
1935.2,-689
1936.2,-590
1937.2,-416
1938.2,-206
1939.2,-57
1940.2,173
1941.2,465
1942.2,659
1943.2,807
1944.2,882
1945.2,844
1946.2,711
1947.2,570
1948.2,439
1949.2,204
