t,pcg
245.0,-17
246.0,-18
247.0,64
248.0,91
249.0,102
250.0,192
251.0,259
252.0,267
253.0,249
254.0,200
255.0,184
256.0,172
257.0,116
258.0,60
259.0,41
260.0,76
261.0,138
262.0,172
263.0,191
264.0,170
265.0,141
266.0,154
267.0,110
268.0,54
269.0,57
270.0,-1
271.0,-86
272.0,-94
273.0,-128
274.0,-166
275.0,-142
276.0,-100
277.0,-24
278.0,15
279.0,60
280.0,162
281.0,159
282.0,174
283.0,240
284.0,170
285.0,93
286.0,61
287.0,2
288.0,-15
289.0,-58
290.0,-231
291.0,-330
292.0,-280
293.0,-297
294.0,-390
295.0,-427
296.0,-484
297.0,-537
298.0,-592
299.0,-674
300.0,-603
301.0,-563
302.0,-621
303.0,-491
304.0,-387
305.0,-403
306.0,-312
307.0,-279
308.0,-259
309.0,-160
310.0,-181
311.01,-221
312.02,-122
313.03,33
314.04,117
315.05,154
316.06,226
317.07,312
318.08,382
319.09,400
320.1,386
321.1,393
322.1,429
323.1,509
324.1,601
325.1,636
326.1,625
327.1,655
328.1,681
329.1,555
330.1,407
331.1,394
332.1,325
333.1,180
334.1,157
335.1,186
336.1,123
337.1,78
338.1,109
339.1,93
340.1,81
341.1,93
342.1,17
343.1,-68
344.1,-66
345.1,-70
346.1,-120
347.1,-112
348.1,-28
349.1,73
350.1,142
351.1,159
352.1,122
353.1,26
354.1,-26
355.1,-1
356.1,-51
357.1,-109
358.1,-55
359.1,-57
360.1,-154
361.1,-210
362.1,-242
363.1,-295
364.1,-377
365.1,-414
366.1,-348
367.1,-334
368.1,-353
369.1,-234
370.1,-116
371.1,-142
372.1,-190
373.1,-100
374.1,59
375.1,65
376.1,20
377.1,55
378.1,72
379.1,75
380.1,64
381.1,72
382.1,146
383.1,154
384.1,135
385.1,117
386.1,44
387.1,23
388.1,12
389.1,-18
390.1,17
391.1,74
392.1,132
393.1,140
394.1,28
395.1,-64
396.1,-100
397.1,-163
398.1,-204
399.1,-200
400.1,-146
401.1,-84
402.1,-46
403.1,-18
404.1,-74
405.1,-153
406.1,-92
407.1,3
408.1,73
409.1,200
410.1,263
411.1,285
412.1,394
413.1,395
414.1,226
415.1,80
416.1,-129
417.1,-383
418.1,-459
419.1,-418
420.1,-238
421.1,142
422.1,478
423.1,721
424.1,991
425.1,1073
426.1,875
427.1,611
428.1,317
429.1,-70
430.1,-403
431.1,-484
432.1,-278
433.1,28
434.1,338
435.1,682
436.1,699
437.1,413
438.1,-473
439.1,-1929
440.1,-2099
441.1,-1941
442.1,-2998
443.1,-3510
444.1,-3663
445.1,-4717
446.1,-5934
447.1,-6813
448.1,-7267
449.1,-6585
450.1,-4242
451.1,-747
452.1,2938
453.1,5997
454.1,8524
455.1,10116
456.1,10295
457.1,10279
458.1,10323
459.1,10068
460.1,10290
461.1,8872
462.1,2402
463.1,-6094
464.1,-10188
465.1,-10144
466.1,-10012
467.1,-10412
468.1,-9658
469.1,-6216
470.1,-1950
471.1,1075
472.1,2875
473.1,3630
474.1,3615
475.1,3103
476.1,2421
477.1,1752
478.1,1012
479.1,194
480.1,-614
481.1,-1197
482.1,-1268
483.1,-991
484.1,-529
485.1,153
486.1,881
487.1,1537
488.1,2057
489.1,2320
490.1,2351
491.1,2175
492.1,1686
493.1,1054
494.1,539
495.1,-65
496.1,-783
497.1,-1342
498.1,-1781
499.1,-2083
500.1,-2137
501.1,-1992
502.1,-1692
503.1,-1334
504.1,-1020
505.1,-729
506.1,-455
507.1,-339
508.1,-353
509.1,-262
510.1,-182
511.1,-147
512.1,54
513.1,253
514.1,189
515.1,11
516.1,39
517.1,196
518.1,244
519.1,263
520.1,343
521.1,469
522.1,610
523.1,594
524.1,532
525.1,698
526.1,772
527.1,623
528.1,562
529.1,462
530.1,246
531.1,88
532.1,-36
533.1,-157
534.1,-278
535.1,-393
536.1,-390
537.1,-270
538.1,-191
539.1,-136
540.1,-18
541.1,138
542.1,300
543.1,420
544.1,475
545.1,512
546.1,520
547.1,524
548.1,561
549.1,629
550.1,710
551.1,665
552.1,516
553.1,432
554.1,356
555.1,216
556.1,140
557.1,69
558.1,-74
559.1,-114
560.1,-93
561.1,-161
562.1,-232
563.1,-242
564.1,-308
565.1,-454
566.1,-518
567.1,-500
568.1,-503
569.1,-441
570.1,-321
571.1,-236
572.1,-141
573.1,-76
574.1,-105
575.1,-152
576.1,-189
577.1,-210
578.1,-174
579.1,-144
580.1,-173
581.1,-194
582.1,-155
583.1,-67
584.1,-46
585.1,-97
586.1,-117
587.1,-159
588.1,-215
589.1,-196
590.1,-172
591.1,-162
592.1,-118
593.1,-91
594.1,-118
595.1,-189
596.1,-213
597.1,-140
598.1,-96
599.1,-63
600.1,110
601.1,228
602.1,187
603.1,219
604.1,266
605.1,201
606.1,148
607.1,196
608.1,262
609.1,80
610.1,-260
611.1,-490
612.1,-796
613.1,-1102
614.1,-1184
615.1,-1011
616.1,-413
617.1,279
618.1,812
619.1,1572
620.1,2369
621.1,2613
622.1,2358
623.1,1937
624.1,1445
625.1,996
626.1,586
627.1,156
628.1,-151
629.1,-482
630.1,-975
631.1,-1316
632.1,-1429
633.1,-1471
634.1,-1391
635.1,-1162
636.1,-888
637.1,-646
638.1,-456
639.1,-319
640.1,-178
641.1,-17
642.1,124
643.1,232
644.1,276
645.1,289
646.1,285
647.1,181
648.1,20
649.1,-109
650.1,-237
651.1,-339
652.1,-357
653.1,-318
654.1,-185
655.1,-8
656.1,87
657.1,169
658.1,263
659.1,303
660.1,314
661.1,321
662.1,318
663.1,259
664.1,195
665.1,203
666.1,206
667.1,168
668.1,105
669.1,45
670.1,69
671.1,108
672.1,81
673.1,64
674.1,81
675.1,63
676.1,-28
677.1,-85
678.1,-101
679.1,-199
680.1,-283
681.1,-296
682.1,-314
683.1,-288
684.1,-211
685.1,-174
686.1,-163
687.1,-125
688.1,-64
689.1,76
690.1,201
691.1,111
692.1,16
693.1,58
694.1,45
695.1,-21
696.1,-47
697.1,-91
698.1,-116
699.1,-62
700.1,-46
701.1,-26
702.1,42
703.1,44
704.1,37
705.1,60
706.1,61
707.1,70
708.1,33
709.1,1
710.1,57
711.1,49
712.1,-10
713.1,14
714.1,37
715.1,9
716.1,33
717.1,80
718.1,52
719.1,-4
720.1,-28
721.1,-79
722.1,-135
723.1,-110
724.1,-71
725.1,-49
726.1,30
727.1,108
728.1,169
729.1,271
730.1,320
731.1,317
732.1,298
733.1,204
734.1,92
735.1,52
736.1,90
737.1,73
738.1,-19
739.1,31
740.1,114
741.1,47
742.1,37
743.1,145
744.1,177
745.1,143
746.1,96
747.1,21
748.1,-33
749.1,-37
750.1,36
751.1,97
752.1,71
753.1,58
754.1,36
755.1,-29
756.1,-57
757.1,-71
758.1,-117
759.1,-138
760.1,-127
761.1,-102
762.1,-79
763.1,-59
764.1,-14
765.1,-23
766.1,-80
767.1,-77
768.1,-48
769.1,-57
770.1,-57
771.1,-24
772.1,-38
773.1,-82
774.1,-96
775.1,-131
776.1,-159
777.1,-156
778.1,-151
779.1,-87
780.1,41
781.1,98
782.1,72
783.1,89
784.1,116
785.1,73
786.1,22
787.1,25
788.1,22
789.1,6
790.1,13
791.1,32
792.1,56
793.1,37
794.1,-82
795.1,-184
796.1,-122
797.1,-63
798.1,-128
799.1,-146
800.1,-84
801.1,-33
802.1,20
803.1,37
804.1,19
805.1,15
806.1,20
807.1,78
808.1,128
809.1,54
810.1,-46
811.1,-96
812.1,-226
813.1,-368
814.1,-334
815.1,-237
816.1,-180
817.1,-77
818.1,78
819.1,189
820.1,202
821.1,153
822.1,114
823.1,87
824.1,-11
825.1,-103
826.1,-47
827.1,42
828.1,31
829.1,17
830.1,45
831.1,61
832.1,87
833.1,79
834.1,45
835.1,101
836.1,159
837.1,158
838.1,208
839.1,303
840.1,364
841.1,414
842.1,489
843.1,539
844.1,505
845.1,429
846.1,338
847.1,190
848.1,33
849.1,-31
850.1,-79
851.1,-212
852.1,-259
853.1,-190
854.1,-215
855.1,-205
856.1,-36
857.1,107
858.1,178
859.1,268
860.1,321
861.1,259
862.1,189
863.1,187
864.1,181
865.1,135
866.1,64
867.1,46
868.1,67
869.1,-16
870.1,-133
871.1,-255
872.1,-608
873.1,-1038
874.1,-1276
875.1,-1407
876.1,-1391
877.1,-1165
878.1,-805
879.1,-413
880.1,-123
881.1,45
882.1,127
883.1,140
884.1,95
885.1,142
886.1,489
887.1,1057
888.1,1783
889.1,2727
890.1,3678
891.1,4127
892.1,4067
893.1,3572
894.1,2449
895.1,1085
896.1,-1661
897.1,-4544
898.1,-4159
899.1,-3948
900.1,-5872
901.1,-6085
902.1,-5180
903.1,-5215
904.1,-5112
905.1,-4363
906.1,-3020
907.1,-694
908.1,2198
909.1,4371
910.1,4814
911.1,3728
912.1,2629
913.1,3775
914.1,7417
915.1,9981
916.1,10122
917.1,10018
918.1,7954
919.1,1503
920.1,-6386
921.1,-10186
922.1,-10002
923.1,-10184
924.1,-9763
925.1,-6134
926.1,-1281
927.1,2335
928.1,4094
929.1,4153
930.1,3425
931.1,2536
932.1,1649
933.1,965
934.1,693
935.1,754
936.1,908
937.1,1053
938.1,1129
939.1,1104
940.1,1207
941.1,1589
942.1,2050
943.1,2438
944.1,2634
945.1,2502
946.1,2137
947.1,1564
948.1,731
949.1,-89
950.1,-771
951.1,-1456
952.1,-2081
953.1,-2506
954.1,-2629
955.1,-2551
956.1,-2438
957.1,-2326
958.1,-2250
959.1,-2104
960.1,-1813
961.1,-1492
962.1,-1107
963.1,-604
964.1,-89
965.1,417
966.1,825
967.1,1010
968.1,1098
969.1,1149
970.1,1100
971.1,1039
972.1,957
973.1,790
974.1,654
975.1,588
976.1,550
977.1,605
978.1,720
979.1,645
980.1,460
981.1,374
982.1,246
983.1,71
984.1,-36
985.1,-90
986.1,-155
987.1,-244
988.1,-331
989.1,-420
990.1,-473
991.1,-455
992.1,-435
993.1,-431
994.1,-370
995.1,-314
996.1,-298
997.1,-230
998.1,-157
999.1,-182
1000.1,-229
1001.1,-224
1002.1,-151
1003.1,-11
1004.1,108
1005.1,222
1006.1,419
1007.1,572
1008.1,595
1009.1,591
1010.1,590
1011.1,578
1012.1,516
1013.1,379
1014.1,229
1015.1,80
1016.1,-54
1017.1,-166
1018.1,-277
1019.1,-359
1020.1,-382
1021.1,-335
1022.1,-278
1023.1,-239
1024.1,-154
1025.1,-62
1026.1,-42
1027.1,-56
1028.1,-18
1029.1,60
1030.1,81
1031.1,45
1032.1,-17
1033.1,-104
1034.1,-160
1035.1,-173
1036.1,-136
1037.1,2
1038.1,186
1039.1,325
1040.1,472
1041.1,657
1042.1,683
1043.1,602
1044.1,524
1045.1,277
1046.1,64
1047.1,29
1048.1,-85
1049.1,-200
1050.1,-206
1051.1,-236
1052.1,-226
1053.1,-182
1054.1,-171
1055.1,-98
1056.1,-15
1057.1,-27
1058.1,-66
1059.1,-107
1060.1,-173
1061.1,-165
1062.1,-139
1063.1,-371
1064.1,-716
1065.1,-1289
1066.1,-1747
1067.1,-1641
1068.1,-2068
1069.1,-1603
1070.1,353
1071.1,678
1072.1,663
1073.1,2117
1074.1,2571
1075.1,2323
1076.1,2745
1077.1,2417
1078.1,1386
1079.1,986
1080.1,550
1081.1,-332
1082.1,-718
1083.1,-763
1084.1,-1118
1085.1,-1540
1086.1,-1730
1087.1,-1720
1088.1,-1617
1089.1,-1433
1090.1,-1072
1091.1,-633
1092.1,-325
1093.1,-129
1094.1,36
1095.1,59
1096.1,-42
1097.1,-31
1098.1,90
1099.1,230
1100.1,389
1101.1,515
1102.1,574
1103.1,566
1104.1,498
1105.1,377
1106.1,177
1107.1,-71
1108.1,-195
1109.1,-298
1110.1,-674
1111.1,-1048
1112.1,-1020
1113.1,-765
1114.1,-444
1115.1,26
1116.1,524
1117.1,902
1118.1,1144
1119.1,1159
1120.1,977
1121.1,766
1122.1,572
1123.1,390
1124.1,250
1125.1,162
1126.1,103
1127.1,35
1128.1,-7
1129.1,5
1130.1,-36
1131.1,-132
1132.1,-179
1133.1,-220
1134.1,-289
1135.1,-337
1136.1,-371
1137.1,-367
1138.1,-314
1139.1,-285
1140.1,-285
1141.1,-267
1142.1,-269
1143.1,-315
1144.1,-316
1145.1,-253
1146.1,-197
1147.1,-174
1148.1,-159
1149.1,-138
1150.1,-104
1151.1,-38
1152.1,30
1153.1,65
1154.1,73
1155.1,81
1156.1,98
1157.1,128
1158.1,168
1159.1,162
1160.1,116
1161.1,93
1162.1,80
1163.1,25
1164.1,-1
1165.1,21
1166.1,16
1167.1,17
1168.1,65
1169.1,87
1170.1,67
1171.1,63
1172.1,20
1173.1,-85
1174.1,-178
1175.1,-250
1176.1,-264
1177.1,-197
1178.1,-132
1179.1,-81
1180.1,30
1181.1,126
1182.1,131
1183.1,136
1184.1,183
1185.1,200
1186.1,147
1187.1,96
1188.1,105
1189.1,130
1190.1,110
1191.1,61
1192.1,52
1193.1,67
1194.1,106
1195.1,187
1196.1,191
1197.1,119
1198.1,80
1199.1,51
1200.1,20
1201.1,23
1202.1,5
1203.1,-57
1204.1,-112
1205.1,-154
1206.1,-170
1207.1,-122
1208.1,-41
1209.1,9
1210.1,62
1211.1,151
1212.1,209
1213.1,259
1214.1,288
1215.1,234
1216.1,165
1217.1,129
1218.1,131
1219.1,143
1220.1,125
1221.1,133
1222.1,127
1223.1,39
1224.1,-12
1225.1,-6
1226.1,-49
1227.1,-125
1228.1,-166
1229.1,-175
1230.1,-209
1231.1,-273
1232.1,-304
1233.1,-288
1234.1,-213
1235.1,-83
1236.1,36
1237.1,123
1238.1,159
1239.1,120
1240.1,70
1241.1,31
1242.1,-32
1243.1,-82
1244.1,-99
1245.1,-146
1246.1,-197
1247.1,-192
1248.1,-153
1249.1,-101
1250.1,-89
1251.1,-114
1252.1,-129
1253.1,-117
1254.1,-63
1255.1,-21
1256.1,-2
1257.1,75
1258.1,182
1259.1,214
1260.1,190
1261.1,166
1262.1,105
1263.1,2
1264.1,-117
1265.1,-219
1266.1,-242
1267.1,-225
1268.1,-214
1269.1,-183
1270.1,-136
1271.1,-83
1272.1,-28
1273.1,-25
1274.1,-32
1275.1,24
1276.1,57
1277.1,33
1278.1,33
1279.1,44
1280.1,33
1281.1,40
1282.1,44
1283.1,20
1284.1,28
1285.1,48
1286.1,16
1287.1,-36
1288.1,-77
1289.1,-119
1290.1,-148
1291.1,-121
1292.1,-24
1293.1,85
1294.1,131
1295.1,123
1296.1,115
1297.1,68
1298.1,-17
1299.1,-29
1300.1,5
1301.1,30
1302.1,78
1303.1,122
1304.1,141
1305.1,163
1306.1,173
1307.1,143
1308.1,109
1309.1,103
1310.1,116
1311.1,135
1312.1,156
1313.1,180
1314.1,203
1315.1,224
1316.1,225
1317.1,219
1318.1,232
1319.1,254
1320.1,274
1321.1,271
1322.1,208
1323.1,86
1324.1,-85
1325.1,-336
1326.1,-667
1327.1,-1041
1328.1,-1387
1329.1,-1628
1330.1,-1735
1331.1,-1684
1332.1,-1457
1333.1,-1112
1334.1,-702
1335.1,-208
1336.1,343
1337.1,886
1338.1,1394
1339.1,1867
1340.1,2463
1341.1,3210
1342.1,3870
1343.1,4406
1344.1,4859
1345.1,4673
1346.1,3813
1347.1,3058
1348.1,2231
1349.1,-40
1350.1,-3810
1351.1,-5806
1352.1,-6175
1353.1,-7750
1354.1,-8144
1355.1,-6323
1356.1,-5062
1357.1,-4742
1358.1,-4124
1359.1,-2563
1360.1,59
1361.11,3413
1362.12,6893
1363.13,9368
1364.14,10191
1365.15,10074
1366.16,8622
1367.17,4781
1368.18,-980
1369.19,-6785
1370.2,-9730
1371.2,-10247
1372.2,-9753
1373.2,-6220
1374.2,-958
1375.2,3400
1376.2,6196
1377.2,6106
1378.2,3254
1379.2,-260
1380.2,-2401
1381.2,-3036
1382.2,-2766
1383.2,-1591
1384.2,-59
1385.2,1218
1386.2,2108
1387.2,2313
1388.2,1812
1389.2,998
1390.2,311
1391.2,65
1392.2,324
1393.2,733
1394.2,963
1395.2,1243
1396.2,1795
1397.2,2392
1398.2,2781
1399.2,2847
1400.2,2421
1401.2,1541
1402.2,543
1403.2,-425
1404.2,-1288
1405.2,-1867
1406.2,-2210
1407.2,-2418
1408.2,-2495
1409.2,-2458
1410.2,-2318
1411.2,-2156
1412.2,-2060
1413.2,-1997
1414.2,-1863
1415.2,-1602
1416.2,-1177
1417.2,-572
1418.2,141
1419.2,842
1420.2,1400
1421.2,1734
1422.2,1821
1423.2,1680
1424.2,1370
1425.2,948
1426.2,512
1427.2,181
1428.2,20
1429.2,60
1430.2,242
1431.2,439
1432.2,587
1433.2,668
1434.2,672
1435.2,610
1436.2,481
1437.2,330
1438.2,204
1439.2,106
1440.2,44
1441.2,-19
1442.2,-114
1443.2,-242
1444.2,-411
1445.2,-591
1446.2,-729
1447.2,-764
1448.2,-742
1449.2,-684
1450.2,-549
1451.2,-391
1452.2,-223
1453.2,-49
1454.2,64
1455.2,126
1456.2,173
1457.2,183
1458.2,158
1459.2,141
1460.2,158
1461.2,216
1462.2,300
1463.2,385
1464.2,466
1465.2,537
1466.2,575
1467.2,558
1468.2,498
1469.2,400
1470.2,270
1471.2,167
1472.2,112
1473.2,82
1474.2,73
1475.2,52
1476.2,20
1477.2,4
1478.2,-33
1479.2,-96
1480.2,-124
1481.2,-92
1482.2,-49
1483.2,-13
1484.2,49
1485.2,86
1486.2,59
1487.2,10
1488.2,-22
1489.2,-33
1490.2,-60
1491.2,-104
1492.2,-137
1493.2,-166
1494.2,-160
1495.2,-84
1496.2,3
1497.2,45
1498.2,90
1499.2,141
1500.2,111
1501.2,18
1502.2,-52
1503.2,-126
1504.2,-239
1505.2,-318
1506.2,-328
1507.2,-303
1508.2,-259
1509.2,-193
1510.2,-116
1511.2,-56
1512.2,-30
1513.2,-27
1514.2,-45
1515.2,-70
1516.2,-115
1517.2,-216
1518.2,-351
1519.2,-458
1520.2,-479
1521.2,-520
1522.2,-554
1523.2,-461
1524.2,-696
1525.2,-1092
1526.2,-1013
1527.2,-824
1528.2,-809
1529.2,-324
1530.2,719
1531.2,1398
1532.2,1830
1533.2,2649
1534.2,3357
1535.2,3436
1536.2,3114
1537.2,2562
1538.2,1740
1539.2,854
1540.2,96
1541.2,-586
1542.2,-1178
1543.2,-1673
1544.2,-2125
1545.2,-2359
1546.2,-2277
1547.2,-2045
1548.2,-1702
1549.2,-1213
1550.2,-720
1551.2,-330
1552.2,-18
1553.2,196
1554.2,270
1555.2,230
1556.2,135
1557.2,52
1558.2,29
1559.2,59
1560.2,81
1561.2,53
1562.2,48
1563.2,138
1564.2,265
1565.2,317
1566.2,193
1567.2,-234
1568.2,-904
1569.2,-1362
1570.2,-1395
1571.2,-1217
1572.2,-850
1573.2,-251
1574.2,406
1575.2,953
1576.2,1314
1577.2,1446
1578.2,1359
1579.2,1111
1580.2,781
1581.2,433
1582.2,95
1583.2,-212
1584.2,-454
1585.2,-622
1586.2,-714
1587.2,-712
1588.2,-595
1589.2,-404
1590.2,-235
1591.2,-109
1592.2,11
1593.2,102
1594.2,131
1595.2,107
1596.2,59
1597.2,7
1598.2,-55
1599.2,-130
1600.2,-193
1601.2,-251
1602.2,-317
1603.2,-349
1604.2,-351
1605.2,-349
1606.2,-311
1607.2,-254
1608.2,-234
1609.2,-212
1610.2,-164
1611.2,-120
1612.2,-98
1613.2,-108
1614.2,-132
1615.2,-169
1616.2,-194
1617.2,-174
1618.2,-119
1619.2,-44
1620.2,30
1621.2,83
1622.2,128
1623.2,187
1624.2,251
1625.2,301
1626.2,350
1627.2,389
1628.2,417
1629.2,492
1630.2,541
1631.2,504
1632.2,459
1633.2,409
1634.2,339
1635.2,266
1636.2,192
1637.2,126
1638.2,90
1639.2,93
1640.2,103
1641.2,99
1642.2,84
1643.2,64
1644.2,49
1645.2,28
1646.2,-5
1647.2,-41
1648.2,-84
1649.2,-118
1650.2,-139
1651.2,-169
1652.2,-187
1653.2,-167
1654.2,-129
1655.2,-97
1656.2,-70
1657.2,-46
1658.2,-35
1659.2,-25
1660.2,-2
1661.2,26
1662.2,66
1663.2,133
1664.2,210
1665.2,284
1666.2,351
1667.2,387
1668.2,396
1669.2,380
1670.2,330
1671.2,262
1672.2,173
1673.2,58
1674.2,-53
1675.2,-141
1676.2,-235
1677.2,-334
1678.2,-380
1679.2,-362
1680.2,-331
1681.2,-285
1682.2,-201
1683.2,-118
1684.2,-70
1685.2,-34
1686.2,9
1687.2,45
1688.2,76
1689.2,111
1690.2,145
1691.2,177
1692.2,181
1693.2,141
1694.2,96
1695.2,59
1696.2,25
1697.2,-5
1698.2,-47
1699.2,-86
1700.2,-115
1701.2,-139
1702.2,-140
1703.2,-129
1704.2,-121
1705.2,-124
1706.2,-142
1707.2,-140
1708.2,-115
1709.2,-102
1710.2,-92
1711.2,-65
1712.2,-42
1713.2,-22
1714.2,14
1715.2,44
1716.2,56
1717.2,52
1718.2,21
1719.2,-15
1720.2,-49
1721.2,-94
1722.2,-130
1723.2,-139
1724.2,-121
1725.2,-87
1726.2,-55
1727.2,-42
1728.2,-48
1729.2,-61
1730.2,-79
1731.2,-104
1732.2,-132
1733.2,-162
1734.2,-191
1735.2,-217
1736.2,-235
1737.2,-218
1738.2,-171
1739.2,-122
1740.2,-76
1741.2,-58
1742.2,-76
1743.2,-125
1744.2,-199
1745.2,-251
1746.2,-258
1747.2,-262
1748.2,-290
1749.2,-320
1750.2,-313
1751.2,-294
1752.2,-281
1753.2,-220
1754.2,-111
1755.2,17
1756.2,156
1757.2,283
1758.2,386
1759.2,490
1760.2,594
1761.2,672
1762.2,727
1763.2,756
1764.2,711
1765.2,618
1766.2,552
1767.2,501
1768.2,433
1769.2,369
1770.2,324
1771.2,296
1772.2,307
1773.2,355
1774.2,376
1775.2,349
1776.2,272
1777.2,92
1778.2,-218
1779.2,-638
1780.2,-1104
1781.2,-1525
1782.2,-1818
1783.2,-1910
1784.2,-1778
1785.2,-1452
1786.2,-994
1787.2,-488
1788.2,14
1789.2,491
1790.2,872
1791.2,1188
1792.2,1674
1793.2,2355
1794.2,3098
1795.2,3831
1796.2,4303
1797.2,4314
1798.2,4072
1799.2,3525
1800.2,2881
1801.2,2070
1802.2,-948
1803.2,-4067
1804.2,-4552
1805.2,-6194
1806.2,-8572
1807.2,-8340
1808.2,-7290
1809.2,-6686
1810.2,-6104
1811.2,-5378
1812.2,-3605
1813.2,-521
1814.2,3246
1815.2,6952
1816.2,9452
1817.2,10303
1818.2,9527
1819.2,7239
1820.2,4073
1821.2,-122
1822.2,-4154
1823.2,-6095
1824.2,-5628
1825.2,-2692
1826.2,1120
1827.2,3353
1828.2,3198
1829.2,768
1830.2,-2769
1831.2,-5343
1832.2,-5855
1833.2,-4380
1834.2,-1709
1835.2,722
1836.2,2068
1837.2,2534
1838.2,2212
1839.2,1290
1840.2,393
1841.2,-301
1842.2,-737
1843.2,-662
1844.2,-222
1845.2,292
1846.2,848
1847.2,1415
1848.2,1943
1849.2,2542
1850.2,3230
1851.2,3710
1852.2,3744
1853.2,3405
1854.2,2781
1855.2,1942
1856.2,995
1857.2,11
1858.2,-898
1859.2,-1627
1860.2,-2207
1861.2,-2692
1862.2,-3061
1863.2,-3309
1864.2,-3448
1865.2,-3417
1866.2,-3179
1867.2,-2792
1868.2,-2279
1869.2,-1681
1870.2,-1078
1871.2,-498
1872.2,-23
1873.2,347
1874.2,682
1875.2,944
1876.2,1103
1877.2,1148
1878.2,1084
1879.2,980
1880.2,843
1881.2,705
1882.2,645
1883.2,639
1884.2,645
1885.2,692
1886.2,787
1887.2,851
1888.2,878
1889.2,872
1890.2,735
1891.2,506
1892.2,267
1893.2,-9
1894.2,-325
1895.2,-672
1896.2,-933
1897.2,-1091
1898.2,-1276
1899.2,-1374
1900.2,-1259
1901.2,-1057
1902.2,-887
1903.2,-705
1904.2,-489
1905.2,-316
1906.2,-181
1907.2,-27
1908.2,179
1909.2,415
1910.2,578
1911.2,653
1912.2,754
1913.2,871
1914.2,876
1915.2,820
1916.2,792
1917.2,723
1918.2,598
1919.2,509
1920.2,454
1921.2,389
1922.2,372
1923.2,370
1924.2,333
1925.2,347
1926.2,359
1927.2,264
1928.2,164
1929.2,82
1930.2,-21
1931.2,-65
1932.2,-47
1933.2,-6
1934.2,41
1935.2,91
1936.2,141
1937.2,140
1938.2,80
1939.2,20
1940.2,-82
1941.2,-269
1942.2,-425
1943.2,-500
1944.2,-548
1945.2,-536
1946.2,-435
1947.2,-324
1948.2,-221
1949.2,-101
1950.2,8
1951.2,96
