t,pcg
639.1,21
640.1,16
641.1,10
642.1,7
643.1,4
644.1,0
645.1,-1
646.1,2
647.1,3
648.1,3
649.1,3
650.1,3
651.1,4
652.1,9
653.1,16
654.1,24
655.1,26
656.1,24
657.1,24
658.1,23
659.1,19
660.1,15
661.1,11
662.1,4
663.1,-2
664.1,-6
665.1,-10
666.1,-17
667.1,-22
668.1,-21
669.1,-21
670.1,-22
671.1,-19
672.1,-20
673.1,-18
674.1,-13
675.1,-11
676.1,-13
677.1,-12
678.1,-10
679.1,-9
680.1,-11
681.1,-11
682.1,-10
683.1,-9
684.1,-10
685.1,-10
686.1,-11
687.1,-12
688.1,-11
689.1,-8
690.1,-4
691.1,-2
692.1,1
693.1,6
694.1,6
695.1,2
696.1,0
697.1,0
698.1,-1
699.1,-1
700.1,-3
701.1,-7
702.1,-9
703.1,-7
704.1,-5
705.1,-3
706.1,-5
707.1,-8
708.1,-11
709.1,-12
710.1,-8
711.1,-1
712.1,4
713.1,5
714.1,5
715.1,6
716.1,6
717.1,6
718.1,7
719.1,9
720.1,8
721.1,6
722.1,9
723.1,12
724.1,13
725.1,18
726.1,21
727.1,13
728.1,4
729.1,3
730.1,4
731.1,7
732.1,12
733.1,12
734.1,10
735.1,9
736.1,6
737.1,2
738.1,-6
739.1,-11
740.1,-9
741.1,-5
742.1,-3
743.1,-3
744.1,-5
745.1,-7
746.1,-10
747.1,-11
748.1,-6
749.1,-3
750.1,-2
751.1,-3
752.1,-6
753.1,-8
754.1,-6
755.1,1
756.1,10
757.1,16
758.1,12
759.1,7
760.1,7
761.1,2
762.1,-2
763.1,1
764.1,6
765.1,7
766.1,8
767.1,9
768.1,7
769.1,4
770.1,5
771.1,4
772.1,1
773.1,4
774.1,12
775.1,17
776.1,14
777.1,11
778.1,7
779.1,1
780.1,-1
781.1,1
782.1,2
783.1,3
784.1,3
785.1,-2
786.1,-13
787.1,-18
788.1,-11
789.1,-2
790.1,1
791.1,4
792.1,9
793.1,9
794.1,4
795.1,-3
796.1,-7
797.1,-8
798.1,-5
799.1,-2
800.1,-2
801.1,-4
802.1,-4
803.1,-5
804.1,-7
805.1,-1
806.1,12
807.1,20
808.1,18
809.1,9
810.1,-1
811.1,-4
812.1,-1
813.1,0
814.1,3
815.1,7
816.1,8
817.1,6
818.1,4
819.1,-2
820.1,-8
821.1,-3
822.1,-1
823.1,-7
824.1,-8
825.1,-9
826.1,-14
827.1,-20
828.1,-20
829.1,-15
830.1,-9
831.1,-1
832.1,6
833.1,6
834.1,1
835.1,-2
836.1,-7
837.1,-12
838.1,-10
839.1,-4
840.1,0
841.1,-2
842.1,-4
843.1,-6
844.1,-9
845.1,-3
846.1,8
847.1,14
848.1,17
849.1,22
850.1,23
851.1,16
852.1,9
853.1,11
854.1,12
855.1,11
856.1,11
857.1,11
858.1,11
859.1,8
860.1,5
861.1,3
862.1,4
863.1,8
864.1,11
865.1,14
866.1,16
867.1,16
868.1,17
869.1,15
870.1,7
871.1,1
872.1,1
873.1,1
874.1,-1
875.1,-2
876.1,-2
877.1,-3
878.1,-3
879.1,-1
880.1,-1
881.1,0
882.1,5
883.1,6
884.1,-1
885.1,-9
886.1,-13
887.1,-16
888.1,-19
889.1,-18
890.1,-13
891.1,-9
892.1,-7
893.1,-5
894.1,-5
895.1,-5
896.1,-1
897.1,3
898.1,5
899.1,4
900.1,0
901.1,-3
902.1,-2
903.1,-1
904.1,-4
905.1,-9
906.1,-13
907.1,-20
908.1,-23
909.1,-26
910.1,-32
911.1,-34
912.1,-33
913.1,-32
914.1,-26
915.1,-15
916.1,-2
917.1,4
918.1,8
919.1,13
920.1,14
921.1,6
922.1,-15
923.1,-46
924.1,-64
925.1,-58
926.1,-44
927.1,-43
928.1,-51
929.1,-47
930.1,-30
931.1,-12
932.1,2
933.1,18
934.1,38
935.1,60
936.1,73
937.1,73
938.1,65
939.1,47
940.1,20
941.1,-7
942.1,-34
943.1,-46
944.1,-38
945.1,-29
946.1,-22
947.1,-10
948.1,4
949.1,26
950.1,55
951.1,73
952.1,68
953.1,50
954.1,33
955.1,12
956.1,-12
957.1,-26
958.1,-27
959.1,2
960.1,53
961.1,68
962.1,55
963.1,63
964.1,80
965.1,72
966.1,45
967.1,18
968.1,-8
969.1,-30
970.1,-40
971.1,-46
972.1,-58
973.1,-72
974.1,-79
975.1,-82
976.1,-83
977.1,-78
978.1,-65
979.1,-51
980.1,-39
981.1,-27
982.1,-15
983.1,-5
984.1,-5
985.1,-9
986.1,-14
987.1,-21
988.1,-31
989.1,-36
990.1,-35
991.1,-29
992.1,-14
993.1,6
994.1,23
995.1,35
996.1,44
997.1,48
998.1,45
999.1,42
1000.1,41
1001.1,40
1002.1,33
1003.1,23
1004.1,13
1005.1,1
1006.1,-10
1007.1,-13
1008.1,-10
1009.1,-7
1010.1,-2
1011.1,4
1012.1,8
1013.1,9
1014.1,10
1015.1,13
1016.1,18
1017.1,23
1018.1,28
1019.1,29
1020.1,26
1021.1,19
1022.1,12
1023.1,4
1024.1,-6
1025.1,-13
1026.1,-14
1027.1,-15
1028.1,-18
1029.1,-19
1030.1,-20
1031.1,-25
1032.1,-30
1033.1,-31
1034.1,-32
1035.1,-34
1036.1,-37
1037.1,-40
1038.1,-41
1039.1,-40
1040.1,-33
1041.1,-23
1042.1,-11
1043.1,-3
1044.1,0
1045.1,1
1046.1,2
1047.1,3
1048.1,2
1049.1,2
1050.1,3
1051.1,4
1052.1,1
1053.1,-1
1054.1,1
1055.1,4
1056.1,8
1057.1,13
1058.1,18
1059.1,20
1060.1,19
1061.1,14
1062.1,9
1063.1,8
1064.1,10
1065.1,12
1066.1,14
1067.1,16
1068.1,16
1069.1,16
1070.1,17
1071.1,14
1072.1,9
1073.1,8
1074.1,8
1075.1,6
1076.1,3
1077.1,1
1078.1,-1
1079.1,-2
1080.1,1
1081.1,6
1082.1,8
1083.1,8
1084.1,10
1085.1,5
1086.1,-3
1087.1,-6
1088.1,-5
1089.1,-2
1090.1,3
1091.1,10
1092.1,11
1093.1,10
1094.1,7
1095.1,3
1096.1,-1
1097.1,-3
1098.1,-1
1099.1,-1
1100.1,-3
1101.1,-5
1102.1,-10
1103.1,-15
1104.1,-18
1105.1,-18
1106.1,-14
1107.1,-12
1108.1,-14
1109.1,-15
1110.1,-16
1111.1,-14
1112.1,-12
1113.1,-7
1114.1,2
1115.1,8
1116.1,9
1117.1,10
1118.1,8
1119.1,3
1120.1,-1
1121.1,0
1122.1,2
1123.1,1
1124.1,1
1125.1,2
1126.1,0
1127.1,-3
1128.1,-5
1129.1,-4
1130.1,-1
1131.1,1
1132.1,1
1133.1,1
1134.1,-1
1135.1,-4
1136.1,2
1137.1,12
1138.1,18
1139.1,26
1140.1,31
1141.1,42
1142.1,59
1143.1,62
1144.1,60
1145.1,59
1146.1,28
1147.1,-20
1148.1,-46
1149.1,-52
1150.1,-47
1151.1,-38
1152.1,-28
1153.1,-20
1154.1,-15
1155.1,-20
1156.1,-37
1157.1,-51
1158.1,-53
1159.1,-46
1160.1,-40
1161.1,-32
1162.1,-23
1163.1,-15
1164.1,-7
1165.1,1
1166.1,5
1167.1,8
1168.1,9
1169.1,11
1170.1,15
1171.1,22
1172.1,28
1173.1,29
1174.1,24
1175.1,20
1176.1,18
1177.1,18
1178.1,21
1179.1,26
1180.1,30
1181.1,30
1182.1,29
1183.1,23
1184.1,14
1185.1,8
1186.1,7
1187.1,7
1188.1,3
1189.1,-3
1190.1,-7
1191.1,-11
1192.1,-16
1193.1,-20
1194.1,-23
1195.1,-23
1196.1,-19
1197.1,-16
1198.1,-13
1199.1,-9
1200.1,-8
1201.1,-7
1202.1,-7
1203.1,-9
1204.1,-11
1205.1,-12
1206.1,-12
1207.1,-10
1208.1,-6
1209.1,-3
1210.1,-2
1211.1,-1
1212.1,0
1213.1,2
1214.1,2
1215.1,-2
1216.1,-3
1217.1,-6
1218.1,-10
1219.1,-11
1220.1,-12
1221.1,-11
1222.1,-6
1223.1,0
1224.1,1
1225.1,-1
1226.1,-1
1227.1,1
1228.1,0
1229.1,-1
1230.1,-2
1231.1,-3
1232.1,0
1233.1,3
1234.1,4
1235.1,6
1236.1,7
1237.1,9
1238.1,9
1239.1,6
1240.1,5
1241.1,4
1242.1,3
1243.1,4
1244.1,5
1245.1,4
1246.1,5
1247.1,3
1248.1,-3
1249.1,-6
1250.1,-6
1251.1,-8
1252.1,-9
1253.1,-4
1254.1,0
1255.1,2
1256.1,4
1257.1,5
1258.1,6
1259.1,7
1260.1,6
1261.1,3
1262.1,2
1263.1,5
1264.1,6
1265.1,3
1266.1,1
1267.1,1
1268.1,2
1269.1,2
1270.1,1
1271.1,2
1272.1,4
1273.1,5
1274.1,3
1275.1,2
1276.1,2
1277.1,4
1278.1,6
1279.1,7
1280.1,8
1281.1,8
1282.1,6
1283.1,4
1284.1,3
1285.1,3
1286.1,2
1287.1,0
1288.1,-4
1289.1,-5
1290.1,-5
1291.1,-7
1292.1,-8
1293.1,-9
1294.1,-7
1295.1,-3
1296.1,-2
1297.1,-5
1298.1,-7
1299.1,-9
1300.1,-13
1301.1,-14
1302.1,-16
1303.1,-14
1304.1,-9
1305.1,-5
1306.1,-3
1307.1,-1
1308.1,0
1309.1,2
1310.1,4
1311.1,3
1312.1,0
1313.1,-2
1314.1,-2
1315.1,-5
1316.1,-8
1317.1,-7
1318.1,-5
1319.1,-3
1320.1,-1
1321.1,0
1322.1,1
1323.1,-1
1324.1,-5
1325.1,-7
1326.1,-6
1327.1,-2
1328.1,0
1329.1,2
1330.1,3
1331.1,3
1332.1,3
1333.1,1
1334.1,-1
1335.1,-1
1336.1,-1
1337.1,-2
1338.1,-7
1339.1,-8
1340.1,-8
1341.1,-8
1342.1,-10
1343.1,-10
1344.1,-10
1345.1,-5
1346.1,-2
1347.1,-5
1348.1,-4
1349.1,-4
1350.1,-5
1351.1,-3
1352.1,0
1353.1,3
1354.1,3
1355.1,3
1356.1,3
1357.1,1
1358.1,-1
1359.1,-2
1360.1,-1
1361.1,0
1362.1,1
1363.1,1
1364.1,2
1365.1,4
1366.1,5
1367.1,6
1368.1,7
1369.1,6
1370.1,5
1371.1,3
1372.1,2
1373.1,2
1374.1,4
1375.1,7
1376.1,10
1377.1,12
1378.1,13
1379.1,11
1380.1,11
1381.1,12
1382.1,9
1383.1,4
1384.1,3
1385.1,4
1386.1,5
1387.1,5
1388.1,2
1389.1,-1
1390.1,-2
1391.1,-3
1392.1,-3
1393.1,-1
1394.1,1
1395.1,1
1396.1,-1
1397.1,-3
1398.1,-3
1399.1,-3
1400.1,-4
1401.1,-4
1402.1,-3
1403.1,0
1404.1,0
1405.1,-1
1406.1,-3
1407.1,-3
1408.1,-2
1409.1,-3
1410.1,-4
1411.1,-4
1412.1,-2
1413.1,-3
1414.1,-6
1415.1,-7
1416.1,-3
1417.1,1
1418.1,2
1419.1,2
1420.1,4
1421.1,9
1422.1,11
1423.1,10
1424.1,9
1425.1,7
1426.1,2
1427.1,0
1428.1,-1
1429.1,-1
1430.1,-2
1431.1,0
1432.1,-2
1433.1,-12
1434.1,-21
1435.1,-24
1436.1,-25
1437.1,-23
1438.1,-15
1439.1,-9
1440.1,-5
1441.1,-7
1442.1,-18
1443.1,-19
1444.1,-9
1445.1,-5
1446.1,-15
1447.1,-30
1448.1,-45
1449.1,-53
1450.1,-43
1451.1,-20
1452.1,-7
1453.1,1
1454.1,13
1455.1,16
1456.1,15
1457.1,24
1458.1,35
1459.1,33
1460.1,32
1461.1,44
1462.1,58
1463.1,61
1464.1,54
1465.1,45
1466.1,43
1467.1,41
1468.1,24
1469.1,7
1470.1,8
1471.1,1
1472.1,-33
1473.1,-65
1474.1,-75
1475.1,-61
1476.1,-29
1477.1,9
1478.1,31
1479.1,16
1480.1,-12
1481.1,-30
1482.1,-54
1483.1,-72
1484.1,-56
1485.1,-14
1486.1,34
1487.1,72
1488.1,95
1489.1,116
1490.1,122
1491.1,90
1492.1,41
1493.1,5
1494.1,-27
1495.1,-61
1496.1,-77
1497.1,-80
1498.1,-78
1499.1,-65
1500.1,-49
1501.1,-37
1502.1,-20
1503.1,-5
1504.1,-9
1505.1,-28
1506.1,-46
1507.1,-55
1508.1,-55
1509.1,-47
1510.1,-39
1511.1,-32
1512.1,-19
1513.1,-8
1514.1,-5
1515.1,1
1516.1,13
1517.1,24
1518.1,29
1519.1,31
1520.1,32
1521.1,33
1522.1,39
1523.1,39
1524.1,35
1525.1,36
1526.1,37
1527.1,30
1528.1,24
1529.1,23
1530.1,22
1531.11,19
1532.12,11
1533.13,4
1534.14,4
1535.15,8
1536.16,11
1537.17,16
1538.18,24
1539.19,27
1540.2,27
1541.2,25
1542.2,25
1543.2,23
1544.2,22
1545.2,18
1546.2,11
1547.2,4
1548.2,0
1549.2,-5
1550.2,-9
1551.2,-11
1552.2,-12
1553.2,-12
1554.2,-15
1555.2,-21
1556.2,-21
1557.2,-17
1558.2,-15
1559.2,-27
1560.2,-32
1561.2,-1
1562.2,5
1563.2,-20
1564.2,-16
1565.2,-4
1566.2,-10
1567.2,-20
1568.2,-28
1569.2,-24
1570.2,-17
1571.2,-17
1572.2,-21
1573.2,-23
1574.2,-19
1575.2,-16
1576.2,-17
1577.2,-11
1578.2,-3
1579.2,-3
1580.2,-9
1581.2,-13
1582.2,-15
1583.2,-16
1584.2,-16
1585.2,-12
1586.2,-9
1587.2,-10
1588.2,-12
1589.2,-12
1590.2,-9
1591.2,-2
1592.2,3
1593.2,6
1594.2,6
1595.2,5
1596.2,6
1597.2,5
1598.2,3
1599.2,4
1600.2,3
1601.2,0
1602.2,-2
1603.2,1
1604.2,5
1605.2,9
1606.2,11
1607.2,11
1608.2,9
1609.2,10
1610.2,13
1611.2,16
1612.2,18
1613.2,19
1614.2,16
1615.2,13
1616.2,9
1617.2,5
1618.2,3
1619.2,1
1620.2,-1
1621.2,-1
1622.2,-1
1623.2,-1
1624.2,-1
1625.2,-3
1626.2,-7
1627.2,-7
1628.2,-4
1629.2,-1
1630.2,0
1631.2,-2
1632.2,-3
1633.2,-2
1634.2,-3
1635.2,-5
1636.2,-4
1637.2,-1
1638.2,-2
1639.2,-3
1640.2,0
1641.2,1
1642.2,1
1643.2,4
1644.2,5
1645.2,4
1646.2,5
1647.2,8
1648.2,8
1649.2,5
1650.2,3
1651.2,-2
1652.2,-5
1653.2,-3
1654.2,1
1655.2,1
1656.2,2
1657.2,6
1658.2,7
1659.2,5
1660.2,2
1661.2,-4
1662.2,-8
1663.2,-5
1664.2,-2
1665.2,-4
1666.2,-5
1667.2,5
1668.2,31
1669.2,56
1670.2,59
1671.2,53
1672.2,41
1673.2,5
1674.2,-35
1675.2,-51
1676.2,-51
1677.2,-42
1678.2,-28
1679.2,-13
1680.2,-3
1681.2,-5
1682.2,-17
1683.2,-28
1684.2,-33
1685.2,-32
1686.2,-25
1687.2,-18
1688.2,-12
1689.2,-6
1690.2,0
1691.2,3
1692.2,7
1693.2,13
1694.2,17
1695.2,18
1696.2,18
1697.2,18
1698.2,15
1699.2,11
1700.2,9
1701.2,6
1702.2,5
1703.2,8
1704.2,11
1705.2,12
1706.2,11
1707.2,8
1708.2,5
1709.2,2
1710.2,1
1711.2,2
1712.2,2
1713.2,-3
1714.2,-9
1715.2,-14
1716.2,-16
1717.2,-15
1718.2,-13
1719.2,-13
1720.2,-10
1721.2,-8
1722.2,-8
1723.2,-6
1724.2,-1
1725.2,4
1726.2,6
1727.2,4
1728.2,0
1729.2,1
1730.2,4
1731.2,4
1732.2,3
1733.2,3
1734.2,3
1735.2,3
1736.2,1
1737.2,-1
1738.2,0
1739.2,3
1740.2,5
1741.2,6
1742.2,4
1743.2,1
1744.2,-1
1745.2,-2
1746.2,-4
1747.2,-3
1748.2,-3
1749.2,-5
1750.2,-6
1751.2,-5
1752.2,-3
1753.2,-2
1754.2,-2
1755.2,-1
1756.2,0
1757.2,0
1758.2,-4
1759.2,-8
1760.2,-8
1761.2,-7
1762.2,-6
1763.2,-4
1764.2,-2
1765.2,-2
1766.2,-1
1767.2,1
1768.2,1
1769.2,1
1770.2,2
1771.2,1
1772.2,-2
1773.2,-2
1774.2,0
1775.2,2
1776.2,5
1777.2,5
1778.2,3
1779.2,0
1780.2,-2
1781.2,-1
1782.2,1
1783.2,2
1784.2,3
1785.2,-1
1786.2,-4
1787.2,-4
1788.2,-3
1789.2,-4
1790.2,-5
1791.2,-6
1792.2,-5
1793.2,-6
1794.2,-9
1795.2,-8
1796.2,-5
1797.2,-4
1798.2,-1
1799.2,-1
1800.2,-1
1801.2,2
1802.2,5
1803.2,5
1804.2,5
1805.2,6
1806.2,5
1807.2,2
1808.2,0
1809.2,2
1810.2,4
1811.2,5
1812.2,4
1813.2,4
1814.2,2
1815.2,1
1816.2,2
1817.2,6
1818.2,7
1819.2,-1
1820.2,-1
1821.2,2
1822.2,-1
1823.2,-1
1824.2,0
1825.2,-1
1826.2,-3
1827.2,-3
1828.2,-4
1829.2,-7
1830.2,-8
1831.2,-8
1832.2,-7
1833.2,-3
1834.2,-3
1835.2,-4
1836.2,0
1837.2,1
1838.2,0
1839.2,2
1840.2,0
1841.2,-5
1842.2,-7
1843.2,-7
1844.2,-6
1845.2,-4
1846.2,-5
1847.2,-2
1848.2,2
1849.2,-3
1850.2,-4
1851.2,-4
1852.2,-4
1853.2,-2
1854.2,2
1855.2,2
1856.2,0
1857.2,-3
1858.2,-2
1859.2,1
1860.2,2
1861.2,5
1862.2,4
1863.2,3
1864.2,1
1865.2,-2
1866.2,0
1867.2,-1
1868.2,-1
1869.2,-3
1870.2,-3
1871.2,-2
1872.2,-1
1873.2,1
1874.2,0
1875.2,1
1876.2,2
1877.2,-1
1878.2,-2
1879.2,-1
1880.2,-1
1881.2,-1
1882.2,0
1883.2,0
1884.2,0
1885.2,-1
1886.2,-3
1887.2,-5
1888.2,-4
1889.2,-3
1890.2,-5
1891.2,-7
1892.2,-10
1893.2,-9
1894.2,-2
1895.2,3
1896.2,6
1897.2,5
1898.2,4
1899.2,4
1900.2,4
1901.2,4
1902.2,5
1903.2,5
1904.2,2
1905.2,-3
1906.2,-6
1907.2,-6
1908.2,-6
1909.2,-7
1910.2,-7
1911.2,-4
1912.2,-3
1913.2,-3
1914.2,-3
1915.2,-4
1916.2,-4
1917.2,-2
1918.2,0
1919.2,-2
1920.2,-4
1921.2,-2
1922.2,1
1923.2,3
1924.2,6
1925.2,8
1926.2,8
1927.2,9
1928.2,8
1929.2,9
1930.2,13
1931.2,10
1932.2,8
1933.2,7
1934.2,4
1935.2,0
1936.2,0
1937.2,0
1938.2,-1
1939.2,1
1940.2,0
1941.2,-3
1942.2,0
1943.2,1
1944.2,-1
1945.2,2
1946.2,6
1947.2,5
1948.2,5
1949.2,4
1950.2,4
1951.2,7
1952.2,5
1953.2,-1
1954.2,-6
1955.2,-7
1956.2,-5
1957.2,-1
1958.2,-1
1959.2,-4
1960.2,-1
1961.2,2
1962.2,1
1963.2,-5
1964.2,-9
1965.2,-9
1966.2,-8
1967.2,-5
1968.2,0
1969.2,6
1970.2,13
1971.2,12
1972.2,5
1973.2,-2
1974.2,-7
1975.2,-16
1976.2,-37
1977.2,-63
1978.2,-74
1979.2,-57
1980.2,-31
1981.2,-19
1982.2,-11
1983.2,11
1984.2,31
1985.2,38
1986.2,37
1987.2,33
1988.2,30
1989.2,36
1990.2,44
1991.2,51
1992.2,50
1993.2,41
1994.2,34
1995.2,15
