t,lead_I,lead_II,v3,v4
148.0,-5243,-2761,15675,42175
150.0,-5053,-2666,15794,42296
152.0,-4816,-2503,15904,42407
154.0,-4519,-2372,15925,42422
156.0,-4296,-2218,15915,42411
158.0,-4211,-2050,15937,42432
160.0,-4198,-2022,15904,42385
162.0,-4390,-2194,15795,42246
164.0,-4887,-2431,15742,42164
166.0,-5328,-2588,15806,42208
168.0,-5345,-2625,15900,42292
170.0,-5143,-2546,15975,42369
172.0,-5085,-2422,16057,42468
174.0,-5138,-2385,16128,42566
176.0,-5117,-2444,16127,42587
178.0,-5030,-2474,16038,42503
180.0,-4967,-2454,15901,42348
182.0,-4953,-2517,15757,42177
184.0,-4982,-2693,15626,42032
186.0,-5046,-2842,15535,41942
188.0,-5133,-2878,15535,41941
190.0,-5232,-2852,15645,42060
192.0,-5282,-2809,15795,42238
194.0,-5227,-2730,15876,42341
196.0,-5134,-2629,15855,42310
198.0,-5069,-2543,15773,42198
200.0,-4930,-2476,15635,42040
202.0,-4696,-2449,15445,41843
204.0,-4650,-2567,15305,41701
206.0,-4902,-2868,15291,41685
208.0,-5065,-3149,15305,41705
210.0,-4937,-3166,15300,41715
212.0,-4911,-2967,15402,41837
214.0,-5170,-2784,15585,42034
216.0,-5263,-2688,15595,42050
218.0,-4983,-2614,15412,41866
220.0,-4748,-2624,15304,41744
222.0,-4792,-2796,15331,41751
224.0,-4867,-2978,15324,41737
226.0,-4913,-2971,15314,41732
228.0,-5155,-2844,15457,41875
230.0,-5501,-2779,15670,42089
232.0,-5548,-2751,15757,42188
234.0,-5300,-2644,15737,42179
236.0,-5230,-2527,15746,42189
238.0,-5453,-2532,15779,42218
240.0,-5467,-2608,15715,42151
242.0,-5057,-2636,15534,41962
244.0,-4772,-2666,15367,41788
246.0,-4995,-2794,15332,41752
248.0,-5299,-2928,15398,41824
250.0,-5225,-2888,15484,41927
252.0,-4959,-2673,15592,42059
254.0,-4858,-2453,15723,42210
256.0,-4954,-2377,15775,42274
258.0,-5086,-2487,15652,42159
260.0,-5074,-2699,15417,41915
262.0,-4878,-2822,15241,41710
264.0,-4791,-2754,15242,41679
266.0,-5056,-2649,15393,41812
268.0,-5368,-2684,15562,41972
270.0,-5308,-2766,15632,42041
272.0,-5045,-2716,15616,42025
274.0,-4977,-2584,15603,42001
276.0,-5056,-2529,15614,41993
278.0,-5053,-2560,15595,41960
280.0,-5034,-2633,15512,41874
282.0,-5107,-2760,15394,41760
284.0,-5137,-2871,15311,41681
286.0,-5031,-2837,15321,41698
288.0,-4918,-2715,15399,41785
290.0,-4909,-2685,15457,41849
292.0,-4971,-2720,15488,41872
294.0,-4977,-2658,15557,41928
296.0,-4817,-2541,15620,41988
298.0,-4661,-2536,15574,41950
300.0,-4857,-2621,15482,41866
302.0,-5252,-2664,15445,41837
304.0,-5198,-2691,15364,41768
306.0,-4655,-2759,15168,41582
308.0,-4368,-2788,15056,41470
310.0,-4596,-2761,15178,41582
312.0,-4821,-2803,15384,41772
314.0,-4868,-2876,15526,41903
316.0,-5042,-2789,15624,42000
318.0,-5195,-2607,15628,42003
320.0,-4981,-2586,15474,41836
322.0,-4716,-2703,15339,41687
324.0,-4861,-2735,15385,41738
326.0,-5172,-2719,15447,41821
328.0,-5283,-2843,15388,41774
330.0,-5383,-3040,15389,41764
332.0,-5594,-3092,15558,41921
334.0,-5554,-2968,15674,42040
336.0,-5154,-2821,15587,41966
338.0,-4853,-2771,15443,41828
340.0,-4915,-2820,15354,41741
342.0,-5105,-2906,15266,41654
344.0,-5207,-2983,15186,41574
346.0,-5247,-3049,15208,41588
348.0,-5260,-3094,15306,41680
350.0,-5241,-3049,15385,41759
352.0,-5180,-2889,15451,41827
354.0,-5071,-2707,15546,41923
356.0,-5010,-2595,15635,42017
358.0,-5090,-2500,15687,42077
360.0,-5157,-2326,15731,42116
362.0,-5008,-2133,15759,42113
364.0,-4781,-2087,15714,42031
366.0,-4755,-2210,15631,41936
368.0,-4913,-2355,15616,41936
370.0,-5046,-2426,15672,42006
372.0,-5117,-2458,15695,42038
374.0,-5185,-2466,15659,42011
376.0,-5152,-2374,15632,41978
378.0,-4942,-2163,15646,41969
380.0,-4818,-1969,15695,42005
382.0,-5064,-1934,15800,42120
384.0,-5393,-2000,15920,42252
386.0,-5271,-1969,15942,42282
388.0,-4854,-1791,15880,42236
390.0,-4803,-1656,15874,42252
392.0,-5114,-1722,15904,42292
394.0,-5130,-1900,15813,42199
396.0,-4772,-1988,15663,42047
398.0,-4596,-1926,15658,42045
400.0,-4653,-1822,15734,42131
402.0,-4522,-1796,15687,42091
404.0,-4342,-1890,15591,41995
406.0,-4578,-2071,15643,42044
408.0,-5017,-2234,15780,42185
410.0,-5092,-2291,15830,42243
412.0,-4836,-2262,15784,42196
414.0,-4650,-2207,15711,42112
416.0,-4603,-2149,15655,42053
418.0,-4612,-2183,15660,42062
420.0,-4774,-2458,15659,42060
422.0,-5096,-2877,15509,41910
424.0,-5373,-3121,15272,41682
426.0,-5490,-3121,15158,41576
428.0,-5488,-3117,15167,41580
430.0,-5390,-3204,15145,41548
432.0,-5257,-3264,15089,41485
434.0,-5193,-3315,15057,41444
436.0,-5169,-3456,14970,41342
438.0,-5102,-3568,14804,41164
440.0,-5038,-3507,14726,41077
442.0,-5069,-3433,14799,41144
444.0,-5211,-3533,14861,41198
446.0,-5408,-3649,14818,41151
448.0,-5465,-3561,14777,41123
450.0,-5238,-3400,14798,41182
452.0,-5016,-3418,14834,41253
454.0,-5171,-3563,14880,41303
456.0,-5448,-3624,14931,41341
458.0,-5379,-3578,14899,41303
460.0,-5119,-3541,14779,41183
462.0,-5058,-3539,14702,41113
464.0,-5078,-3527,14700,41134
466.0,-4973,-3494,14674,41132
468.0,-4913,-3490,14619,41081
470.0,-4971,-3580,14611,41067
472.0,-4920,-3796,14615,41066
474.0,-4773,-4077,14584,40991
476.0,-4735,-4313,14603,40886
478.0,-4687,-4432,14736,40836
480.0,-4442,-4400,14927,40849
482.0,-4225,-4173,15208,41002
484.0,-4266,-3730,15720,41456
486.0,-4394,-3187,16456,42207
488.0,-4455,-2684,17271,43102
490.0,-4512,-2125,18052,44096
492.0,-4451,-1270,18679,45186
494.0,-4111,-173,18976,46210
496.0,-3765,824,18916,47016
498.0,-3767,1572,18614,47633
500.0,-3994,2202,18094,48069
502.0,-4152,2765,17356,48217
504.0,-4215,3163,16507,48020
506.0,-4328,3367,15538,47457
508.0,-4703,3464,14302,46450
510.0,-5536,3551,12901,45084
512.0,-6674,3613,11678,43680
514.0,-7651,3445,10756,42456
516.0,-8145,2835,10052,41408
518.0,-8114,1933,9661,40571
520.0,-7676,1120,9755,40075
522.0,-7174,510,10233,39911
524.0,-6917,-54,10841,39925
526.0,-6787,-630,11450,40013
528.0,-6536,-1173,12018,40147
530.0,-6268,-1705,12495,40297
532.0,-6176,-2156,12933,40475
534.0,-6156,-2371,13423,40710
536.0,-6033,-2442,13876,40914
538.0,-5820,-2623,14126,40963
540.0,-5621,-2909,14227,40912
542.0,-5521,-3167,14337,40898
544.0,-5547,-3455,14449,40918
546.0,-5594,-3760,14510,40938
548.0,-5499,-3827,14599,41025
550.0,-5263,-3653,14719,41142
552.0,-5039,-3598,14730,41126
554.0,-4941,-3737,14654,41014
556.0,-4955,-3740,14682,41018
558.0,-4973,-3550,14810,41134
560.0,-4889,-3473,14847,41155
562.0,-4787,-3599,14777,41067
564.0,-4923,-3739,14768,41049
566.0,-5290,-3817,14863,41142
568.0,-5502,-3832,14926,41203
570.0,-5408,-3725,14900,41164
572.0,-5286,-3599,14867,41114
574.0,-5192,-3702,14864,41104
576.0,-4951,-3970,14843,41091
578.0,-4854,-4041,14854,41103
580.0,-5231,-3831,14974,41200
582.0,-5551,-3649,15067,41259
584.0,-5212,-3688,14959,41125
586.0,-4692,-3830,14778,40935
588.0,-4713,-3934,14766,40930
590.0,-5118,-4004,14900,41084
592.0,-5427,-4053,15025,41225
594.0,-5546,-4048,15096,41297
596.0,-5470,-3961,15105,41301
598.0,-5196,-3817,15048,41244
600.0,-4984,-3687,15008,41209
602.0,-5033,-3635,15042,41239
604.0,-5184,-3643,15072,41253
606.0,-5234,-3632,15057,41226
608.0,-5177,-3573,15048,41227
610.0,-5051,-3521,15038,41240
612.0,-4887,-3510,14979,41202
614.0,-4776,-3519,14943,41187
616.0,-4792,-3557,15025,41283
618.0,-4891,-3652,15146,41391
620.0,-4927,-3748,15160,41373
622.0,-4822,-3739,15090,41288
624.0,-4707,-3640,15062,41269
626.0,-4746,-3578,15092,41305
628.0,-4879,-3618,15098,41305
630.0,-4955,-3697,15083,41289
632.0,-4971,-3714,15116,41324
634.0,-4975,-3654,15164,41360
636.0,-4927,-3605,15138,41317
638.0,-4836,-3603,15087,41263
640.0,-4816,-3558,15123,41312
642.0,-4877,-3458,15191,41390
644.0,-4913,-3463,15157,41366
646.0,-4925,-3613,15085,41305
648.0,-4959,-3699,15108,41329
650.0,-4870,-3617,15145,41355
652.0,-4587,-3520,15087,41287
654.0,-4433,-3490,15072,41271
656.0,-4642,-3425,15219,41416
658.0,-4881,-3334,15352,41539
660.0,-4859,-3361,15332,41508
662.0,-4789,-3463,15295,41469
664.0,-4754,-3443,15305,41487
666.0,-4472,-3324,15219,41410
668.0,-4097,-3338,15073,41264
670.0,-4211,-3496,15102,41292
672.0,-4799,-3547,15323,41521
674.0,-5221,-3403,15515,41723
676.0,-5189,-3259,15573,41781
678.0,-4971,-3243,15549,41758
680.0,-4812,-3277,15492,41712
682.0,-4738,-3271,15434,41666
684.0,-4725,-3205,15419,41650
686.0,-4769,-3079,15429,41658
688.0,-4854,-2978,15422,41658
690.0,-4923,-3047,15401,41649
692.0,-4887,-3253,15401,41660
694.0,-4752,-3357,15443,41718
696.0,-4619,-3218,15511,41812
698.0,-4507,-2990,15535,41862
700.0,-4376,-2890,15477,41816
702.0,-4311,-2890,15424,41768
704.0,-4409,-2833,15456,41815
706.0,-4575,-2735,15498,41881
708.0,-4638,-2736,15457,41860
710.0,-4579,-2830,15401,41820
712.0,-4508,-2876,15424,41852
714.0,-4492,-2815,15474,41892
716.0,-4496,-2704,15470,41874
718.0,-4476,-2608,15452,41867
720.0,-4460,-2551,15481,41926
722.0,-4478,-2513,15521,41975
724.0,-4499,-2481,15515,41952
726.0,-4499,-2519,15470,41905
728.0,-4521,-2632,15435,41895
730.0,-4598,-2666,15455,41931
732.0,-4640,-2545,15531,41993
734.0,-4502,-2433,15595,42034
736.0,-4212,-2447,15610,42040
738.0,-4058,-2467,15651,42076
740.0,-4211,-2418,15757,42171
742.0,-4432,-2392,15830,42231
744.0,-4443,-2391,15820,42219
746.0,-4355,-2315,15825,42229
748.0,-4364,-2221,15896,42296
750.0,-4398,-2231,15951,42337
752.0,-4321,-2289,15933,42305
754.0,-4162,-2287,15864,42230
756.0,-4040,-2278,15781,42139
758.0,-4131,-2349,15757,42101
760.0,-4536,-2462,15835,42175
762.0,-5008,-2557,15917,42267
764.0,-5156,-2617,15893,42253
766.0,-4987,-2622,15807,42172
768.0,-4820,-2598,15742,42114
770.0,-4754,-2638,15679,42059
772.0,-4697,-2730,15597,41979
774.0,-4668,-2765,15530,41914
776.0,-4675,-2755,15488,41875
778.0,-4606,-2830,15452,41823
780.0,-4516,-2984,15412,41763
782.0,-4609,-3075,15359,41722
784.0,-4835,-3055,15295,41692
786.0,-4940,-2992,15271,41675
788.0,-4893,-2921,15330,41716
790.0,-4816,-2827,15421,41812
792.0,-4697,-2749,15447,41866
794.0,-4553,-2768,15385,41819
796.0,-4559,-2861,15316,41748
798.0,-4693,-2902,15310,41735
800.0,-4681,-2840,15338,41746
802.0,-4520,-2782,15334,41724
804.0,-4556,-2842,15317,41713
806.0,-4881,-2973,15345,41765
808.0,-5130,-3041,15389,41818
810.0,-5025,-3009,15371,41795
812.0,-4772,-2968,15312,41743
814.0,-4770,-2989,15319,41760
816.0,-5061,-3011,15395,41827
818.0,-5239,-2952,15400,41831
820.0,-4994,-2872,15290,41742
822.0,-4588,-2927,15194,41654
824.0,-4504,-3138,15192,41630
826.0,-4774,-3304,15228,41654
828.0,-5034,-3240,15292,41732
830.0,-5047,-3025,15399,41853
832.0,-4858,-2889,15461,41915
834.0,-4651,-2870,15434,41895
836.0,-4616,-2804,15441,41913
838.0,-4724,-2655,15511,41980
840.0,-4714,-2581,15501,41957
842.0,-4546,-2655,15409,41859
844.0,-4509,-2784,15388,41834
846.0,-4642,-2875,15420,41842
848.0,-4671,-2898,15385,41775
850.0,-4613,-2877,15334,41715
852.0,-4740,-2902,15346,41748
854.0,-4939,-3022,15340,41761
856.0,-4873,-3114,15290,41710
858.0,-4640,-3047,15310,41724
860.0,-4601,-2877,15417,41838
862.0,-4747,-2749,15498,41929
864.0,-4795,-2705,15507,41938
866.0,-4711,-2735,15473,41900
868.0,-4709,-2849,15414,41842
870.0,-4835,-2975,15379,41808
872.0,-4899,-2984,15409,41824
874.0,-4848,-2901,15429,41827
876.0,-4848,-2899,15368,41772
878.0,-4919,-2992,15288,41716
880.0,-4859,-3017,15265,41702
882.0,-4680,-2969,15273,41696
884.0,-4662,-2995,15277,41684
886.0,-4837,-3086,15290,41689
888.0,-4914,-3105,15286,41682
890.0,-4822,-3046,15251,41657
892.0,-4787,-2990,15255,41679
894.0,-4833,-2954,15322,41751
896.0,-4763,-2951,15360,41775
898.0,-4602,-2997,15328,41734
900.0,-4516,-3027,15292,41697
902.0,-4450,-2978,15260,41665
904.0,-4337,-2900,15203,41610
906.0,-4383,-2892,15174,41585
908.0,-4680,-3010,15196,41607
910.0,-4952,-3198,15197,41603
912.0,-5002,-3261,15192,41601
914.0,-4944,-3094,15276,41697
916.0,-4864,-2912,15368,41798
918.0,-4764,-2990,15302,41730
920.0,-4774,-3231,15149,41567
922.0,-4916,-3321,15116,41526
924.0,-4937,-3208,15206,41618
926.0,-4773,-3098,15274,41680
928.0,-4716,-3075,15278,41660
930.0,-4851,-3052,15270,41633
932.0,-4866,-2987,15284,41647
934.0,-4666,-2908,15321,41690
936.0,-4570,-2835,15362,41738
938.0,-4720,-2780,15388,41781
940.0,-4863,-2737,15425,41826
942.0,-4810,-2690,15478,41854
944.0,-4638,-2658,15504,41844
946.0,-4456,-2660,15511,41848
948.0,-4342,-2638,15559,41913
950.0,-4389,-2592,15605,41953
952.0,-4584,-2604,15591,41909
954.0,-4822,-2653,15614,41909
956.0,-5043,-2649,15737,42026
958.0,-5139,-2641,15805,42090
960.0,-4987,-2681,15735,42010
962.0,-4781,-2657,15708,41973
964.0,-4824,-2532,15825,42087
966.0,-4942,-2420,15909,42179
968.0,-4797,-2329,15850,42137
970.0,-4612,-2210,15794,42089
972.0,-4747,-2157,15833,42128
974.0,-4931,-2192,15852,42166
976.0,-4795,-2169,15793,42150
978.0,-4615,-2103,15759,42143
980.0,-4714,-2128,15791,42167
982.0,-4821,-2139,15796,42154
984.0,-4666,-2007,15752,42102
986.0,-4468,-1928,15759,42103
988.0,-4410,-2034,15822,42160
990.0,-4357,-2079,15815,42159
992.0,-4293,-1943,15730,42079
994.0,-4341,-1953,15688,42028
996.0,-4390,-2304,15720,42043
998.0,-4310,-2674,15766,42070
1000.0,-4303,-2741,15836,42119
1002.0,-4528,-2676,15905,42179
1004.0,-4753,-2803,15838,42127
1006.0,-4786,-3063,15621,41924
1008.0,-4767,-3181,15428,41725
1010.0,-4790,-3148,15344,41639
1012.0,-4748,-3185,15276,41597
1014.0,-4647,-3312,15181,41534
1016.0,-4651,-3353,15124,41485
1018.0,-4770,-3320,15111,41460
1020.0,-4834,-3394,15071,41411
1022.0,-4769,-3537,15006,41337
1024.0,-4726,-3552,14986,41295
1026.0,-4845,-3479,15009,41287
1028.0,-5000,-3503,14992,41265
1030.0,-4981,-3578,14929,41226
1032.0,-4836,-3570,14893,41210
1034.0,-4763,-3571,14894,41196
1036.0,-4790,-3695,14885,41168
1038.0,-4820,-3814,14886,41175
1040.0,-4819,-3797,14926,41229
1042.0,-4802,-3709,14958,41255
1044.0,-4792,-3634,14959,41241
1046.0,-4787,-3585,14967,41250
1048.0,-4711,-3597,14975,41266
1050.0,-4563,-3678,14926,41216
1052.0,-4453,-3764,14818,41107
1054.0,-4356,-3835,14696,40999
1056.0,-4239,-3929,14619,40936
1058.0,-4372,-4082,14641,40941
1060.0,-4837,-4328,14721,40960
1062.0,-5114,-4619,14755,40891
1064.0,-4882,-4776,14753,40760
1066.0,-4597,-4728,14856,40723
1068.0,-4607,-4601,15151,40896
1070.0,-4593,-4401,15622,41301
1072.0,-4355,-3934,16244,41930
1074.0,-4161,-3172,16991,42743
1076.0,-4093,-2327,17771,43680
1078.0,-3921,-1534,18398,44686
1080.0,-3670,-782,18702,45664
1082.0,-3542,-31,18697,46505
1084.0,-3434,771,18493,47187
1086.0,-3209,1615,18092,47718
1088.0,-3167,2322,17477,48037
1090.0,-3601,2760,16746,48040
1091.98,-4208,3043,15887,47622
1093.95,-4626,3315,14711,46706
1095.93,-5153,3507,13266,45369
1097.9,-6150,3475,11914,43883
1099.9,-7205,3162,10864,42513
1101.9,-7695,2556,10081,41384
1103.9,-7693,1720,9639,40565
1105.9,-7585,884,9699,40109
1107.9,-7338,278,10180,39969
1109.9,-6827,-144,10808,40002
1111.9,-6337,-629,11404,40072
1113.9,-6153,-1269,11925,40135
1115.9,-6114,-1900,12365,40208
1117.9,-6005,-2364,12754,40319
1119.9,-5899,-2685,13162,40476
1121.9,-5824,-2917,13598,40668
1123.9,-5574,-3042,13978,40837
1125.9,-5144,-3095,14242,40930
1127.9,-4852,-3201,14426,40975
1129.9,-4831,-3406,14567,41020
1131.9,-4928,-3629,14639,41049
1133.9,-5088,-3775,14662,41057
1135.9,-5263,-3782,14716,41102
1137.9,-5201,-3678,14789,41178
1139.9,-4895,-3647,14813,41208
1141.9,-4754,-3813,14810,41191
1143.9,-4828,-3987,14819,41157
1145.9,-4652,-3933,14771,41058
1147.9,-4198,-3793,14645,40904
1149.9,-4073,-3833,14590,40852
1151.9,-4516,-3989,14715,40989
1153.9,-5065,-4065,14911,41178
1155.9,-5287,-4083,15010,41255
1157.9,-5158,-4088,14989,41222
1159.9,-4837,-3983,14941,41164
1161.9,-4558,-3822,14918,41125
1163.9,-4552,-3836,14906,41099
1165.9,-4785,-4029,14906,41089
1167.9,-4981,-4163,14939,41102
1169.9,-4963,-4146,14966,41114
1171.9,-4799,-4078,14931,41093
1173.9,-4652,-4017,14885,41070
1175.9,-4615,-3967,14928,41115
1177.9,-4648,-3944,15045,41217
1179.9,-4666,-3909,15116,41278
1181.9,-4653,-3838,15098,41249
1183.9,-4637,-3820,15068,41200
1185.9,-4605,-3884,15080,41192
1187.9,-4553,-3897,15089,41187
1189.9,-4540,-3829,15050,41141
1191.9,-4602,-3843,15009,41102
1193.9,-4711,-3982,15021,41131
1195.9,-4801,-4058,15066,41199
1197.9,-4790,-3972,15100,41246
1199.9,-4640,-3816,15124,41264
1201.9,-4447,-3690,15134,41256
1203.9,-4373,-3623,15105,41211
1205.9,-4476,-3635,15059,41160
1207.9,-4596,-3731,15037,41138
1209.9,-4497,-3871,15013,41118
1211.9,-4233,-3991,14967,41082
1213.9,-4150,-4027,14963,41098
1215.9,-4357,-3993,15030,41189
1217.9,-4570,-3961,15109,41280
1219.9,-4651,-3937,15159,41327
1221.9,-4743,-3893,15186,41340
1223.9,-4852,-3889,15181,41324
1225.9,-4898,-3957,15187,41324
1227.9,-4954,-3964,15256,41386
1229.9,-4985,-3818,15318,41441
1231.9,-4823,-3619,15301,41423
1233.9,-4547,-3473,15289,41411
1235.9,-4314,-3382,15318,41440
1237.9,-4060,-3371,15274,41400
1239.9,-3875,-3497,15170,41296
1241.9,-4011,-3676,15159,41276
1243.9,-4307,-3739,15225,41338
1245.9,-4467,-3677,15245,41373
1247.9,-4664,-3642,15273,41412
1249.9,-4979,-3661,15394,41520
1251.9,-4944,-3582,15495,41601
1253.9,-4462,-3388,15466,41577
1255.9,-4192,-3284,15404,41542
1257.9,-4387,-3348,15419,41571
1259.9,-4463,-3386,15440,41590
1261.9,-4161,-3282,15396,41550
1263.9,-4015,-3182,15380,41550
1265.9,-4302,-3210,15463,41642
1267.9,-4542,-3299,15519,41699
1269.9,-4422,-3354,15450,41641
1271.9,-4283,-3365,15387,41595
1273.9,-4376,-3333,15440,41660
1275.9,-4448,-3250,15487,41717
1277.9,-4351,-3168,15430,41677
1279.9,-4298,-3173,15385,41646
1281.9,-4326,-3247,15437,41703
1283.9,-4217,-3262,15491,41769
1285.9,-4016,-3154,15483,41781
1287.9,-3977,-3011,15466,41785
1289.9,-4066,-2930,15466,41802
1291.9,-4084,-2914,15448,41797
1293.9,-4083,-2942,15410,41770
1295.9,-4196,-2993,15377,41751
1297.9,-4277,-2996,15360,41747
1299.9,-4157,-2924,15357,41749
1301.9,-4025,-2868,15369,41762
1303.9,-4123,-2894,15394,41788
1305.9,-4315,-2928,15417,41811
1307.9,-4317,-2918,15393,41789
1309.9,-4170,-2921,15286,41703
1311.9,-4111,-2940,15189,41635
1313.9,-4189,-2870,15267,41712
1315.9,-4265,-2693,15501,41915
1317.9,-4247,-2537,15674,42079
1319.9,-4205,-2490,15713,42140
1321.9,-4243,-2502,15756,42198
1323.9,-4263,-2500,15838,42269
1325.9,-4043,-2486,15818,42234
1327.9,-3741,-2495,15716,42114
1329.9,-3829,-2527,15726,42096
1331.9,-4283,-2559,15858,42211
1333.9,-4508,-2588,15924,42285
1335.9,-4290,-2624,15873,42232
1337.9,-4034,-2652,15797,42131
1339.9,-4003,-2674,15727,42045
1341.9,-4141,-2751,15702,42024
1343.9,-4379,-2881,15808,42119
1345.9,-4497,-2916,15966,42247
1347.9,-4289,-2790,15980,42243
1349.9,-4091,-2687,15866,42121
1351.9,-4270,-2764,15796,42033
1353.9,-4451,-2896,15776,42004
1355.9,-4243,-2933,15721,41969
1357.9,-4050,-2933,15667,41944
1359.9,-4192,-2943,15667,41957
1361.9,-4249,-2880,15663,41950
1363.9,-4017,-2755,15608,41889
1365.9,-3939,-2712,15533,41816
1367.9,-4176,-2813,15482,41770
1369.9,-4387,-2990,15476,41751
1371.9,-4437,-3160,15482,41729
1373.9,-4437,-3257,15418,41659
1375.9,-4389,-3286,15303,41557
1377.9,-4356,-3307,15272,41520
1379.9,-4485,-3288,15343,41565
1381.9,-4645,-3174,15367,41575
1383.9,-4570,-3083,15309,41507
1385.9,-4340,-3131,15304,41486
1387.9,-4246,-3194,15396,41584
1389.9,-4327,-3149,15474,41693
1391.9,-4384,-3117,15463,41692
1393.9,-4313,-3200,15393,41606
1395.9,-4228,-3288,15324,41542
1397.9,-4271,-3286,15323,41573
1399.9,-4341,-3239,15395,41661
1401.9,-4230,-3182,15437,41702
1403.9,-4071,-3141,15393,41675
1405.9,-4233,-3183,15367,41681
1407.9,-4636,-3281,15424,41754
1409.9,-4780,-3274,15460,41787
1411.9,-4601,-3140,15414,41740
1413.9,-4575,-3069,15402,41732
1415.9,-4802,-3129,15482,41800
1417.9,-4770,-3158,15516,41807
1419.9,-4294,-3098,15417,41689
1421.9,-3947,-3090,15315,41594
1423.9,-4149,-3160,15345,41638
1425.9,-4490,-3155,15434,41728
1427.9,-4456,-3047,15460,41754
1429.9,-4227,-2976,15449,41755
1431.9,-4210,-3010,15455,41764
1433.9,-4336,-3086,15426,41722
1435.9,-4344,-3130,15355,41646
1437.9,-4297,-3112,15341,41651
1439.9,-4324,-3069,15397,41724
1441.9,-4315,-3075,15411,41733
1443.9,-4256,-3134,15371,41675
1445.9,-4358,-3189,15381,41665
1447.9,-4554,-3230,15414,41675
1449.9,-4478,-3255,15337,41588
1451.9,-4152,-3204,15196,41467
1453.9,-3981,-3057,15171,41486
1455.9,-4020,-2920,15258,41611
1457.9,-4020,-2897,15293,41676
1459.9,-4079,-2947,15286,41691
1461.9,-4408,-2962,15383,41789
1463.9,-4719,-2959,15525,41908
1465.9,-4654,-3038,15508,41866
1467.9,-4412,-3147,15366,41716
1469.9,-4309,-3114,15323,41676
1471.9,-4272,-2982,15389,41747
1473.9,-4184,-2975,15381,41736
1475.9,-4151,-3100,15275,41613
1477.9,-4197,-3186,15213,41524
1479.9,-4190,-3218,15220,41522
1481.9,-4132,-3250,15210,41539
1483.9,-4164,-3208,15190,41570
1485.9,-4312,-3093,15226,41642
1487.9,-4463,-3065,15289,41693
1489.9,-4534,-3161,15292,41650
1491.9,-4535,-3263,15237,41559
1493.9,-4477,-3316,15203,41526
1495.9,-4308,-3299,15201,41552
1497.9,-4050,-3190,15175,41541
1499.9,-3900,-3114,15126,41480
1501.9,-4022,-3221,15124,41452
1503.9,-4273,-3401,15155,41462
1505.9,-4341,-3452,15120,41408
1507.9,-4224,-3393,15050,41315
1509.9,-4271,-3331,15108,41365
1511.9,-4569,-3250,15287,41568
1513.9,-4691,-3136,15365,41675
1515.9,-4441,-3073,15285,41593
1517.9,-4285,-3077,15265,41546
1519.9,-4488,-3064,15391,41659
1521.9,-4584,-3005,15471,41746
1523.9,-4287,-2939,15424,41694
