t,lead_I,lead_II,v3,v4
195.1,-24483,10146,11146,-10962
197.1,-24527,10423,10924,-11165
199.1,-23984,10511,10515,-11555
201.1,-23809,10457,10414,-11638
203.1,-24208,10499,10567,-11480
205.1,-24399,10510,10573,-11483
207.1,-24491,10299,10539,-11508
209.1,-24753,10066,10583,-11437
211.1,-24755,10017,10510,-11521
213.1,-24718,9975,10440,-11640
215.1,-24974,9829,10507,-11600
217.1,-24737,9812,10383,-11713
219.1,-24014,9922,10115,-11963
221.1,-24070,9812,10205,-11853
223.1,-24666,9564,10499,-11542
225.1,-24575,9630,10493,-11543
227.1,-24263,9899,10332,-11698
229.1,-24595,9906,10293,-11717
231.1,-25038,9743,10286,-11719
233.1,-25201,9754,10320,-11694
235.1,-25276,9819,10368,-11638
237.1,-24938,9748,10196,-11805
239.1,-24325,9699,10013,-12013
241.1,-24378,9756,10236,-11802
243.1,-24893,9808,10547,-11460
245.1,-24813,9824,10462,-11516
247.1,-24406,9753,10275,-11707
249.1,-24624,9514,10377,-11614
251.1,-25222,9309,10506,-11478
253.1,-25360,9410,10356,-11617
255.1,-25073,9662,10166,-11804
257.1,-24976,9733,10247,-11725
259.1,-25008,9665,10386,-11589
261.1,-24530,9715,10188,-11791
263.13,-23833,9873,9907,-12083
265.15,-23975,9924,10101,-11903
267.18,-24750,9876,10511,-11506
269.2,-25015,9893,10490,-11542
271.2,-24889,9867,10242,-11810
273.2,-25087,9616,10289,-11779
275.2,-25259,9397,10467,-11614
277.2,-25082,9559,10502,-11590
279.2,-24889,9917,10466,-11637
281.2,-24516,10120,10310,-11799
283.2,-23974,10160,10134,-11974
285.2,-24153,10050,10328,-11767
287.2,-24893,9715,10687,-11396
289.2,-24962,9400,10637,-11456
291.2,-24563,9412,10391,-11722
293.2,-24686,9641,10402,-11713
295.2,-25001,9880,10438,-11667
297.2,-24952,10101,10326,-11772
299.2,-24761,10163,10313,-11768
301.2,-24389,9973,10345,-11718
303.2,-23945,9793,10293,-11772
305.2,-24130,9783,10385,-11687
307.2,-24688,9723,10574,-11477
309.2,-24725,9584,10548,-11466
311.2,-24583,9625,10436,-11554
313.2,-24831,9815,10442,-11550
315.2,-24997,9877,10452,-11562
317.2,-24889,9827,10518,-11520
319.2,-24753,9918,10656,-11393
321.2,-24299,10215,10540,-11518
323.2,-23778,10521,10303,-11768
325.2,-24017,10609,10465,-11607
327.2,-24532,10473,10793,-11272
329.2,-24476,10338,10791,-11282
331.2,-24442,10315,10725,-11357
333.2,-24803,10268,10860,-11206
335.2,-24848,10181,10918,-11125
337.2,-24616,10273,10868,-11167
339.2,-24509,10517,10894,-11138
341.2,-24085,10571,10884,-11153
343.2,-23566,10401,10878,-11172
345.2,-23794,10399,11035,-11017
347.2,-24156,10651,11072,-10966
349.2,-23887,10772,10890,-11132
351.2,-23815,10664,10927,-11084
353.2,-24236,10681,11155,-10846
355.2,-24226,10880,11147,-10839
357.2,-23885,10914,11059,-10900
359.2,-23803,10795,11115,-10810
361.2,-23514,10899,11051,-10852
363.2,-23013,11179,10903,-10980
365.2,-23069,11208,10960,-10886
367.2,-23385,10975,11007,-10820
369.2,-23420,10853,10870,-10974
371.2,-23690,10901,10836,-11017
373.2,-24213,10822,10868,-10968
375.2,-24317,10537,10717,-11120
377.2,-24263,10309,10589,-11278
379.2,-24374,10286,10594,-11304
381.2,-24158,10307,10504,-11431
383.2,-23841,10219,10437,-11546
385.2,-24077,10083,10526,-11482
387.2,-24377,9903,10464,-11549
389.2,-24399,9556,10296,-11744
391.2,-24809,9174,10413,-11671
393.2,-25409,9115,10566,-11531
395.2,-25310,9349,10379,-11712
397.2,-24849,9486,10175,-11925
399.2,-24740,9434,10204,-11919
401.2,-24778,9396,10229,-11898
403.2,-24751,9418,10222,-11894
405.2,-24720,9491,10243,-11875
407.2,-24550,9658,10136,-11999
409.2,-24518,9692,10059,-12079
411.2,-24983,9358,10263,-11855
413.2,-25345,8986,10429,-11674
415.2,-25103,8976,10288,-11820
417.2,-24816,9170,10126,-11984
419.2,-24811,9331,10081,-12015
421.2,-24778,9492,10026,-12049
423.2,-24706,9551,10047,-12006
425.2,-24608,9414,10123,-11911
427.2,-24357,9332,10076,-11956
429.2,-24412,9374,10086,-11948
431.2,-25076,9279,10306,-11717
433.23,-25538,9168,10354,-11668
435.25,-25197,9289,10075,-11976
437.28,-24698,9241,9953,-12125
439.3,-24694,8767,10194,-11879
441.3,-24904,8553,10352,-11717
443.3,-24820,9021,10154,-11938
445.3,-24578,9470,9968,-12135
447.3,-24722,9402,10136,-11933
449.3,-25103,9271,10300,-11734
451.3,-24972,9335,10032,-12018
453.3,-24573,9257,9757,-12326
455.3,-24810,9067,9988,-12089
457.3,-25240,9125,10249,-11805
459.3,-24933,9271,10052,-12005
461.3,-24473,9178,9867,-12193
463.3,-24589,9086,10017,-12026
465.3,-24786,9250,10133,-11911
467.3,-24839,9355,10156,-11913
469.3,-25007,9177,10240,-11831
471.3,-24903,8994,10136,-11911
473.3,-24583,8965,9908,-12125
475.3,-24837,8981,9963,-12073
477.3,-25213,9130,10029,-12016
479.3,-24786,9456,9777,-12285
481.3,-24301,9562,9712,-12373
483.3,-24606,9180,10043,-12075
485.3,-25111,8658,10249,-11936
487.3,-25441,8424,10277,-11978
489.3,-25723,8492,10350,-11918
491.3,-25573,8662,10234,-12015
493.3,-25202,8805,10079,-12167
495.3,-25390,8952,10401,-11824
497.3,-25565,9229,10828,-11318
499.3,-24900,9625,10797,-11243
501.3,-24136,10003,10700,-11183
503.3,-23732,10354,10784,-10800
505.3,-22947,10754,10660,-10500
507.3,-21793,11229,10489,-10212
509.3,-20739,11890,10610,-9605
511.3,-19486,12703,10550,-9155
513.3,-18372,13169,10040,-9247
515.3,-18251,12911,9505,-9533
517.3,-18471,12240,8821,-10081
519.3,-18296,11485,7558,-11328
521.3,-18763,10525,6182,-12918
523.3,-20353,9447,5291,-14219
525.3,-21899,8650,4662,-15263
527.3,-23001,8140,4087,-16167
529.3,-24075,7708,3825,-16706
531.3,-24731,7508,3969,-16769
533.3,-24832,7595,4393,-16453
535.3,-25090,7592,5026,-15907
537.3,-25462,7449,5715,-15366
539.3,-25386,7618,6346,-14895
541.3,-25133,8160,7000,-14348
543.3,-25044,8634,7675,-13756
545.3,-24943,8922,8276,-13243
547.3,-24895,9236,8806,-12788
549.3,-24931,9492,9222,-12459
551.3,-24721,9439,9466,-12324
553.3,-24444,9163,9677,-12169
555.3,-24506,8956,9891,-11927
557.3,-24594,9007,9942,-11866
559.3,-24432,9339,9902,-11961
561.3,-24341,9720,9978,-11926
563.3,-24384,9791,10100,-11805
565.3,-24393,9612,10165,-11759
567.3,-24497,9598,10204,-11754
569.3,-24603,9775,10154,-11812
571.3,-24488,9789,10065,-11910
573.3,-24431,9666,10156,-11852
575.3,-24546,9736,10304,-11720
577.3,-24479,9898,10282,-11724
579.3,-24364,9821,10320,-11686
581.3,-24531,9632,10531,-11498
583.3,-24646,9637,10570,-11467
585.3,-24539,9721,10425,-11596
587.3,-24578,9661,10406,-11600
589.3,-24668,9589,10406,-11592
591.3,-24532,9647,10289,-11702
593.3,-24433,9688,10280,-11706
595.3,-24419,9635,10348,-11642
597.3,-24277,9642,10302,-11698
599.3,-24347,9752,10364,-11637
601.3,-24717,9850,10601,-11385
603.33,-24725,9943,10635,-11345
605.35,-24371,10075,10479,-11511
607.38,-24275,10114,10461,-11537
609.4,-24345,9950,10500,-11498
611.4,-24355,9687,10509,-11494
613.4,-24515,9517,10613,-11401
615.4,-24513,9553,10600,-11433
617.4,-24100,9750,10378,-11684
619.4,-24074,9895,10430,-11639
621.4,-24642,9897,10786,-11259
623.4,-24755,9955,10823,-11209
625.4,-24265,10114,10554,-11478
627.4,-24077,10086,10515,-11501
629.4,-24264,9868,10652,-11366
631.4,-24405,9863,10690,-11398
633.4,-24493,10113,10696,-11470
635.4,-24349,10209,10648,-11524
637.4,-23953,10098,10522,-11616
639.4,-24004,10119,10584,-11530
641.4,-24595,10246,10840,-11242
643.4,-24811,10148,10946,-11097
645.4,-24375,9922,10866,-11181
647.4,-23935,9964,10788,-11311
649.4,-23883,10248,10730,-11408
651.4,-24045,10394,10689,-11454
653.4,-24102,10326,10695,-11448
655.4,-24101,10204,10783,-11363
657.4,-24403,9980,11044,-11082
659.4,-24631,9701,11249,-10849
661.4,-24038,9813,10993,-11111
663.4,-23340,10417,10634,-11489
665.4,-23659,10845,10820,-11297
667.4,-24182,10682,11172,-10933
669.4,-23907,10366,11083,-11036
671.4,-23692,10271,10959,-11181
673.4,-24091,10191,11217,-10934
675.4,-24304,10037,11476,-10694
677.4,-24226,10089,11463,-10718
679.4,-24231,10377,11320,-10840
681.4,-23931,10535,11149,-10990
683.4,-23506,10351,11172,-10970
685.4,-23759,10087,11514,-10629
687.4,-24190,10141,11734,-10405
689.4,-23988,10510,11569,-10577
691.4,-23734,10850,11412,-10748
693.4,-23906,11002,11443,-10736
695.4,-24040,11038,11481,-10727
697.4,-24068,10931,11595,-10636
699.4,-24084,10701,11757,-10480
701.4,-23770,10606,11689,-10566
703.4,-23474,10738,11568,-10719
705.4,-23743,10823,11732,-10569
707.4,-23977,10725,11939,-10371
709.4,-23735,10630,11931,-10405
711.4,-23714,10614,11929,-10428
713.4,-24054,10564,12037,-10324
715.4,-24117,10513,12106,-10265
717.4,-23988,10584,12143,-10245
719.4,-23947,10718,12137,-10243
721.4,-23666,10815,12020,-10318
723.4,-23266,10931,11941,-10342
725.4,-23293,11067,11984,-10254
727.4,-23530,11077,11999,-10220
729.4,-23540,10950,12009,-10208
731.4,-23497,10849,12113,-10092
733.4,-23541,10836,12164,-10020
735.4,-23578,10864,12098,-10062
737.4,-23615,10917,12040,-10099
739.4,-23518,10935,11942,-10195
741.4,-23224,10810,11799,-10359
743.4,-23121,10597,11808,-10355
745.4,-23282,10469,11879,-10262
747.4,-23335,10427,11778,-10354
749.4,-23402,10361,11664,-10480
751.4,-23710,10333,11661,-10478
753.4,-23881,10443,11545,-10568
755.4,-23820,10510,11350,-10752
757.4,-23910,10340,11282,-10820
759.4,-23982,10140,11181,-10911
761.4,-23792,10180,10982,-11104
763.4,-23741,10283,10923,-11164
765.4,-23902,10190,10890,-11177
767.4,-23923,10031,10688,-11339
769.4,-24024,9945,10633,-11366
771.4,-24352,9832,10836,-11161
773.43,-24437,9765,10863,-11140
775.45,-24309,9899,10665,-11338
777.48,-24366,9981,10579,-11421
779.5,-24349,9752,10588,-11425
781.5,-24166,9482,10620,-11424
783.5,-24239,9472,10743,-11327
785.5,-24286,9599,10702,-11376
787.5,-23976,9690,10407,-11677
789.5,-24038,9695,10357,-11750
791.5,-24671,9557,10618,-11520
793.5,-24900,9403,10629,-11525
795.5,-24576,9457,10388,-11764
797.5,-24391,9562,10318,-11843
799.5,-24364,9457,10347,-11840
801.5,-24427,9332,10347,-11846
803.5,-24751,9409,10447,-11712
805.5,-24729,9465,10478,-11650
807.5,-24081,9340,10330,-11801
809.5,-23936,9303,10382,-11764
811.5,-24637,9491,10633,-11523
813.5,-24914,9575,10595,-11578
815.5,-24431,9331,10368,-11834
817.5,-24200,9098,10376,-11852
819.5,-24450,9231,10483,-11764
821.5,-24607,9452,10458,-11788
823.5,-24480,9347,10428,-11796
825.5,-24200,9194,10391,-11808
827.5,-24083,9440,10285,-11891
829.5,-24442,9757,10310,-11827
831.5,-24892,9600,10477,-11618
833.5,-24845,9235,10508,-11580
835.5,-24520,9235,10400,-11704
837.5,-24360,9479,10366,-11747
839.5,-24284,9481,10400,-11715
841.5,-24176,9262,10391,-11738
843.5,-24145,9238,10356,-11800
845.5,-24302,9489,10404,-11773
847.5,-24611,9683,10545,-11634
849.5,-24649,9657,10530,-11644
851.5,-24142,9589,10246,-11937
853.5,-23793,9584,10111,-12090
855.5,-24157,9567,10373,-11829
857.5,-24491,9562,10570,-11618
859.5,-24271,9617,10426,-11750
861.5,-24115,9637,10305,-11861
863.5,-24272,9604,10381,-11790
865.5,-24362,9588,10475,-11732
867.5,-24434,9496,10565,-11678
869.5,-24437,9316,10570,-11675
871.5,-24065,9318,10349,-11887
873.5,-23860,9525,10198,-12041
875.5,-24309,9624,10365,-11861
877.5,-24594,9615,10484,-11709
879.5,-24228,9683,10351,-11824
881.5,-24014,9652,10314,-11877
883.5,-24267,9443,10475,-11751
885.5,-24461,9435,10594,-11661
887.5,-24478,9702,10632,-11629
889.5,-24336,9790,10605,-11645
891.5,-23945,9618,10480,-11755
893.5,-23801,9550,10436,-11774
895.5,-24193,9618,10573,-11607
897.5,-24426,9609,10690,-11484
899.5,-24187,9624,10708,-11471
901.5,-24018,9830,10714,-11438
903.5,-24060,10038,10710,-11418
905.5,-24093,10014,10753,-11393
907.5,-24155,9886,10862,-11307
909.5,-24089,9923,10824,-11344
911.5,-23817,10105,10694,-11478
913.5,-23804,10213,10813,-11374
915.5,-24024,10260,10997,-11177
917.5,-23851,10434,10884,-11264
919.5,-23488,10628,10784,-11358
921.5,-23541,10555,10988,-11149
923.5,-23751,10317,11138,-10981
925.5,-23770,10238,11086,-11027
927.5,-23757,10308,11086,-11028
929.5,-23600,10389,11079,-11023
931.5,-23229,10573,10976,-11106
933.5,-23061,10829,10996,-11077
935.5,-23047,10867,11052,-11018
937.5,-22838,10718,10906,-11152
939.5,-22809,10757,10821,-11225
941.5,-23191,10971,10959,-11085
943.53,-23441,10930,10994,-11061
945.55,-23485,10563,10867,-11201
947.58,-23621,10280,10771,-11320
949.6,-23552,10268,10612,-11518
951.6,-23368,10227,10470,-11696
953.6,-23721,9920,10608,-11579
955.6,-24165,9577,10718,-11487
957.6,-23930,9495,10497,-11718
959.6,-23720,9565,10400,-11794
961.6,-24170,9512,10613,-11549
963.6,-24509,9363,10615,-11545
965.6,-24408,9302,10356,-11813
967.6,-24445,9320,10252,-11909
969.6,-24528,9312,10226,-11933
971.6,-24355,9279,10113,-12060
973.6,-24274,9261,10089,-12077
975.6,-24287,9266,10071,-12053
977.6,-24151,9277,9926,-12153
979.6,-24296,9223,9977,-12069
981.6,-24776,9074,10260,-11764
983.6,-24830,8935,10300,-11714
985.6,-24483,8913,10093,-11917
987.6,-24422,8957,10032,-11997
989.6,-24522,8961,10081,-12003
991.6,-24435,8919,10057,-12065
993.6,-24354,8921,10013,-12078
995.6,-24293,8949,9946,-12102
997.6,-24259,8825,9949,-12116
999.6,-24618,8590,10203,-11898
1001.6,-25054,8605,10391,-11698
1003.6,-24804,8900,10141,-11923
1005.6,-24268,9020,9844,-12230
1007.6,-24336,8900,9906,-12193
1009.6,-24753,8948,10000,-12122
1011.6,-24833,9092,9897,-12259
1013.6,-24566,8930,9866,-12331
1015.6,-24258,8678,9964,-12248
1017.6,-24216,8760,10034,-12169
1019.6,-24560,8969,10102,-12090
1021.6,-24869,8976,10149,-12042
1023.6,-24772,8909,10066,-12131
1025.6,-24561,8872,9953,-12252
1027.6,-24511,8743,9917,-12284
1029.6,-24462,8589,9875,-12312
1031.6,-24352,8611,9825,-12353
1033.6,-24337,8773,9907,-12281
1035.6,-24560,8902,10139,-12056
1037.6,-24929,8926,10328,-11843
1039.6,-24926,8880,10239,-11902
1041.6,-24374,8848,9955,-12194
1043.6,-24107,8853,9868,-12320
1045.6,-24563,8768,10042,-12176
1047.6,-24892,8515,10131,-12098
1049.6,-24651,8289,10058,-12177
1051.6,-24478,8358,10030,-12219
1053.6,-24613,8639,10063,-12216
1055.6,-24783,8730,10132,-12192
1057.6,-24968,8483,10228,-12152
1059.6,-24973,8227,10125,-12332
1061.6,-24718,8257,9856,-12689
1063.6,-24864,8498,9890,-12700
1065.6,-25471,8821,10250,-12330
1067.6,-25549,9143,10482,-12079
1069.6,-25063,9261,10588,-11953
1071.6,-24932,9176,10778,-11706
1073.6,-24999,9271,10878,-11494
1075.6,-24516,9685,10831,-11333
1077.6,-23566,10086,10778,-11040
1079.6,-22368,10416,10587,-10797
1081.6,-20937,11033,10347,-10578
1083.6,-19731,11958,10462,-9949
1085.6,-19016,12716,10614,-9254
1087.6,-18444,12928,10153,-9302
1089.6,-18052,12522,9320,-9921
1091.6,-18197,11662,8507,-10646
1093.6,-18806,10716,7394,-11819
1095.6,-19775,9924,6012,-13509
1097.6,-20998,9118,4971,-15032
1099.6,-22021,8222,4304,-16151
1101.6,-22914,7593,3807,-16985
1103.6,-24171,7404,3806,-17229
1105.6,-25161,7304,4321,-16879
1107.6,-25065,7103,4806,-16507
1109.6,-24746,7049,5222,-16205
1111.6,-25133,7215,5881,-15673
1113.63,-25523,7399,6628,-15032
1115.65,-25376,7616,7295,-14432
1117.68,-25197,7970,8018,-13768
1119.7,-25021,8291,8667,-13207
1121.7,-24613,8456,9048,-12947
1123.7,-24392,8642,9325,-12779
1125.7,-24425,8894,9561,-12604
1127.7,-24264,9000,9636,-12552
1129.7,-24182,8984,9718,-12486
1131.7,-24507,9088,9943,-12277
1133.7,-24671,9275,10109,-12114
1135.7,-24445,9353,10163,-12055
1137.7,-24329,9393,10215,-12008
1139.7,-24342,9461,10192,-12042
1141.7,-24257,9328,10143,-12090
1143.7,-24302,8953,10256,-11982
1145.7,-24435,8764,10340,-11928
1147.7,-24370,8979,10221,-12088
1149.7,-24385,9206,10219,-12104
1151.7,-24660,9113,10472,-11845
1153.7,-24762,8962,10605,-11709
1155.7,-24603,9137,10477,-11833
1157.7,-24494,9531,10327,-11979
1159.7,-24384,9701,10258,-12051
1161.7,-24232,9494,10270,-12050
1163.7,-24233,9246,10349,-11984
1165.7,-24277,9239,10376,-11980
1167.7,-24311,9296,10377,-12006
1169.7,-24592,9221,10496,-11884
1171.7,-24893,9172,10596,-11745
1173.7,-24797,9198,10549,-11761
1175.7,-24597,9082,10569,-11749
1177.7,-24559,8927,10694,-11656
1179.7,-24383,9056,10688,-11685
1181.7,-24138,9280,10620,-11762
1183.7,-24140,9208,10648,-11758
1185.7,-24173,9052,10596,-11851
1187.7,-24172,9201,10456,-12007
1189.7,-24437,9487,10495,-11939
1191.7,-24656,9599,10621,-11774
1193.7,-24437,9561,10596,-11776
1195.7,-24254,9442,10573,-11779
1197.7,-24399,9289,10667,-11669
1199.7,-24407,9342,10671,-11660
1201.7,-24180,9669,10538,-11783
1203.7,-24039,9864,10433,-11865
1205.7,-24018,9624,10423,-11871
1207.7,-24193,9218,10529,-11780
1209.7,-24619,9062,10712,-11597
1211.7,-24822,9221,10813,-11482
1213.7,-24601,9467,10822,-11479
1215.7,-24433,9560,10824,-11501
1217.7,-24388,9486,10740,-11604
1219.7,-24197,9440,10623,-11732
1221.7,-24138,9483,10708,-11662
1223.7,-24335,9449,10855,-11541
1225.7,-24319,9315,10792,-11647
1227.7,-24141,9329,10738,-11742
1229.7,-24307,9593,10913,-11578
1231.7,-24626,9862,11050,-11436
1233.7,-24595,9881,10994,-11498
1235.7,-24277,9703,10945,-11555
1237.7,-23986,9581,10944,-11536
1239.7,-23872,9663,10894,-11551
1241.7,-23946,9856,10862,-11567
1243.7,-24097,9958,10937,-11510
1245.7,-24290,9869,11105,-11375
1247.7,-24463,9673,11248,-11263
1249.7,-24263,9554,11172,-11367
1251.7,-23766,9605,10966,-11595
1253.7,-23691,9747,10977,-11581
1255.7,-24021,9895,11158,-11378
1257.7,-23981,10067,11183,-11351
1259.7,-23675,10166,11179,-11376
1261.7,-23763,9975,11390,-11169
1263.7,-24067,9603,11600,-10937
1265.7,-24227,9527,11617,-10905
1267.7,-24328,9883,11548,-10983
1269.7,-24197,10175,11411,-11139
1271.7,-23805,10022,11286,-11273
1273.7,-23761,9729,11403,-11132
1275.7,-24046,9725,11623,-10874
1277.7,-23961,9901,11644,-10843
1279.7,-23705,9936,11625,-10888
1281.7,-23848,9886,11733,-10812
1283.73,-24035,9971,11773,-10795
1285.75,-23954,10097,11765,-10818
1287.78,-23861,10087,11845,-10741
1289.8,-23655,10067,11794,-10798
1291.8,-23313,10153,11615,-11000
1293.8,-23400,10168,11711,-10919
1295.8,-23771,10062,11964,-10640
1297.8,-23693,10091,11947,-10616
1299.8,-23443,10260,11863,-10691
1301.8,-23623,10228,12018,-10558
1303.8,-23878,10001,12148,-10446
1305.8,-23861,10002,12089,-10503
1307.8,-23746,10302,12010,-10568
1309.8,-23459,10510,11887,-10679
1311.8,-23103,10453,11744,-10820
1313.8,-23200,10270,11825,-10735
1315.8,-23533,10015,11994,-10554
1317.8,-23493,9750,11911,-10626
1319.8,-23371,9748,11716,-10820
1321.8,-23564,10028,11644,-10902
1323.8,-23737,10142,11576,-10981
1325.8,-23774,9862,11482,-11070
1327.8,-23853,9567,11467,-11065
1329.8,-23740,9562,11399,-11119
1331.8,-23479,9625,11217,-11300
1333.8,-23598,9556,11102,-11417
1335.8,-23956,9503,11068,-11460
1337.8,-24038,9519,11012,-11532
1339.8,-24013,9492,10975,-11574
1341.8,-24132,9514,10930,-11625
1343.8,-24202,9639,10808,-11772
1345.8,-24253,9599,10742,-11865
1347.8,-24379,9342,10748,-11863
1349.8,-24319,9196,10655,-11952
1351.8,-24130,9171,10556,-12054
1353.8,-24179,9019,10612,-11988
1355.8,-24326,8908,10634,-11935
1357.8,-24319,9050,10532,-12012
1359.8,-24336,9155,10523,-12014
1361.8,-24387,9061,10583,-11944
1363.8,-24291,9052,10526,-11983
1365.8,-24233,9082,10474,-12033
1367.8,-24350,8844,10537,-11990
1369.8,-24425,8571,10550,-11990
1371.8,-24415,8672,10460,-12062
1373.8,-24398,8960,10365,-12124
1375.8,-24324,9108,10269,-12204
1377.8,-24371,9134,10223,-12238
1379.8,-24653,9020,10318,-12117
1381.8,-24785,8740,10435,-11981
1383.8,-24635,8616,10422,-11986
1385.8,-24572,8827,10316,-12073
1387.8,-24604,8994,10199,-12182
1389.8,-24553,8867,10172,-12255
1391.8,-24590,8725,10292,-12205
1393.8,-24580,8765,10376,-12163
1395.8,-24274,8829,10330,-12223
1397.8,-24226,8838,10401,-12149
1399.8,-24719,8866,10585,-11936
1401.8,-24902,8931,10540,-11945
1403.8,-24489,9063,10324,-12145
1405.8,-24248,9235,10232,-12233
1407.8,-24282,9218,10176,-12280
1409.8,-24191,8947,10123,-12318
1411.8,-24174,8785,10263,-12158
1413.8,-24224,8943,10386,-12016
1415.8,-24030,9082,10271,-12139
1417.8,-24065,8970,10287,-12155
1419.8,-24608,8878,10530,-11938
1421.8,-24817,8936,10528,-11949
1423.8,-24415,8876,10320,-12173
1425.8,-24142,8664,10310,-12219
1427.8,-24130,8557,10364,-12215
1429.8,-24141,8562,10325,-12288
1431.8,-24355,8585,10396,-12211
1433.8,-24482,8791,10433,-12156
1435.8,-24116,9175,10246,-12348
1437.8,-23990,9380,10255,-12346
1439.8,-24616,9295,10599,-11963
1441.8,-25060,9172,10713,-11787
1443.8,-24721,9126,10466,-12008
1445.8,-24260,9125,10311,-12188
1447.8,-24116,9169,10333,-12207
1449.8,-24092,9161,10319,-12245
1451.8,-24147,9037,10305,-12261
1453.83,-24383,8962,10397,-12155
1455.85,-24693,8984,10561,-11957
1457.88,-24730,8928,10629,-11836
1459.9,-24268,8827,10443,-11987
1461.9,-23847,8845,10216,-12224
1463.9,-24125,8901,10302,-12165
1465.9,-24553,8942,10475,-12002
1467.9,-24350,9131,10371,-12114
1469.9,-24070,9368,10269,-12248
1471.9,-24323,9365,10458,-12094
1473.9,-24594,9261,10673,-11884
1475.9,-24544,9363,10731,-11794
1477.9,-24403,9537,10717,-11779
1479.9,-24096,9587,10581,-11929
1481.9,-23803,9680,10441,-12112
1483.9,-24047,9829,10596,-11985
1485.9,-24393,9706,10857,-11726
1487.9,-24122,9356,10880,-11704
1489.9,-23758,9255,10860,-11726
1491.9,-23923,9459,11022,-11551
1493.9,-24196,9537,11176,-11372
1495.9,-24246,9418,11216,-11320
1497.9,-24169,9449,11180,-11363
1499.9,-23832,9673,11034,-11523
1501.9,-23441,9815,10920,-11644
1503.9,-23522,9847,11010,-11548
1505.9,-23776,9945,11094,-11448
1507.9,-23604,10107,11025,-11492
1509.9,-23249,10230,11034,-11445
1511.9,-23109,10304,11153,-11282
1513.9,-23131,10317,11167,-11221
1515.9,-23297,10275,11120,-11223
1517.9,-23430,10274,11083,-11229
1519.9,-23198,10276,10934,-11378
1521.9,-22972,10123,10749,-11585
