t,az
817.65,1494
819.63,1486
821.60,1492
823.60,1506
825.58,1514
827.55,1512
829.53,1516
831.50,1520
833.50,1522
835.48,1532
837.45,1524
839.43,1526
841.40,1548
843.40,1580
845.38,1600
847.35,1586
849.33,1592
851.30,1600
853.30,1622
855.28,1614
857.25,1606
859.23,1604
861.20,1594
863.10,1584
865.08,1598
867.05,1606
869.03,1594
871.00,1594
873.00,1602
874.98,1584
876.95,1582
878.93,1582
880.90,1568
882.90,1550
884.88,1540
886.85,1538
888.83,1536
890.80,1552
892.80,1564
894.78,1542
896.75,1534
898.73,1536
900.70,1534
902.70,1548
904.68,1554
906.65,1558
908.63,1542
910.60,1532
912.60,1540
914.58,1530
916.55,1540
918.53,1536
920.50,1538
922.50,1528
924.48,1546
926.45,1532
928.43,1532
930.40,1560
932.30,1568
934.28,1532
936.25,1526
938.23,1528
940.20,1516
942.20,1522
944.18,1528
946.15,1546
948.13,1556
950.10,1576
952.10,1610
954.08,1650
956.05,1640
958.03,1660
960.00,1670
962.00,1640
963.98,1598
965.95,1544
967.93,1498
969.90,1446
971.90,1464
973.88,1474
975.85,1468
977.83,1430
979.80,1386
981.80,1354
983.78,1330
985.75,1338
987.73,1338
989.70,1364
991.70,1402
993.68,1426
995.65,1456
997.63,1478
999.60,1496
1001.50,1510
1003.48,1540
1005.45,1578
1007.43,1602
1009.40,1656
1011.40,1722
1013.38,1774
1015.35,1804
1017.33,1880
1019.30,1938
1021.30,1968
1023.28,1994
1025.25,2006
1027.23,2006
1029.20,2010
1031.20,2002
1033.18,1966
1035.15,1922
1037.13,1872
1039.10,1794
1041.10,1694
1043.08,1556
1045.05,1418
1047.03,1306
1049.00,1204
1051.00,1114
1052.98,1014
1054.95,952
1056.93,880
1058.90,876
1060.90,882
1062.88,904
1064.85,986
1066.83,1060
1068.80,1140
1070.70,1238
1072.68,1354
1074.65,1456
1076.63,1586
1078.60,1710
1080.60,1802
1082.58,1886
1084.55,1938
1086.53,1972
1088.50,1982
1090.50,1990
1092.48,1980
1094.45,1952
1096.43,1874
1098.40,1822
1100.40,1764
1102.38,1712
1104.35,1674
1106.33,1618
1108.30,1592
1110.30,1552
1112.28,1540
1114.25,1558
1116.23,1542
1118.20,1514
1120.20,1518
1122.18,1532
1124.15,1544
1126.13,1548
1128.10,1560
1130.10,1596
1132.08,1636
1134.05,1636
1136.03,1626
1138.00,1632
1139.90,1636
1141.88,1636
1143.85,1640
1145.83,1612
1147.80,1584
1149.80,1580
1151.78,1550
1153.75,1524
1155.73,1520
1157.70,1486
1159.70,1448
1161.68,1420
1163.65,1394
1165.63,1374
1167.60,1362
1169.60,1348
1171.58,1344
1173.55,1320
1175.53,1336
1177.50,1328
1179.50,1364
1181.48,1390
1183.45,1412
1185.43,1426
1187.40,1446
1189.40,1472
1191.38,1482
1193.35,1510
1195.33,1512
1197.30,1536
1199.20,1564
1201.20,1562
1203.20,1558
1205.20,1578
1207.20,1614
1209.10,1640
1211.08,1668
1213.05,1676
1215.03,1726
1217.00,1766
1219.00,1804
1220.98,1836
1222.95,1842
1224.93,1856
1226.90,1838
1228.90,1840
1230.88,1834
1232.85,1820
1234.83,1756
1236.80,1712
1238.80,1686
1240.78,1640
1242.75,1590
1244.73,1542
1246.70,1498
1248.70,1460
1250.68,1444
1252.65,1424
1254.63,1418
1256.60,1424
1258.60,1430
1260.58,1456
1262.55,1478
1264.53,1508
1266.50,1552
1268.50,1574
1270.48,1574
1272.45,1598
1274.43,1622
1276.40,1638
1278.30,1652
1280.28,1648
1282.25,1636
1284.23,1628
1286.20,1624
1288.20,1600
1290.18,1596
1292.15,1588
1294.13,1580
1296.10,1560
1298.10,1546
1300.08,1548
1302.05,1538
1304.03,1558
1306.00,1548
1308.00,1572
1309.98,1596
1311.95,1602
1313.93,1634
1315.90,1652
1317.90,1654
1319.88,1606
1321.85,1598
1323.83,1634
1325.80,1646
1327.80,1638
1329.78,1642
1331.75,1630
1333.73,1614
1335.70,1612
1337.60,1590
1339.60,1566
1341.60,1568
1343.60,1562
1345.60,1556
1347.50,1554
1349.48,1534
1351.45,1494
1353.43,1478
1355.40,1478
1357.40,1480
1359.38,1500
1361.35,1498
1363.33,1498
1365.30,1504
1367.30,1494
1369.28,1502
1371.25,1494
1373.23,1500
1375.20,1498
1377.20,1520
1379.18,1524
1381.15,1510
1383.13,1510
1385.10,1520
1387.10,1554
1389.08,1556
1391.05,1550
1393.03,1530
1395.00,1528
1397.00,1550
1398.98,1570
1400.95,1608
1402.93,1642
1404.90,1676
1406.90,1660
1408.88,1672
1410.85,1680
1412.83,1692
1414.80,1696
1416.70,1674
1418.68,1656
1420.65,1644
1422.63,1654
1424.60,1660
1426.60,1644
1428.58,1628
1430.55,1618
1432.53,1614
1434.50,1616
1436.50,1636
1438.48,1628
1440.45,1632
1442.43,1638
1444.40,1620
1446.40,1610
1448.38,1606
1450.35,1614
1452.33,1604
1454.30,1600
1456.30,1616
1458.28,1620
1460.25,1608
1462.23,1612
1464.20,1600
1466.20,1588
1468.18,1590
1470.15,1586
1472.13,1582
1474.10,1566
1476.00,1534
1478.00,1548
1480.00,1538
1482.00,1538
1484.00,1530
1485.90,1518
1487.88,1522
1489.85,1518
1491.83,1520
1493.80,1558
1495.80,1574
1497.78,1564
1499.75,1540
1501.73,1536
1503.70,1568
1505.70,1616
1507.68,1654
1509.65,1664
1511.63,1662
1513.60,1664
1515.60,1656
1517.58,1640
1519.55,1618
1521.53,1564
1523.50,1494
1525.50,1424
1527.48,1392
1529.45,1374
1531.43,1356
1533.40,1348
1535.40,1332
1537.38,1326
1539.35,1350
1541.33,1396
1543.30,1442
1545.20,1474
1547.20,1514
1549.20,1574
1551.20,1592
1553.20,1600
1555.10,1594
1557.08,1626
1559.05,1654
1561.03,1688
1563.00,1764
1565.00,1812
1566.98,1872
1568.95,1926
1570.93,1956
1572.90,1982
1574.90,1996
1576.88,2016
1578.85,2038
1580.83,2032
1582.80,2024
1584.80,2030
1586.78,1992
1588.75,1932
1590.73,1842
1592.70,1714
1594.70,1598
1596.68,1480
1598.65,1358
1600.63,1226
1602.60,1134
1604.60,1072
1606.58,1012
1608.55,954
1610.53,966
1612.50,998
1614.40,1054
1616.40,1152
1618.40,1224
1620.40,1334
1622.40,1440
1624.30,1554
1626.28,1664
1628.25,1778
1630.23,1906
1632.20,2020
1634.20,2118
1636.18,2172
1638.15,2196
1640.13,2200
1642.10,2168
1644.10,2132
1646.08,2124
1648.05,2090
1650.03,2048
1652.00,2006
1654.00,1942
1655.98,1872
1657.95,1864
1659.93,1864
1661.90,1836
1663.90,1816
1665.88,1792
1667.85,1804
1669.83,1800
1671.80,1782
1673.80,1796
1675.78,1808
1677.75,1784
1679.73,1760
1681.70,1718
1683.60,1680
1685.60,1666
1687.60,1636
1689.60,1590
1691.60,1564
1693.50,1542
1695.48,1520
1697.45,1514
1699.43,1496
1701.40,1462
1703.40,1446
1705.38,1430
1707.35,1430
1709.33,1416
1711.30,1398
1713.30,1422
1715.28,1450
1717.25,1478
1719.23,1468
1721.20,1476
1723.20,1514
1725.18,1552
1727.15,1588
1729.13,1624
1731.10,1678
1733.10,1726
1735.08,1762
1737.05,1752
1739.03,1746
1741.00,1740
1743.00,1720
1744.98,1712
1746.95,1714
1748.93,1740
1750.90,1768
1752.80,1768
1754.80,1776
1756.80,1784
1758.80,1828
1760.80,1860
1762.70,1886
1764.68,1884
1766.65,1916
1768.63,1962
1770.60,2010
1772.60,2030
1774.58,2034
1776.55,2028
1778.53,2008
1780.50,2004
1782.50,1962
1784.48,1940
1786.45,1898
1788.43,1872
1790.40,1862
1792.40,1816
1794.38,1780
1796.35,1736
1798.33,1668
1800.30,1626
1802.30,1612
1804.28,1566
1806.25,1554
1808.23,1570
1810.20,1592
1812.20,1598
1814.18,1596
1816.15,1572
1818.13,1586
1820.10,1632
1822.00,1652
1824.00,1666
1826.00,1720
1828.00,1752
1830.00,1782
1831.90,1778
1833.88,1806
1835.85,1812
1837.83,1812
1839.80,1826
1841.80,1822
1843.78,1802
1845.75,1796
1847.73,1796
1849.70,1768
1851.70,1752
1853.68,1762
1855.65,1778
1857.63,1796
1859.60,1830
1861.60,1862
1863.58,1846
1865.55,1844
1867.53,1854
1869.50,1866
1871.50,1846
1873.48,1834
1875.45,1810
1877.43,1812
1879.40,1804
1881.40,1806
1883.38,1812
1885.35,1796
1887.33,1786
1889.30,1780
1891.20,1780
1893.20,1790
1895.20,1776
1897.20,1762
1899.20,1768
1901.10,1770
1903.08,1762
1905.05,1766
1907.03,1786
1909.00,1794
1911.00,1774
1912.98,1762
1914.95,1764
1916.93,1764
1918.90,1756
1920.90,1758
1922.88,1770
1924.85,1738
1926.83,1738
1928.80,1768
1930.80,1766
1932.78,1772
1934.75,1766
1936.73,1770
1938.70,1780
1940.70,1766
1942.68,1766
1944.65,1754
1946.63,1766
1948.60,1780
1950.60,1762
1952.58,1728
1954.55,1746
1956.53,1778
1958.50,1794
1960.40,1784
1962.40,1786
1964.40,1802
1966.40,1804
1968.40,1818
1970.30,1814
1972.28,1826
1974.25,1830
1976.23,1820
1978.20,1810
1980.20,1830
1982.18,1808
1984.15,1804
1986.13,1778
1988.10,1772
1990.10,1790
1992.08,1802
1994.05,1830
1996.03,1834
1998.00,1828
2000.00,1830
2001.98,1832
2003.95,1834
2005.93,1832
2007.90,1828
2009.90,1822
2011.88,1814
2013.85,1814
2015.83,1844
2017.80,1842
2019.80,1872
2021.78,1870
2023.75,1850
2025.73,1844
2027.70,1830
2029.60,1826
2031.60,1816
2033.60,1800
2035.60,1806
2037.60,1766
2039.50,1744
2041.48,1768
2043.45,1794
2045.43,1812
2047.40,1856
2049.40,1884
2051.38,1916
2053.35,1944
2055.33,1980
2057.30,2004
2059.30,1990
2061.28,1958
2063.25,1932
2065.23,1898
2067.20,1890
2069.20,1854
2071.18,1834
2073.15,1802
2075.13,1774
2077.10,1742
2079.10,1700
2081.08,1678
2083.05,1652
2085.03,1616
2087.00,1610
2089.00,1648
2090.98,1664
2092.95,1718
2094.93,1794
2096.90,1854
2098.80,1880
2100.80,1874
2102.80,1866
2104.80,1846
2106.80,1866
2108.70,1898
2110.68,1956
2112.65,1992
2114.63,2014
2116.60,2040
2118.60,2102
2120.58,2162
2122.55,2172
2124.53,2206
2126.50,2266
2128.50,2292
2130.48,2284
2132.45,2280
2134.43,2266
2136.40,2248
2138.40,2180
2140.38,2064
2142.35,1916
2144.33,1746
2146.30,1578
2148.30,1458
2150.28,1360
2152.25,1270
2154.23,1216
2156.20,1182
2158.20,1174
2160.18,1196
2162.15,1236
2164.13,1298
2166.10,1410
2168.00,1510
2170.00,1628
2172.00,1754
2174.00,1878
2176.00,2046
2177.90,2186
2179.88,2302
2181.85,2402
2183.83,2480
2185.80,2570
2187.80,2540
2189.78,2496
2191.75,2424
2193.73,2342
2195.70,2276
2197.70,2208
2199.68,2154
2201.65,2094
2203.63,2038
2205.60,1982
2207.60,1954
2209.58,1960
2211.55,1950
2213.53,1954
2215.50,1972
2217.50,1986
2219.48,2000
2221.45,1986
2223.43,1994
2225.40,1980
2227.40,1958
2229.38,1914
2231.35,1878
2233.33,1862
2235.30,1858
2237.20,1814
2239.20,1798
2241.20,1790
2243.20,1748
2245.20,1686
2247.10,1658
2249.08,1640
2251.05,1638
2253.03,1644
2255.00,1636
2257.00,1612
2258.98,1650
2260.95,1708
2262.93,1742
2264.90,1774
2266.90,1786
2268.88,1824
2270.85,1834
2272.83,1862
2274.80,1878
2276.80,1880
2278.78,1878
2280.75,1896
2282.73,1906
2284.70,1918
2286.70,1944
2288.68,1980
2290.65,1970
2292.63,1966
2294.60,1982
2296.60,1990
2298.58,2002
2300.55,2030
2302.53,2016
2304.50,2012
2306.40,2024
2308.40,2020
2310.40,2040
2312.40,2060
2314.40,2086
2316.30,2114
2318.28,2164
2320.25,2186
2322.23,2212
2324.20,2246
2326.20,2240
2328.18,2248
2330.15,2238
2332.13,2202
2334.10,2176
2336.10,2138
2338.08,2110
2340.05,2066
2342.03,2008
2344.00,1958
2346.00,1904
2347.98,1860
2349.95,1828
2351.93,1798
2353.90,1772
2355.90,1784
2357.88,1794
2359.85,1800
2361.83,1792
2363.80,1794
2365.80,1814
2367.78,1838
2369.75,1866
2371.73,1902
2373.70,1936
2375.60,1962
2377.60,2014
2379.60,2046
2381.60,2074
2383.60,2112
2385.50,2138
2387.48,2150
2389.45,2150
2391.43,2130
2393.40,2114
2395.40,2100
2397.38,2062
2399.35,2032
2401.33,2040
2403.30,2054
2405.30,2030
2407.28,1990
2409.25,1980
2411.23,1986
2413.20,1984
2415.20,2022
2417.18,2034
2419.15,2052
2421.13,2084
2423.10,2106
2425.10,2104
2427.08,2126
2429.05,2156
2431.03,2156
2433.00,2146
2435.00,2104
2436.98,2102
2438.95,2082
2440.93,2072
2442.90,2046
2444.80,2014
2446.80,2008
2448.80,2002
2450.80,1958
2452.80,1946
2454.70,1954
2456.68,1958
2458.65,1954
2460.63,1960
2462.60,1980
2464.60,1970
2466.58,1958
2468.55,1954
2470.53,1936
2472.50,1922
2474.50,1898
2476.48,1890
2478.45,1916
2480.43,1934
2482.40,1926
2484.40,1928
2486.38,1936
2488.35,1944
2490.33,1916
2492.30,1906
2494.30,1904
2496.28,1892
2498.25,1884
2500.23,1886
2502.20,1894
2504.20,1902
2506.18,1862
2508.15,1836
2510.13,1836
2512.10,1862
2514.00,1868
2516.00,1876
2518.00,1918
2520.00,1922
2522.00,1908
2523.90,1938
2525.88,1972
2527.85,2004
2529.83,2030
2531.80,2052
2533.80,2106
2535.78,2142
2537.75,2142
2539.73,2172
2541.70,2204
2543.70,2230
2545.68,2236
2547.65,2238
2549.63,2226
2551.60,2216
2553.60,2208
2555.58,2184
2557.55,2158
2559.53,2150
2561.50,2118
2563.50,2088
2565.48,2078
2567.45,2042
2569.43,1996
2571.40,1960
2573.40,1938
2575.38,1948
2577.35,1970
2579.33,1966
2581.30,1954
2583.20,1966
2585.20,1966
2587.20,1962
2589.20,1984
2591.20,2002
2593.10,2022
2595.08,2082
2597.05,2116
2599.03,2154
2601.00,2188
2603.00,2226
2604.98,2212
2606.95,2200
2608.93,2174
2610.90,2164
2612.90,2132
2614.88,2104
2616.85,2056
2618.83,1992
2620.80,1924
2622.80,1872
2624.78,1806
2626.75,1730
2628.73,1674
2630.70,1634
2632.70,1642
2634.68,1678
2636.65,1748
2638.63,1808
2640.60,1854
2642.60,1892
2644.58,1928
2646.55,1950
2648.53,1952
2650.50,1990
2652.40,2012
2654.40,2052
2656.40,2126
2658.40,2194
2660.40,2258
2662.30,2322
2664.28,2380
2666.25,2430
2668.23,2474
2670.20,2508
2672.20,2544
2674.18,2560
2676.15,2576
2678.13,2564
2680.10,2532
2682.10,2460
2684.08,2348
2686.05,2224
2688.03,2086
2690.00,1906
2692.00,1742
2693.98,1604
2695.95,1490
2697.93,1392
2699.90,1330
2701.90,1264
2703.88,1236
2705.85,1244
2707.83,1298
2709.80,1394
2711.80,1510
2713.78,1624
2715.75,1762
2717.73,1898
2719.70,2038
2721.60,2152
2723.60,2312
2725.60,2454
2727.60,2578
2729.60,2648
2731.50,2716
2733.48,2716
2735.45,2710
2737.43,2652
2739.40,2592
2741.40,2510
2743.38,2448
2745.35,2378
2747.33,2292
2749.30,2216
2751.30,2136
2753.28,2096
2755.25,2068
2757.23,2060
2759.20,2032
2761.20,2022
2763.18,2016
2765.15,2008
2767.13,2024
2769.10,2040
2771.10,2056
2773.08,2044
2775.05,2028
2777.03,2018
2779.00,2010
2781.00,2000
2782.98,2002
2784.95,2006
2786.93,1958
2788.90,1898
2790.80,1830
2792.80,1784
2794.80,1784
2796.80,1778
2798.80,1786
2800.70,1772
2802.68,1764
2804.65,1756
2806.63,1740
2808.60,1768
2810.60,1774
2812.58,1798
2814.55,1818
2816.53,1836
2818.50,1876
2820.50,1884
2822.48,1886
2824.45,1878
2826.43,1922
2828.40,1956
2830.40,1970
2832.38,1974
2834.35,1992
2836.33,2014
2838.30,2008
2840.30,2002
2842.28,1988
2844.25,1986
2846.23,1958
2848.20,1930
2850.20,1944
2852.18,1974
2854.15,1982
2856.13,2020
2858.10,2024
2860.00,2046
2861.98,2070
2863.95,2094
2865.93,2130
2867.90,2140
2869.90,2158
2871.88,2180
2873.85,2220
2875.83,2244
2877.80,2270
2879.80,2290
2881.78,2276
2883.75,2252
2885.73,2244
2887.70,2206
2889.70,2150
2891.68,2098
2893.65,2034
2895.63,1962
2897.60,1900
2899.60,1838
2901.58,1796
2903.55,1772
2905.53,1744
2907.50,1746
2909.50,1736
2911.48,1742
2913.45,1758
2915.43,1798
2917.40,1828
2919.40,1852
2921.38,1914
2923.35,1976
2925.33,2028
2927.30,2062
2929.20,2098
2931.20,2110
2933.20,2130
2935.20,2130
2937.20,2128
2939.10,2116
2941.08,2114
2943.05,2112
2945.03,2082
2947.00,2046
2949.00,2050
2950.98,2032
2952.95,1996
2954.93,1996
2956.90,2010
2958.90,2006
2960.88,2004
2962.85,1982
2964.83,1970
2966.80,1972
2968.80,1980
2970.78,1982
2972.75,1984
2974.73,1982
2976.70,1976
2978.70,1968
2980.68,1976
2982.65,2000
2984.63,1996
2986.60,2008
2988.60,2008
2990.58,1984
2992.55,1956
2994.53,1966
2996.50,1956
2998.40,1920
3000.38,1896
3002.35,1894
3004.33,1892
3006.30,1858
3008.30,1826
3010.28,1826
3012.25,1846
3014.23,1852
3016.20,1868
3018.20,1864
3020.18,1860
3022.15,1850
3024.13,1854
3026.10,1886
3028.10,1916
3030.08,1920
3032.05,1918
3034.03,1922
3036.00,1908
3038.00,1906
3039.98,1920
3041.95,1926
3043.93,1934
3045.90,1922
3047.90,1924
3049.88,1900
3051.85,1906
3053.83,1906
3055.80,1896
3057.80,1886
3059.78,1898
3061.75,1910
3063.73,1886
3065.70,1870
3067.60,1864
3069.58,1864
3071.55,1870
3073.53,1836
3075.50,1816
3077.50,1810
3079.48,1826
3081.45,1826
3083.43,1842
3085.40,1846
3087.40,1862
3089.38,1876
3091.35,1866
3093.33,1842
3095.30,1838
3097.30,1858
3099.28,1862
3101.25,1856
3103.23,1850
3105.20,1862
3107.20,1876
3109.18,1882
3111.15,1858
3113.13,1888
3115.10,1918
3117.10,1914
3119.08,1894
3121.05,1888
3123.03,1890
3125.00,1872
3127.00,1864
3128.98,1866
3130.95,1870
3132.93,1874
3134.90,1906
3136.80,1912
3138.78,1902
3140.75,1918
3142.73,1928
3144.70,1952
3146.70,1956
3148.68,1938
3150.65,1912
3152.63,1874
3154.60,1864
3156.60,1840
3158.58,1794
3160.55,1766
3162.53,1756
3164.50,1732
3166.50,1688
3168.48,1646
3170.45,1624
3172.43,1590
3174.40,1560
3176.40,1558
3178.38,1556
3180.35,1556
3182.33,1552
3184.30,1572
3186.30,1572
3188.28,1578
3190.25,1594
3192.23,1624
3194.20,1684
3196.20,1782
3198.18,1896
3200.15,1970
3202.13,2026
3204.10,2116
3206.00,2172
3207.98,2236
3209.95,2304
3211.93,2372
3213.90,2430
3215.90,2446
3217.88,2444
3219.85,2436
3221.83,2384
3223.80,2318
3225.80,2226
3227.78,2122
3229.75,1982
3231.73,1870
3233.70,1718
3235.70,1600
3237.68,1470
3239.65,1384
3241.63,1320
3243.60,1288
3245.60,1262
3247.58,1272
3249.55,1294
3251.53,1342
3253.50,1422
3255.50,1498
3257.48,1598
3259.45,1738
3261.43,1858
3263.40,1986
3265.40,2114
3267.38,2184
3269.35,2268
3271.33,2326
3273.30,2316
3275.20,2308
3277.18,2310
3279.15,2280
3281.13,2230
3283.10,2154
3285.10,2066
3287.08,1990
3289.05,1934
3291.03,1902
3293.00,1880
3295.00,1850
3296.98,1824
3298.95,1822
3300.93,1820
3302.90,1804
3304.90,1804
3306.88,1780
3308.85,1786
3310.83,1808
3312.80,1826
3314.80,1826
3316.78,1840
3318.75,1838
3320.73,1852
3322.70,1884
3324.70,1906
3326.68,1886
3328.65,1856
3330.63,1826
3332.60,1804
3334.60,1782
3336.58,1746
3338.55,1732
3340.53,1712
3342.50,1702
3344.40,1724
3346.38,1730
3348.35,1736
3350.33,1734
3352.30,1752
3354.30,1762
3356.28,1794
3358.25,1798
3360.23,1808
3362.20,1826
3364.20,1830
3366.18,1866
3368.15,1900
3370.13,1884
3372.10,1890
3374.10,1874
3376.08,1872
3378.05,1900
3380.03,1930
3382.00,1936
3384.00,1958
3385.98,1938
3387.95,1934
3389.93,1918
3391.90,1924
3393.90,1912
3395.88,1904
3397.85,1908
3399.83,1906
3401.80,1916
3403.80,1922
3405.78,1926
3407.75,1946
3409.73,1960
3411.70,1964
3413.60,2008
3415.58,2030
3417.55,2088
3419.53,2112
3421.50,2086
3423.50,2088
3425.48,2064
3427.45,2042
3429.43,2004
3431.40,1974
3433.40,1932
3435.38,1858
3437.35,1808
3439.33,1776
3441.30,1728
3443.30,1698
3445.28,1616
3447.25,1578
3449.23,1554
3451.20,1548
3453.20,1594
3455.18,1640
3457.15,1666
3459.13,1700
3461.10,1742
3463.10,1786
3465.08,1844
3467.05,1882
3469.03,1902
3471.00,1932
3473.00,1958
3474.98,1962
3476.95,1928
3478.93,1938
3480.90,1896
3482.80,1876
3484.78,1832
3486.75,1786
3488.73,1746
3490.70,1706
3492.70,1678
3494.68,1662
3496.65,1652
3498.63,1632
3500.60,1626
3502.60,1642
3504.58,1650
3506.55,1672
3508.53,1682
3510.50,1690
3512.50,1710
3514.48,1722
3516.45,1694
3518.43,1704
3520.40,1726
3522.40,1768
3524.38,1780
3526.35,1784
3528.33,1814
3530.30,1828
3532.30,1822
3534.28,1828
3536.25,1808
3538.23,1812
3540.20,1830
3542.20,1846
3544.18,1854
3546.15,1856
3548.13,1832
3550.10,1834
3552.00,1832
3553.98,1820
3555.95,1800
3557.93,1808
3559.90,1810
3561.90,1832
3563.88,1848
3565.85,1840
3567.83,1818
3569.80,1804
3571.80,1802
3573.78,1812
3575.75,1814
3577.73,1822
3579.70,1826
3581.70,1838
3583.68,1848
3585.65,1828
