t,az
7984.65,5116
7986.63,5070
7988.60,5042
7990.50,5000
7992.50,4974
7994.50,4974
7996.50,4976
7998.50,5010
8000.40,5044
8002.38,5066
8004.35,5080
8006.33,5084
8008.30,5080
8010.30,5050
8012.28,5024
8014.25,5000
8016.23,4974
8018.20,4948
8020.20,4936
8022.18,4942
8024.15,4962
8026.13,4986
8028.10,4994
8030.10,4992
8032.08,4996
8034.05,4988
8036.03,5000
8038.00,5014
8040.00,5004
8041.98,5032
8043.95,5048
8045.93,5066
8047.90,5088
8049.90,5104
8051.88,5114
8053.85,5122
8055.83,5128
8057.80,5136
8059.70,5142
8061.70,5140
8063.70,5120
8065.70,5138
8067.70,5152
8069.60,5144
8071.58,5126
8073.55,5094
8075.53,5058
8077.50,5020
8079.50,5000
8081.48,4978
8083.45,4950
8085.43,4914
8087.40,4914
8089.40,4904
8091.38,4918
8093.35,4982
8095.33,4982
8097.30,5006
8099.30,5020
8101.28,5030
8103.25,5030
8105.23,5056
8107.20,5056
8109.20,5150
8111.18,5150
8113.15,5206
8115.13,5206
8117.10,5220
8119.10,5210
8121.08,5186
8123.05,5194
8125.03,5182
8127.00,5152
8128.90,5124
8130.90,5092
8132.90,5088
8134.90,5076
8136.90,5060
8138.80,5014
8140.78,4974
8142.75,4962
8144.73,4924
8146.70,4862
8148.70,4854
8150.68,4824
8152.65,4812
8154.63,4776
8156.60,4748
8158.60,4722
8160.58,4716
8162.55,4718
8164.53,4720
8166.50,4752
8168.50,4792
8170.48,4860
8172.45,4922
8174.43,5000
8176.40,5116
8178.40,5286
8180.38,5476
8182.35,5658
8184.33,5822
8186.30,5940
8188.30,5970
8190.28,5878
8192.25,5712
8194.23,5500
8196.20,5294
8198.10,5070
8200.10,4810
8202.10,4506
8204.10,4168
8206.10,3792
8208.00,3344
8209.98,2830
8211.95,2306
8213.93,2080
8215.90,2454
8217.90,3390
8219.88,4590
8221.85,5702
8223.83,6478
8225.80,6850
8227.80,6892
8229.78,6680
8231.75,6362
8233.73,5972
8235.70,5580
8237.70,5220
8239.68,4872
8241.65,4508
8243.63,4108
8245.60,3740
8247.60,3502
8249.58,3428
8251.55,3508
8253.53,3708
8255.50,3970
8257.50,4248
8259.48,4508
8261.45,4774
8263.43,4996
8265.40,5180
8267.30,5320
8269.30,5368
8271.30,5310
8273.30,5202
8275.30,5056
8277.20,4926
8279.18,4788
8281.15,4668
8283.13,4588
8285.10,4586
8287.10,4612
8289.08,4622
8291.05,4662
8293.03,4736
8295.00,4814
8297.00,4918
8298.98,5020
8300.95,5096
8302.93,5180
8304.90,5248
8306.90,5296
8308.88,5342
8310.85,5356
8312.83,5340
8314.80,5350
8316.80,5342
8318.78,5324
8320.75,5280
8322.73,5224
8324.70,5202
8326.70,5156
8328.68,5122
8330.65,5046
8332.63,4994
8334.60,4954
8336.50,4912
8338.50,4894
8340.50,4854
8342.50,4828
8344.50,4810
8346.40,4828
8348.38,4824
8350.35,4836
8352.33,4858
8354.30,4862
8356.30,4888
8358.28,4894
8360.25,4916
8362.23,4926
8364.20,4912
8366.20,4896
8368.18,4896
8370.15,4938
8372.13,4938
8374.10,5002
8376.10,5002
8378.08,5116
8380.05,5116
8382.03,5202
8384.00,5236
8386.00,5248
8387.98,5230
8389.95,5162
8391.93,5064
8393.90,4984
8395.90,4902
8397.88,4834
8399.85,4790
8401.83,4790
8403.80,4786
8405.70,4796
8407.70,4804
8409.70,4802
8411.70,4806
8413.70,4800
8415.60,4784
8417.58,4768
8419.55,4732
8421.53,4718
8423.50,4718
8425.50,4724
8427.48,4728
8429.45,4698
8431.43,4692
8433.40,4716
8435.40,4748
8437.38,4772
8439.35,4798
8441.33,4798
8443.30,4822
8445.30,4860
8447.28,4878
8449.25,4878
8451.23,4888
8453.20,4870
8455.20,4874
8457.18,4836
8459.15,4804
8461.13,4832
8463.10,4806
8465.10,4798
8467.08,4816
8469.05,4832
8471.03,4832
8473.00,4844
8474.90,4834
8476.90,4844
8478.90,4870
8480.90,4888
8482.90,4888
8484.80,4896
8486.78,4912
8488.75,4900
8490.73,4858
8492.70,4850
8494.70,4860
8496.68,4822
8498.65,4818
8500.63,4826
8502.60,4834
8504.60,4858
8506.58,4832
8508.55,4848
8510.53,4862
8512.50,4816
8514.50,4812
8516.48,4808
8518.45,4824
8520.43,4858
8522.40,4882
8524.40,4890
8526.38,4914
8528.35,4912
8530.33,4898
8532.30,4896
8534.30,4872
8536.28,4822
8538.25,4806
8540.23,4816
8542.20,4812
8544.10,4796
8546.10,4768
8548.10,4774
8550.10,4786
8552.10,4780
8554.00,4768
8555.98,4726
8557.95,4700
8559.93,4614
8561.90,4574
8563.90,4550
8565.88,4512
8567.85,4474
8569.83,4470
8571.80,4498
8573.80,4510
8575.78,4532
8577.75,4564
8579.73,4618
8581.70,4656
8583.70,4688
8585.68,4748
8587.65,4806
8589.63,4896
8591.60,4998
8593.60,5122
8595.58,5242
8597.55,5364
8599.53,5462
8601.50,5504
8603.50,5474
8605.48,5378
8607.45,5264
8609.43,5136
8611.40,5038
8613.30,4914
8615.30,4728
8617.30,4448
8619.30,4084
8621.30,3594
8623.20,3034
8625.18,2512
8627.15,2318
8629.13,2708
8631.10,3622
8633.10,4760
8635.08,6410
8637.05,6410
8639.03,6662
8641.00,6662
8643.00,6100
8644.98,6100
8646.95,5406
8648.93,5406
8650.90,4802
8652.90,4524
8654.88,4276
8656.85,4038
8658.83,3860
8660.80,3756
8662.80,3732
8664.78,3800
8666.75,3940
8668.73,4134
8670.70,4372
8672.70,4604
8674.68,4816
8676.65,5014
8678.63,5140
8680.60,5220
8682.50,5242
8684.50,5206
8686.50,5108
8688.50,4986
8690.50,4856
8692.40,4722
8694.38,4612
8696.35,4568
8698.33,4550
8700.30,4576
8702.30,4610
8704.28,4656
8706.25,4734
8708.23,4804
8710.20,4880
8712.20,4934
8714.18,4984
8716.15,5044
8718.13,5098
8720.10,5144
8722.10,5188
8724.08,5184
8726.05,5172
8728.03,5116
8730.00,5088
8732.00,5060
8733.98,4982
8735.95,4914
8737.93,4862
8739.90,4854
8741.90,4840
8743.88,4814
8745.85,4790
8747.83,4778
8749.80,4780
8751.70,4772
8753.68,4800
8755.65,4828
8757.63,4854
8759.60,4854
8761.60,4840
8763.58,4828
8765.55,4814
8767.53,4844
8769.50,4840
8771.50,4848
8773.48,4834
8775.45,4808
8777.43,4818
8779.40,4824
8781.40,4828
8783.38,4834
8785.35,4864
8787.33,4900
8789.30,4928
8791.30,4976
8793.28,5028
8795.25,5048
8797.23,5028
8799.20,4986
8801.20,4948
8803.18,4894
8805.15,4828
8807.13,4766
8809.10,4694
8811.10,4648
8813.08,4648
8815.05,4658
8817.03,4666
8819.00,4678
8820.90,4684
8822.90,4700
8824.90,4690
8826.90,4646
8828.90,4600
8830.80,4562
8832.78,4522
8834.75,4490
8836.73,4468
8838.70,4478
8840.70,4456
8842.68,4456
8844.65,4500
8846.63,4528
8848.60,4538
8850.60,4560
8852.58,4596
8854.55,4614
8856.53,4622
8858.50,4630
8860.50,4618
8862.48,4588
8864.45,4592
8866.43,4594
8868.40,4594
8870.40,4582
8872.38,4582
8874.35,4550
8876.33,4522
8878.30,4548
8880.30,4568
8882.28,4594
8884.25,4612
8886.23,4628
8888.20,4656
8890.10,4722
8892.08,4800
8894.05,4842
8896.03,4904
8898.00,4904
8900.00,4926
8901.98,4948
8903.95,4946
8905.93,4946
8907.90,4918
8909.90,4918
8911.88,4818
8913.85,4818
8915.83,4784
8917.80,4784
8919.80,4756
8921.78,4760
8923.75,4744
8925.73,4754
8927.70,4792
8929.70,4790
8931.68,4810
8933.65,4812
8935.63,4796
8937.60,4798
8939.60,4774
8941.58,4766
8943.55,4750
8945.53,4744
8947.50,4734
8949.50,4732
8951.48,4704
8953.45,4734
8955.43,4756
8957.40,4746
8959.30,4746
8961.28,4784
8963.25,4794
8965.23,4774
8967.20,4778
8969.20,4762
8971.18,4744
8973.15,4710
8975.13,4690
8977.10,4668
8979.10,4664
8981.08,4654
8983.05,4626
8985.03,4618
8987.00,4624
8989.00,4624
8990.98,4620
8992.95,4610
8994.93,4616
8996.90,4634
8998.90,4678
9000.88,4732
9002.85,4784
9004.83,4866
9006.80,4972
9008.80,5104
9010.78,5224
9012.75,5290
9014.73,5294
9016.70,5228
9018.70,5112
9020.68,5012
9022.65,4914
9024.63,4798
9026.60,4676
9028.50,4514
9030.48,4296
9032.45,3998
9034.43,3656
9036.40,3330
9038.40,3054
9040.38,2992
9042.35,3302
9044.33,3958
9046.30,4784
9048.30,5470
9050.28,5914
9052.25,6072
9054.23,5974
9056.20,5692
9058.20,5328
9060.18,4972
9062.15,4676
9064.13,4474
9066.10,4350
9068.10,4242
9070.08,4128
9072.05,4024
9074.03,3958
9076.00,3902
9078.00,3910
9079.98,3986
9081.95,4102
9083.93,4268
9085.90,4478
9087.90,4660
9089.88,4836
9091.85,5012
9093.83,5148
9095.80,5240
9097.70,5250
9099.68,5208
9101.65,5114
9103.63,4974
9105.60,4856
9107.60,4748
9109.58,4674
9111.55,4616
9113.53,4584
9115.50,4606
9117.50,4646
9119.48,4690
9121.45,4750
9123.43,4822
9125.40,4922
9127.40,5016
9129.38,5074
9131.35,5120
9133.33,5142
9135.30,5140
9137.30,5110
9139.28,5076
9141.25,5018
9143.23,4946
9145.20,4854
9147.20,4788
9149.18,4742
9151.15,4706
9153.13,4662
9155.10,4606
9157.10,4550
9159.08,4506
9161.05,4442
9163.03,4400
9165.00,4346
9166.90,4346
9168.88,4340
9170.85,4350
9172.83,4360
9174.80,4360
9176.80,4472
9178.78,4472
9180.75,4540
9182.73,4540
9184.70,4618
9186.70,4634
9188.68,4640
9190.65,4654
9192.63,4676
9194.60,4712
9196.60,4724
9198.58,4784
9200.55,4862
9202.53,4918
9204.50,4970
9206.50,5008
9208.48,5048
9210.45,5076
9212.43,5082
9214.40,5054
9216.40,5018
9218.38,4970
9220.35,4904
9222.33,4836
9224.30,4810
9226.30,4798
9228.28,4772
9230.25,4746
9232.23,4714
9234.20,4688
9236.10,4642
9238.08,4584
9240.05,4542
9242.03,4498
9244.00,4466
9246.00,4452
9247.98,4454
9249.95,4438
9251.93,4480
9253.90,4522
9255.90,4560
9257.88,4556
9259.85,4578
9261.83,4628
9263.80,4652
9265.80,4654
9267.78,4662
9269.75,4654
9271.73,4640
9273.70,4644
9275.70,4656
9277.68,4652
9279.65,4656
9281.63,4638
9283.60,4638
9285.60,4646
9287.58,4654
9289.55,4658
9291.53,4672
9293.50,4680
9295.50,4726
9297.48,4762
9299.45,4780
9301.43,4794
9303.40,4818
9305.30,4824
9307.28,4818
9309.25,4826
9311.23,4836
9313.20,4860
9315.20,4856
9317.18,4882
9319.15,4900
9321.13,4898
9323.10,4892
9325.10,4892
9327.08,4888
9329.05,4872
9331.03,4866
9333.00,4866
9335.00,4870
9336.98,4870
9338.95,4864
9340.93,4848
9342.90,4828
9344.90,4812
9346.88,4800
9348.85,4794
9350.83,4798
9352.80,4818
9354.80,4836
9356.78,4856
9358.75,4838
9360.73,4836
9362.70,4838
9364.70,4838
9366.68,4824
9368.65,4832
9370.63,4822
9372.60,4826
9374.50,4810
9376.48,4810
9378.45,4804
9380.43,4806
9382.40,4818
9384.40,4820
9386.38,4802
9388.35,4768
9390.33,4714
9392.30,4656
9394.30,4612
9396.28,4606
9398.25,4584
9400.23,4572
9402.20,4548
9404.20,4550
9406.18,4550
9408.15,4554
9410.13,4554
9412.10,4546
9414.10,4544
9416.08,4550
9418.05,4596
9420.03,4638
9422.00,4698
9424.00,4806
9425.98,4920
9427.95,5032
9429.93,5082
9431.90,5094
9433.90,4948
9435.88,4948
9437.85,4834
9439.83,4742
9441.80,4632
9443.70,4526
9445.68,4212
9447.65,4212
9449.63,3790
9451.60,3790
9453.60,3438
9455.58,3438
9457.55,3404
9459.53,3404
9461.50,4368
9463.50,4970
9465.48,5416
9467.45,5622
9469.43,5630
9471.40,5420
9473.40,5076
9475.38,4726
9477.35,4418
9479.33,4208
9481.30,4088
9483.30,4030
9485.28,4016
9487.25,3974
9489.23,3900
9491.20,3854
9493.20,3844
9495.18,3894
9497.15,3990
9499.13,4124
9501.10,4274
9503.10,4456
9505.08,4628
9507.05,4776
9509.03,4856
9511.00,4912
9512.90,4912
9514.88,4862
9516.85,4746
9518.83,4630
9520.80,4520
9522.80,4406
9524.78,4316
9526.75,4232
9528.73,4176
9530.70,4134
9532.70,4110
9534.68,4114
9536.65,4134
9538.63,4198
9540.60,4270
9542.60,4354
9544.58,4444
9546.55,4510
9548.53,4600
9550.50,4658
9552.50,4704
9554.48,4764
9556.45,4790
9558.43,4774
9560.40,4780
9562.40,4776
9564.38,4750
9566.35,4764
9568.33,4758
9570.30,4764
9572.30,4758
9574.28,4762
9576.25,4754
9578.23,4750
9580.20,4766
9582.10,4782
9584.08,4772
9586.05,4780
9588.03,4788
9590.00,4828
9592.00,4874
9593.98,4920
9595.95,4978
9597.93,5032
9599.90,5080
9601.90,5098
9603.88,5104
9605.85,5120
9607.83,5122
9609.80,5106
9611.80,5110
9613.78,5108
9615.75,5094
9617.73,5092
9619.70,5098
9621.70,5122
9623.68,5134
9625.65,5156
9627.63,5154
9629.60,5168
9631.60,5134
9633.58,5090
9635.55,5036
9637.53,4972
9639.50,4916
9641.50,4840
9643.48,4776
9645.45,4706
9647.43,4654
9649.40,4624
9651.30,4574
9653.28,4520
9655.25,4444
9657.23,4410
9659.20,4386
9661.20,4364
9663.18,4338
9665.15,4334
9667.13,4344
9669.10,4394
9671.10,4428
9673.08,4460
9675.05,4510
9677.03,4552
9679.00,4566
9681.00,4570
9682.98,4548
9684.95,4570
9686.93,4608
9688.90,4634
9690.90,4636
9692.88,4650
9694.85,4662
9696.83,4656
9698.80,4654
9700.80,4648
9702.78,4670
9704.75,4706
9706.73,4714
9708.70,4706
9710.70,4716
9712.68,4750
9714.65,4820
9716.63,4820
9718.60,4960
9720.50,4960
9722.48,5128
9724.45,5128
9726.43,5276
9728.40,5276
9730.40,5368
9732.38,5422
9734.35,5454
9736.33,5464
9738.30,5462
9740.30,5458
9742.28,5434
9744.25,5408
9746.23,5354
9748.20,5318
9750.20,5268
9752.18,5218
9754.15,5200
9756.13,5186
9758.10,5184
9760.10,5182
9762.08,5164
9764.05,5168
9766.03,5130
9768.00,5090
9770.00,5050
9771.98,5028
9773.95,4990
9775.93,4988
9777.90,5002
9779.80,5044
9781.80,5086
9783.80,5092
9785.80,5082
9787.80,5064
9789.70,5090
9791.68,5088
9793.65,5060
9795.63,5044
9797.60,5030
9799.60,4988
9801.58,4978
9803.55,4992
9805.53,4996
9807.50,5004
9809.50,4992
9811.48,4972
9813.45,4952
9815.43,4920
9817.40,4884
9819.40,4878
9821.38,4870
9823.35,4844
9825.33,4804
9827.30,4788
9829.30,4762
9831.28,4756
9833.25,4786
9835.23,4792
9837.20,4822
9839.20,4896
9841.18,4972
9843.15,5090
9845.13,5228
9847.10,5398
9849.10,5536
9851.08,5662
9853.05,5776
9855.03,5798
9857.00,5716
9858.90,5568
9860.88,5370
9862.85,5128
9864.83,4852
9866.80,4556
9868.80,4250
9870.78,3952
9872.75,3750
9874.73,3704
9876.70,3718
9878.70,3750
9880.68,3916
9882.65,4264
9884.63,4788
9886.60,5376
9888.60,5876
9890.58,6160
9892.55,6202
9894.53,6070
9896.50,5814
9898.50,5492
9900.48,5198
9902.45,4968
9904.43,4786
9906.40,4602
9908.40,4478
9910.38,4356
9912.35,4268
9914.33,4226
9916.30,4256
9918.20,4336
9920.20,4470
9922.20,4618
9924.20,4788
9926.20,4964
9928.10,5124
9930.08,5300
9932.05,5432
9934.03,5534
9936.00,5580
9938.00,5564
9939.98,5500
9941.95,5388
9943.93,5252
9945.90,5136
9947.90,5052
9949.88,4994
9951.85,4996
9953.83,5052
9955.80,5168
9957.80,5314
9959.78,5446
9961.75,5538
9963.73,5630
9965.70,5758
9967.70,5838
9969.68,5892
9971.65,5926
9973.63,5948
9975.60,5920
9977.60,5920
9979.58,5762
9981.55,5762
9983.53,5576
9985.50,5576
9987.50,5394
9989.48,5394
9991.45,5280
9993.43,5224
9995.40,5186
9997.30,5118
9999.28,5070
10001.25,5084
10003.22,5126
10005.20,5138
10007.20,5148
10009.17,5158
10011.15,5176
10013.13,5166
10015.10,5180
10017.10,5200
10019.08,5194
10021.05,5210
10023.03,5248
10025.00,5262
10027.00,5272
10028.97,5274
10030.95,5284
10032.92,5318
10034.90,5334
10036.90,5394
10038.88,5442
10040.85,5500
10042.83,5552
10044.80,5606
10046.80,5630
10048.78,5666
10050.75,5662
10052.72,5630
10054.70,5600
10056.60,5574
10058.60,5536
10060.60,5502
10062.60,5462
10064.60,5434
10066.50,5376
10068.47,5358
10070.45,5332
10072.42,5324
10074.40,5330
10076.40,5304
10078.38,5290
10080.35,5236
10082.33,5178
10084.30,5126
10086.30,5088
10088.28,5078
10090.25,5080
10092.22,5088
10094.20,5094
10096.20,5082
10098.17,5116
10100.15,5178
10102.13,5220
10104.10,5250
10106.10,5292
10108.08,5334
10110.05,5338
10112.03,5344
10114.00,5366
10116.00,5340
10117.97,5344
10119.95,5338
10121.92,5314
10123.90,5282
10125.80,5298
10127.80,5326
10129.80,5374
10131.80,5400
10133.80,5420
10135.70,5456
10137.67,5488
10139.65,5514
10141.63,5554
10143.60,5566
10145.60,5590
10147.58,5618
10149.55,5644
10151.53,5666
10153.50,5660
10155.50,5676
10157.47,5686
10159.45,5708
10161.42,5694
10163.40,5692
10165.40,5684
10167.38,5670
10169.35,5642
10171.33,5598
10173.30,5554
10175.30,5518
10177.28,5470
10179.25,5446
10181.22,5440
10183.20,5434
10185.20,5438
10187.17,5446
10189.15,5440
10191.13,5462
10193.10,5504
10195.00,5510
10197.00,5524
10199.00,5568
10201.00,5588
10203.00,5590
10204.90,5586
10206.88,5572
10208.85,5564
10210.83,5540
10212.80,5540
10214.80,5544
10216.78,5564
10218.75,5542
10220.72,5524
10222.70,5542
10224.70,5518
10226.67,5506
10228.65,5508
10230.63,5462
10232.60,5384
10234.60,5384
10236.58,5356
10238.55,5346
10240.53,5364
10242.50,5342
10244.50,5352
10246.47,5352
10248.45,5344
10250.42,5344
10252.40,5350
10254.40,5350
10256.38,5418
10258.35,5490
10260.33,5596
10262.30,5690
10264.20,5836
10266.20,6026
10268.20,6208
10270.20,6374
10272.20,6488
10274.10,6534
10276.08,6468
10278.05,6296
10280.03,6056
10282.00,5798
10284.00,5568
10285.97,5364
10287.95,5146
10289.92,4918
10291.90,4696
10293.90,4492
10295.88,4326
10297.85,4124
10299.83,3950
10301.80,4010
10303.80,4464
10305.78,5224
10307.75,6050
10309.72,6650
10311.70,6934
10313.70,6952
10315.67,6850
10317.65,6702
10319.63,6496
10321.60,6228
10323.60,5944
10325.58,5622
10327.55,5344
10329.53,5068
10331.50,4852
10333.40,4658
10335.40,4528
10337.40,4450
10339.40,4454
10341.40,4530
10343.30,4708
10345.28,4934
10347.25,5144
10349.22,5360
10351.20,5538
10353.20,5660
10355.17,5750
10357.15,5764
10359.13,5736
10361.10,5656
10363.10,5554
10365.08,5430
10367.05,5344
10369.03,5294
10371.00,5258
10373.00,5260
10374.97,5288
10376.95,5306
10378.92,5354
10380.90,5436
10382.90,5518
10384.88,5602
10386.85,5704
10388.83,5758
10390.80,5800
10392.80,5852
10394.78,5862
10396.75,5856
10398.72,5860
10400.70,5852
10402.60,5840
10404.60,5806
10406.60,5738
10408.60,5670
10410.60,5646
10412.50,5626
10414.47,5642
10416.45,5626
10418.42,5598
10420.40,5576
10422.40,5570
10424.38,5532
10426.35,5496
10428.33,5486
10430.30,5460
10432.30,5442
10434.28,5430
10436.25,5414
10438.22,5406
10440.20,5374
10442.20,5348
10444.17,5348
10446.15,5340
10448.13,5322
10450.10,5314
10452.10,5304
10454.08,5294
10456.05,5298
10458.03,5366
10460.00,5450
10462.00,5540
10463.97,5664
10465.95,5772
10467.92,5884
10469.90,5962
10471.80,5992
10473.80,5984
10475.80,5944
10477.80,5872
10479.80,5794
10481.70,5682
10483.67,5600
10485.65,5542
10487.63,5532
10489.60,5532
10491.60,5532
10493.58,5568
10495.55,5568
10497.53,5556
10499.50,5546
10501.50,5546
10503.47,5510
10505.45,5450
10507.42,5450
10509.40,5348
10511.40,5348
10513.38,5328
10515.35,5328
10517.33,5362
10519.30,5368
10521.30,5338
10523.28,5338
10525.25,5362
10527.22,5394
10529.20,5406
10531.20,5434
10533.17,5472
10535.15,5518
10537.13,5524
10539.10,5514
10541.00,5518
10543.00,5520
10545.00,5508
10547.00,5512
10549.00,5512
10550.90,5510
10552.88,5526
10554.85,5570
10556.83,5606
10558.80,5616
10560.80,5620
10562.78,5626
10564.75,5602
10566.72,5582
10568.70,5588
10570.70,5574
10572.67,5536
10574.65,5514
10576.63,5496
10578.60,5464
10580.60,5468
10582.58,5480
10584.55,5474
10586.53,5448
10588.50,5474
10590.50,5466
10592.47,5456
10594.45,5462
10596.42,5464
10598.40,5450
10600.40,5436
10602.38,5434
10604.35,5434
10606.33,5402
10608.30,5392
10610.20,5392
10612.20,5420
10614.20,5474
10616.20,5484
10618.20,5504
10620.10,5504
10622.08,5518
10624.05,5518
10626.03,5508
10628.00,5506
10630.00,5508
10631.97,5496
10633.95,5486
10635.92,5486
10637.90,5490
10639.90,5474
10641.88,5470
10643.85,5456
10645.83,5428
10647.80,5420
10649.80,5388
10651.78,5362
10653.75,5300
10655.72,5238
10657.70,5216
10659.70,5222
10661.67,5224
10663.65,5242
10665.63,5262
10667.60,5288
10669.60,5324
10671.58,5342
10673.55,5382
10675.53,5416
10677.50,5480
10679.40,5548
10681.40,5596
10683.40,5682
10685.40,5786
10687.40,5930
10689.30,6086
10691.28,6244
10693.25,6368
10695.22,6442
10697.20,6400
10699.20,6274
10701.17,6070
10703.15,5798
10705.13,5514
10707.10,5204
10709.10,4866
10711.08,4540
10713.05,4252
10715.03,3924
10717.00,3498
10719.00,2988
10720.97,2726
10722.95,2986
10724.92,3812
10726.90,4982
10728.90,6162
10730.88,7044
10732.85,7506
10734.83,7566
10736.80,7314
10738.80,6884
10740.78,6426
10742.75,5960
10744.72,5530
10746.70,5146
10748.60,4826
10750.60,4572
10752.60,4362
10754.60,4278
10756.60,4330
10758.50,4462
10760.47,4676
10762.45,5182
10764.42,5182
10766.40,5384
10768.40,5578
10770.38,5854
10772.35,5854
10774.33,6066
10776.30,6066
10778.30,6034
10780.28,6034
10782.25,5692
10784.22,5498
10786.20,5324
10788.20,5224
10790.17,5162
10792.15,5136
10794.13,5172
10796.10,5230
10798.10,5286
10800.08,5384
10802.05,5456
10804.03,5520
10806.00,5580
10808.00,5610
10809.97,5626
10811.95,5680
10813.92,5700
10815.90,5668
10817.80,5632
10819.80,5610
10821.80,5568
10823.80,5550
10825.80,5536
10827.70,5488
10829.67,5490
10831.65,5506
10833.63,5526
10835.60,5522
10837.60,5518
10839.58,5498
10841.55,5468
10843.53,5438
10845.50,5422
10847.50,5380
10849.47,5370
10851.45,5368
10853.42,5356
10855.40,5368
10857.40,5382
10859.38,5382
10861.35,5396
10863.33,5414
10865.30,5428
10867.30,5402
10869.28,5388
10871.25,5372
10873.22,5364
10875.20,5370
10877.20,5390
10879.17,5410
10881.15,5436
10883.13,5462
10885.10,5502
10887.00,5584
10889.00,5680
10891.00,5738
10893.00,5770
10895.00,5792
10896.90,5766
10898.88,5714
10900.85,5612
10902.83,5550
10904.80,5496
10906.80,5434
10908.78,5390
10910.75,5380
10912.72,5348
10914.70,5326
10916.70,5308
10918.67,5292
10920.65,5270
10922.63,5244
10924.60,5222
10926.60,5186
10928.58,5164
10930.55,5150
10932.53,5114
10934.50,5114
10936.50,5142
10938.47,5168
10940.45,5220
10942.42,5260
10944.40,5302
10946.40,5342
10948.38,5376
10950.35,5426
10952.33,5458
10954.30,5440
10956.20,5404
10958.20,5388
10960.20,5398
10962.20,5400
10964.20,5452
10966.10,5492
10968.08,5510
10970.05,5496
10972.03,5490
10974.00,5486
10976.00,5486
10977.97,5484
10979.95,5458
10981.92,5458
10983.90,5464
10985.90,5486
10987.88,5468
10989.85,5486
10991.83,5524
10993.80,5550
10995.80,5576
10997.78,5610
10999.75,5610
11001.72,5590
11003.70,5568
11005.70,5558
11007.67,5554
11009.65,5540
11011.63,5520
11013.60,5524
11015.60,5548
11017.58,5548
11019.55,5586
11021.53,5612
11023.50,5684
11025.40,5684
11027.40,5720
11029.40,5720
11031.40,5690
11033.40,5690
11035.30,5648
11037.28,5648
11039.25,5610
11041.22,5610
11043.20,5570
11045.20,5530
11047.17,5534
11049.15,5538
11051.13,5514
11053.10,5478
11055.10,5466
11057.08,5454
11059.05,5448
11061.03,5430
11063.00,5402
11065.00,5374
11066.97,5350
11068.95,5306
11070.92,5264
11072.90,5190
11074.90,5138
11076.88,5120
11078.85,5132
11080.83,5144
11082.80,5164
11084.80,5188
11086.78,5206
11088.75,5250
11090.72,5282
11092.70,5302
11094.60,5330
11096.60,5364
11098.60,5410
11100.60,5466
11102.60,5532
11104.50,5634
11106.47,5754
11108.45,5902
11110.42,6032
11112.40,6136
11114.40,6148
11116.38,6060
11118.35,5882
11120.33,5638
11122.30,5330
11124.30,5046
11126.28,4772
11128.25,4544
11130.22,4390
11132.20,4212
11134.20,3888
11136.17,3358
11138.15,2814
11140.13,2650
11142.10,3138
11144.10,4150
11146.08,5338
11148.05,6320
11150.03,6918
11152.00,7150
11154.00,7110
11155.97,6876
11157.95,6512
11159.92,6058
11161.90,5572
11163.80,5126
11165.80,4746
11167.80,4446
11169.80,4242
11171.80,4134
11173.70,4082
11175.67,4164
11177.65,4356
11179.63,4670
11181.60,4988
11183.60,5240
11185.58,5398
11187.55,5502
11189.53,5582
11191.50,5676
11193.50,5742
11195.47,5772
11197.45,5744
11199.42,5656
11201.40,5474
11203.40,5272
11205.38,5110
11207.35,4950
11209.33,4816
11211.30,4744
11213.30,4722
11215.28,4746
11217.25,4824
11219.22,4926
11221.20,5024
11223.20,5134
11225.17,5260
11227.15,5392
11229.13,5516
11231.10,5578
11233.00,5606
11235.00,5620
11237.00,5582
11239.00,5520
11241.00,5446
11242.90,5376
11244.88,5342
11246.85,5322
11248.83,5334
11250.80,5358
11252.80,5360
11254.78,5350
11256.75,5368
11258.72,5368
11260.70,5358
11262.70,5370
11264.67,5374
11266.65,5378
11268.63,5362
11270.60,5362
11272.60,5366
11274.58,5366
11276.55,5378
11278.53,5378
11280.50,5370
11282.50,5390
11284.47,5424
11286.45,5424
11288.42,5418
11290.40,5418
11292.40,5400
11294.38,5400
11296.35,5300
11298.33,5300
11300.30,5256
11302.20,5258
11304.17,5304
11306.15,5360
11308.13,5410
11310.10,5442
11312.10,5520
11314.08,5570
11316.05,5584
11318.03,5564
11320.00,5516
11322.00,5426
11323.97,5362
11325.95,5296
11327.92,5264
11329.90,5214
11331.90,5142
11333.88,5108
11335.85,5108
11337.83,5118
11339.80,5148
11341.80,5178
11343.78,5204
11345.75,5198
11347.72,5150
11349.70,5106
11351.70,5068
11353.67,5034
11355.65,5006
11357.63,4950
11359.60,4928
11361.60,4914
11363.58,4920
11365.55,4958
11367.53,4986
11369.50,5012
11371.40,5068
11373.40,5114
11375.40,5144
11377.40,5176
11379.40,5190
11381.30,5198
11383.28,5218
11385.25,5220
11387.22,5228
11389.20,5242
11391.20,5266
11393.17,5256
11395.15,5254
11397.13,5258
11399.10,5262
11401.10,5258
11403.08,5246
11405.05,5232
11407.03,5264
11409.00,5288
11411.00,5312
11412.97,5320
11414.95,5314
11416.92,5324
11418.90,5332
11420.90,5336
11422.88,5340
11424.85,5306
11426.83,5276
11428.80,5266
11430.80,5242
11432.78,5238
11434.75,5236
11436.72,5260
11438.70,5292
11440.60,5312
