t,pcg
1558.1,26
1559.1,41
1560.1,51
1561.1,63
1562.1,79
1563.1,90
1564.1,96
1565.1,99
1566.1,97
1567.1,100
1568.1,111
1569.1,115
1570.1,113
1571.1,112
1572.1,106
1573.1,98
1574.1,91
1575.1,87
1576.1,85
1577.1,81
1578.1,73
1579.1,71
1580.1,82
1581.1,86
1582.1,87
1583.1,95
1584.1,95
1585.1,85
1586.1,82
1587.1,87
1588.1,86
1589.1,77
1590.1,69
1591.1,60
1592.1,50
1593.1,46
1594.1,48
1595.1,48
1596.1,44
1597.1,39
1598.1,34
1599.1,33
1600.1,35
1601.1,39
1602.1,36
1603.1,31
1604.1,34
1605.1,40
1606.1,40
1607.1,30
1608.1,16
1609.1,15
1610.1,26
1611.1,24
1612.1,8
1613.1,0
1614.1,-1
1615.1,-10
1616.1,-20
1617.1,-25
1618.1,-27
1619.1,-29
1620.1,-38
1621.1,-48
1622.1,-43
1623.1,-26
1624.1,-19
1625.1,-29
1626.1,-37
1627.1,-31
1628.1,-14
1629.1,-4
1630.1,-8
1631.1,-11
1632.1,-7
1633.1,-11
1634.1,-20
1635.1,-19
1636.1,-12
1637.1,-14
1638.1,-23
1639.1,-32
1640.1,-40
1641.1,-39
1642.1,-38
1643.1,-48
1644.1,-53
1645.1,-44
1646.1,-32
1647.1,-27
1648.1,-29
1649.1,-30
1650.1,-24
1651.1,-13
1652.1,-5
1653.1,-9
1654.1,-17
1655.1,-17
1656.1,-12
1657.1,-13
1658.1,-15
1659.1,-16
1660.1,-21
1661.1,-28
1662.1,-30
1663.1,-25
1664.1,-21
1665.1,-22
1666.1,-26
1667.1,-23
1668.1,-17
1669.1,-14
1670.1,-9
1671.1,-3
1672.1,-1
1673.1,-1
1674.1,4
1675.1,10
1676.1,7
1677.1,-1
1678.1,-1
1679.1,7
1680.1,10
1681.1,8
1682.1,6
1683.1,1
1684.1,2
1685.1,11
1686.1,19
1687.1,25
1688.1,23
1689.1,22
1690.1,29
1691.1,31
1692.1,33
1693.1,44
1694.1,29
1695.1,-17
1696.1,-33
1697.1,-17
1698.1,-21
1699.1,-56
1700.1,-68
1701.1,-25
1702.1,14
1703.1,29
1704.1,69
1705.1,125
1706.1,159
1707.1,175
1708.1,168
1709.1,130
1710.1,89
1711.1,70
1712.1,53
1713.1,28
1714.1,3
1715.1,-17
1716.1,-34
1717.1,-55
1718.1,-81
1719.1,-93
1720.1,-80
1721.1,-61
1722.1,-61
1723.1,-70
1724.1,-80
1725.1,-82
1726.1,-70
1727.1,-67
1728.1,-81
1729.1,-86
1730.1,-76
1731.1,-72
1732.1,-75
1733.1,-73
1734.1,-63
1735.1,-48
1736.1,-33
1737.1,-21
1738.1,-3
1739.1,26
1740.1,49
1741.1,61
1742.1,76
1743.1,97
1744.1,114
1745.1,116
1746.1,109
1747.1,105
1748.1,108
1749.1,105
1750.1,88
1751.1,63
1752.1,37
1753.1,20
1754.1,2
1755.1,-24
1756.1,-40
1757.1,-38
1758.1,-44
1759.1,-55
1760.1,-48
1761.1,-33
1762.1,-21
1763.1,-11
1764.1,-1
1765.1,8
1766.1,23
1767.1,33
1768.1,29
1769.1,27
1770.1,26
1771.11,17
1772.12,14
1773.13,12
1774.14,0
1775.15,-13
1776.16,-26
1777.17,-31
1778.18,-25
1779.19,-25
1780.2,-33
1781.2,-37
1782.2,-33
1783.2,-21
1784.2,-10
1785.2,-15
1786.2,-19
1787.2,-2
1788.2,16
1789.2,14
1790.2,9
1791.2,10
1792.2,10
1793.2,14
1794.2,11
1795.2,1
1796.2,10
1797.2,18
1798.2,4
1799.2,-9
1800.2,-9
1801.2,4
1802.2,4
1803.2,-14
1804.2,-19
1805.2,-9
1806.2,-3
1807.2,-7
1808.2,-13
1809.2,-17
1810.2,-17
1811.2,-14
1812.2,-18
1813.2,-20
1814.2,-22
1815.2,-32
1816.2,-34
1817.2,-26
1818.2,-29
1819.2,-31
1820.2,-18
1821.2,-25
1822.2,-44
1823.2,-35
1824.2,-13
1825.2,-9
1826.2,-19
1827.2,-26
1828.2,-17
1829.2,-2
1830.2,4
1831.2,0
1832.2,-12
1833.2,-15
1834.2,2
1835.2,10
1836.2,7
1837.2,3
1838.2,-5
1839.2,-2
1840.2,7
1841.2,-1
1842.2,-12
1843.2,-7
1844.2,1
1845.2,-9
1846.2,-16
1847.2,-6
1848.2,-3
1849.2,-6
1850.2,-2
1851.2,-2
1852.2,4
1853.2,17
1854.2,12
1855.2,6
1856.2,11
1857.2,14
1858.2,19
1859.2,16
1860.2,5
1861.2,1
1862.2,0
1863.2,6
1864.2,16
1865.2,13
1866.2,3
1867.2,3
1868.2,13
1869.2,22
1870.2,22
1871.2,19
1872.2,19
1873.2,19
1874.2,14
1875.2,11
1876.2,18
1877.2,22
1878.2,17
1879.2,13
1880.2,14
1881.2,21
1882.2,24
1883.2,12
1884.2,1
1885.2,5
1886.2,12
1887.2,17
1888.2,10
1889.2,-7
1890.2,-10
1891.2,-2
1892.2,5
1893.2,3
1894.2,-6
1895.2,-5
1896.2,8
1897.2,12
1898.2,4
1899.2,6
1900.2,17
1901.2,19
1902.2,10
1903.2,7
1904.2,11
1905.2,18
1906.2,22
1907.2,10
1908.2,-6
1909.2,1
1910.2,16
1911.2,12
1912.2,-7
1913.2,-15
1914.2,-14
1915.2,-21
1916.2,-25
1917.2,-27
1918.2,-38
1919.2,-47
1920.2,-53
1921.2,-53
1922.2,-37
1923.2,-31
1924.2,-37
1925.2,-39
1926.2,-32
1927.2,-22
1928.2,-15
1929.2,-15
1930.2,-17
1931.2,-13
1932.2,-2
1933.2,4
1934.2,3
1935.2,11
1936.2,19
1937.2,14
1938.2,11
1939.2,20
1940.2,25
1941.2,21
1942.2,11
1943.2,3
1944.2,1
1945.2,-1
1946.2,-3
1947.2,-9
1948.2,-12
1949.2,-11
1950.2,-13
1951.2,-12
1952.2,-5
1953.2,-9
1954.2,-17
1955.2,-9
1956.2,1
1957.2,0
1958.2,2
1959.2,5
1960.2,-1
1961.2,-9
1962.2,-6
1963.2,3
1964.2,2
1965.2,-11
1966.2,-17
1967.2,-10
1968.2,0
1969.2,5
1970.2,2
1971.2,-6
1972.2,-2
1973.2,8
1974.2,3
1975.2,-3
1976.2,6
1977.2,9
1978.2,0
1979.2,-1
1980.2,6
1981.2,6
1982.2,6
1983.2,8
1984.2,6
1985.2,4
1986.2,11
1987.2,20
1988.2,23
1989.2,17
1990.2,12
1991.2,16
1992.2,16
1993.2,9
1994.2,7
1995.2,10
