t,az
1032.58,106
1034.55,116
1036.53,160
1038.50,212
1040.50,296
1042.48,368
1044.45,430
1046.43,502
1048.40,550
1050.40,572
1052.38,592
1054.35,554
1056.33,488
1058.30,444
1060.20,418
1062.20,398
1064.20,414
1066.20,430
1068.20,464
1070.10,508
1072.08,544
1074.05,574
1076.03,606
1078.00,622
1080.00,616
1081.98,602
1083.95,594
1085.93,580
1087.90,546
1089.90,506
1091.88,448
1093.85,370
1095.83,310
1097.80,240
1099.80,142
1101.78,50
1103.75,-26
1105.73,-80
1107.70,-146
1109.70,-202
1111.68,-248
1113.65,-290
1115.63,-326
1117.60,-356
1119.60,-322
1121.58,-300
1123.55,-238
1125.53,-166
1127.50,-122
1129.40,-66
1131.40,-24
1133.40,46
1135.40,118
1137.40,196
1139.30,250
1141.28,300
1143.25,352
1145.23,412
1147.20,444
1149.20,470
1151.18,486
1153.15,494
1155.13,480
1157.10,478
1159.10,470
1161.08,472
1163.05,466
1165.03,458
1167.00,422
1169.00,420
1170.98,430
1172.95,438
1174.93,432
1176.90,406
1178.90,400
1180.88,412
1182.85,442
1184.83,470
1186.80,470
1188.80,470
1190.78,454
1192.75,448
1194.73,442
1196.70,428
1198.60,412
1200.60,386
1202.60,350
1204.60,330
1206.60,280
1208.50,280
1210.48,264
1212.45,266
1214.43,260
1216.40,266
1218.40,298
1220.38,282
1222.35,268
1224.33,266
1226.30,260
1228.30,270
1230.28,278
1232.25,292
1234.23,314
1236.20,324
1238.20,320
1240.18,300
1242.15,300
1244.13,296
1246.10,298
1248.10,330
1250.08,324
1252.05,342
1254.03,342
1256.00,346
1258.00,346
1259.98,346
1261.95,346
1263.93,352
1265.90,338
1267.80,346
1269.80,352
1271.80,340
1273.80,348
1275.80,370
1277.70,386
1279.68,412
1281.65,412
1283.63,422
1285.60,408
1287.60,370
1289.58,322
1291.55,286
1293.53,298
1295.50,308
1297.50,310
1299.48,340
1301.45,362
1303.43,354
1305.40,368
1307.40,354
1309.38,310
1311.35,296
1313.33,306
1315.30,306
1317.30,334
1319.28,370
1321.25,418
1323.23,428
1325.20,452
1327.20,472
1329.18,488
1331.15,512
1333.13,538
1335.10,564
1337.00,570
1339.00,568
1341.00,540
1343.00,522
1345.00,526
1346.90,526
1348.88,540
1350.85,552
1352.83,542
1354.80,488
1356.80,446
1358.78,430
1360.75,426
1362.73,440
1364.70,444
1366.70,430
1368.68,438
1370.65,478
1372.63,480
1374.60,474
1376.60,458
1378.58,460
1380.55,468
1382.53,484
1384.50,464
1386.50,410
1388.48,390
1390.45,378
1392.43,360
1394.40,398
1396.40,376
1398.38,364
1400.35,386
1402.33,386
1404.30,400
1406.20,400
1408.20,396
1410.20,412
1412.20,422
1414.20,398
1416.10,360
1418.08,374
1420.05,368
1422.03,360
1424.00,378
1426.00,368
1427.98,352
1429.95,340
1431.93,344
1433.90,380
1435.90,400
1437.88,406
1439.85,416
1441.83,436
1443.80,420
1445.80,424
1447.78,456
1449.75,442
1451.73,422
1453.70,392
1455.70,388
1457.68,372
1459.65,370
1461.63,366
1463.60,350
1465.60,320
1467.58,324
1469.55,336
1471.53,346
1473.50,332
1475.40,348
1477.40,320
1479.40,306
1481.40,284
1483.40,278
1485.30,280
1487.28,270
1489.25,248
1491.23,248
1493.20,246
1495.20,286
1497.18,308
1499.15,302
1501.13,338
1503.10,338
1505.10,386
1507.08,386
1509.05,452
1511.03,452
1513.00,468
1515.00,460
1516.98,416
1518.95,382
1520.93,346
1522.90,298
1524.90,266
1526.88,234
1528.85,216
1530.83,184
1532.80,172
1534.80,162
1536.78,150
1538.75,122
1540.73,102
1542.70,104
1544.60,120
1546.60,116
1548.60,102
1550.60,110
1552.60,108
1554.50,126
1556.48,164
1558.45,190
1560.43,234
1562.40,306
1564.40,356
1566.38,434
1568.35,478
1570.33,520
1572.30,542
1574.30,530
1576.28,520
1578.25,492
1580.23,456
1582.20,466
1584.20,476
1586.18,476
1588.15,494
1590.13,506
1592.10,500
1594.10,514
1596.08,526
1598.05,564
1600.03,586
1602.00,598
1604.00,618
1605.98,628
1607.95,628
1609.93,624
1611.90,594
1613.80,542
1615.80,476
1617.80,406
1619.80,324
1621.80,242
1623.70,160
1625.68,70
1627.65,6
1629.63,-72
1631.60,-168
1633.60,-224
1635.58,-242
1637.55,-250
1639.53,-266
1641.50,-260
1643.50,-236
1645.48,-186
1647.45,-108
1649.43,-40
1651.40,10
1653.40,62
1655.38,120
1657.35,190
1659.33,252
1661.30,328
1663.30,392
1665.28,464
1667.25,502
1669.23,526
1671.20,538
1673.20,574
1675.18,592
1677.15,596
1679.13,584
1681.10,578
1683.00,550
1685.00,530
1687.00,502
1689.00,474
1691.00,480
1692.90,502
1694.88,514
1696.85,508
1698.83,508
1700.80,512
1702.80,514
1704.78,478
1706.75,440
1708.73,404
1710.70,384
1712.70,400
1714.68,400
1716.65,396
1718.63,382
1720.60,382
1722.60,376
1724.58,370
1726.55,350
1728.53,350
1730.50,350
1732.50,370
1734.48,378
1736.45,358
1738.43,336
1740.40,326
1742.40,340
1744.38,334
1746.35,290
1748.33,280
1750.30,264
1752.20,264
1754.20,250
1756.20,242
1758.20,222
1760.20,222
1762.10,224
1764.08,224
1766.05,212
1768.03,212
1770.00,218
1772.00,228
1773.98,218
1775.95,214
1777.93,230
1779.90,230
1781.90,220
1783.88,222
1785.85,236
1787.83,244
1789.80,268
1791.80,264
1793.78,266
1795.75,276
1797.73,304
1799.70,352
1801.70,382
1803.68,376
1805.65,368
1807.63,354
1809.60,348
1811.60,336
1813.58,318
1815.55,318
1817.53,316
1819.50,324
1821.40,320
1823.40,320
1825.40,328
1827.40,350
1829.40,324
1831.30,292
1833.28,258
1835.25,246
1837.23,250
1839.20,276
1841.20,296
1843.18,316
1845.15,328
1847.13,348
1849.10,350
1851.10,352
1853.08,370
1855.05,400
1857.03,392
1859.00,388
1861.00,414
1862.98,438
1864.95,440
1866.93,422
1868.90,398
1870.90,394
1872.88,396
1874.85,388
1876.83,356
1878.80,310
1880.80,328
1882.78,350
1884.75,360
1886.73,382
1888.70,412
1890.60,400
1892.58,400
1894.55,414
1896.53,394
1898.50,374
1900.50,364
1902.48,352
1904.45,350
1906.43,344
1908.40,344
1910.40,346
1912.38,332
1914.35,334
1916.33,314
1918.30,300
1920.30,298
1922.28,298
1924.25,286
1926.23,286
1928.20,292
1930.20,310
1932.18,326
1934.15,326
1936.13,328
1938.10,322
1940.10,328
1942.08,312
1944.05,330
1946.03,352
1948.00,368
1950.00,356
1951.98,338
1953.95,334
1955.93,328
1957.90,310
1959.80,306
1961.80,334
1963.80,322
1965.80,316
1967.80,314
1969.70,332
1971.68,324
1973.65,276
1975.63,260
1977.60,268
1979.60,252
1981.58,254
1983.55,230
1985.53,204
1987.50,206
1989.50,226
1991.48,236
1993.45,232
1995.43,230
1997.40,194
1999.40,184
2001.38,176
2003.35,168
2005.33,168
2007.30,170
2009.30,170
2011.28,164
2013.25,164
2015.23,196
2017.20,196
2019.20,226
2021.18,252
2023.15,300
2025.13,340
2027.10,366
2029.00,402
2030.98,450
2032.95,470
2034.93,460
2036.90,440
2038.90,404
2040.88,376
2042.85,330
2044.83,296
2046.80,242
2048.80,230
2050.78,220
2052.75,200
2054.73,188
2056.70,170
2058.70,148
2060.68,150
2062.65,152
2064.63,136
2066.60,126
2068.60,126
2070.58,120
2072.55,126
2074.53,112
2076.50,102
2078.50,104
2080.48,148
2082.45,170
2084.43,188
2086.40,208
2088.40,258
2090.38,298
2092.35,314
2094.33,294
2096.30,250
2098.20,218
2100.20,210
2102.20,210
2104.20,220
2106.20,276
2108.10,334
2110.08,384
2112.05,430
2114.03,480
2116.00,504
2118.00,554
2119.98,576
2121.95,568
2123.93,538
2125.90,544
2127.90,530
2129.88,498
2131.85,448
2133.83,392
2135.80,342
2137.80,274
2139.78,194
2141.75,114
2143.73,30
2145.70,-44
2147.70,-122
2149.68,-180
2151.65,-248
2153.63,-312
2155.60,-338
2157.60,-358
2159.58,-368
2161.55,-396
2163.53,-360
2165.50,-328
2167.40,-274
2169.38,-212
2171.35,-116
2173.33,-36
2175.30,20
2177.30,60
2179.28,114
2181.25,182
2183.23,258
2185.20,316
2187.20,360
2189.18,404
2191.15,400
2193.13,420
2195.10,450
2197.10,458
2199.08,464
2201.05,452
2203.03,424
2205.00,406
2207.00,386
2208.98,382
2210.95,378
2212.93,368
2214.90,344
2216.90,328
2218.88,310
2220.85,306
2222.83,292
2224.80,280
2226.80,264
2228.78,276
2230.75,292
2232.73,298
2234.70,304
2236.60,292
2238.58,246
2240.55,214
2242.53,198
2244.50,204
2246.50,210
2248.48,242
2250.45,228
2252.43,208
2254.40,208
2256.40,224
2258.38,224
2260.35,186
2262.33,186
2264.30,198
2266.30,198
2268.28,192
2270.25,182
2272.23,164
2274.20,162
2276.20,148
2278.18,150
2280.15,162
2282.13,190
2284.10,192
2286.10,162
2288.08,146
2290.05,142
2292.03,156
2294.00,144
2296.00,172
2297.98,188
2299.95,178
2301.93,182
2303.90,184
2305.80,208
2307.78,206
2309.75,200
2311.73,218
2313.70,234
2315.70,248
2317.68,272
2319.65,314
2321.63,344
2323.60,364
2325.60,348
2327.58,336
2329.55,330
2331.53,308
2333.50,294
2335.50,286
2337.48,248
2339.45,236
2341.43,230
2343.40,234
2345.40,228
2347.38,214
2349.35,228
2351.33,206
2353.30,174
2355.30,170
2357.28,170
2359.25,174
2361.23,156
2363.20,142
2365.20,138
2367.18,142
2369.15,174
2371.13,200
2373.10,212
2375.00,240
2376.98,254
2378.95,268
2380.93,276
2382.90,296
2384.90,314
2386.88,320
2388.85,294
2390.83,270
2392.80,266
2394.80,292
2396.78,298
2398.75,294
2400.73,282
2402.70,250
2404.70,238
2406.68,248
2408.65,252
2410.63,244
2412.60,230
2414.60,240
2416.58,252
2418.55,246
2420.53,238
2422.50,224
2424.50,230
2426.48,224
2428.45,216
2430.43,212
2432.40,214
2434.40,246
2436.38,266
2438.35,260
2440.33,240
2442.30,246
2444.20,236
2446.18,232
2448.15,260
2450.13,266
2452.10,278
2454.10,248
2456.08,260
2458.05,262
2460.03,268
2462.00,260
2464.00,276
2465.98,274
2467.95,272
2469.93,270
2471.90,284
2473.90,272
2475.88,250
2477.85,250
2479.83,246
2481.80,256
2483.80,264
2485.78,256
2487.75,270
2489.73,262
2491.70,252
2493.70,208
2495.68,208
2497.65,200
2499.63,176
2501.60,192
2503.60,192
2505.58,204
2507.55,204
2509.53,188
2511.50,188
2513.40,170
2515.38,170
2517.35,148
2519.33,112
2521.30,110
2523.30,130
2525.28,122
2527.25,116
2529.23,116
2531.20,118
2533.20,134
2535.18,160
2537.15,170
2539.13,164
2541.10,186
2543.10,188
2545.08,200
2547.05,242
2549.03,282
2551.00,324
2553.00,366
2554.98,404
2556.95,410
2558.93,388
2560.90,348
2562.90,300
2564.88,224
2566.85,172
2568.83,130
2570.80,128
2572.80,102
2574.78,80
2576.75,62
2578.73,58
2580.70,70
2582.60,78
2584.58,102
2586.55,124
2588.53,138
2590.50,148
2592.50,172
2594.48,160
2596.45,136
2598.43,100
2600.40,82
2602.40,58
2604.38,68
2606.35,62
2608.33,80
2610.30,126
2612.30,196
2614.28,252
2616.25,270
2618.23,276
2620.20,266
2622.20,242
2624.18,232
2626.15,276
2628.13,344
2630.10,392
2632.10,472
2634.08,514
2636.05,540
2638.03,564
2640.00,574
2642.00,586
2643.98,576
2645.95,552
2647.93,538
2649.90,508
2651.80,466
2653.78,416
2655.75,370
2657.73,322
2659.70,240
2661.70,166
2663.68,68
2665.65,-10
2667.63,-104
2669.60,-186
2671.60,-256
2673.58,-316
2675.55,-356
2677.53,-384
2679.50,-406
2681.50,-412
2683.48,-398
2685.45,-356
2687.43,-300
2689.40,-238
2691.40,-146
2693.38,-64
2695.35,8
2697.33,70
2699.30,130
2701.30,184
2703.28,226
2705.25,264
2707.23,298
2709.20,326
2711.20,380
2713.18,414
2715.15,426
2717.13,438
2719.10,456
2721.00,438
2722.98,412
2724.95,386
2726.93,354
2728.90,336
2730.90,312
2732.88,292
2734.85,282
2736.83,282
2738.80,258
2740.80,246
2742.78,254
2744.75,254
2746.73,254
2748.70,228
2750.70,196
2752.68,196
2754.65,182
2756.63,182
2758.60,176
2760.60,176
2762.58,188
2764.55,194
2766.53,214
2768.50,212
2770.50,214
2772.48,210
2774.45,220
2776.43,218
2778.40,198
2780.40,194
2782.38,200
2784.35,210
2786.33,190
2788.30,158
2790.20,146
2792.18,130
2794.15,132
2796.13,142
2798.10,144
2800.10,132
2802.08,148
2804.05,182
2806.03,176
2808.00,172
2810.00,188
2811.98,182
2813.95,166
2815.93,188
2817.90,206
2819.90,222
2821.88,200
2823.85,178
2825.83,156
2827.80,158
2829.80,164
2831.78,162
2833.75,150
2835.73,178
2837.70,228
2839.70,278
2841.68,314
2843.65,332
2845.63,358
2847.60,342
2849.60,324
2851.58,284
2853.55,284
2855.53,272
2857.50,254
2859.40,254
2861.38,250
2863.35,250
2865.33,264
2867.30,276
2869.30,278
2871.28,252
2873.25,232
2875.23,214
2877.20,190
2879.20,192
2881.18,206
2883.15,212
2885.13,222
2887.10,232
2889.10,264
2891.08,318
2893.05,328
2895.03,342
2897.00,368
2899.00,404
2900.98,402
2902.95,408
2904.93,388
2906.90,356
2908.90,340
2910.88,362
2912.85,378
2914.83,374
2916.80,378
2918.70,362
2920.70,336
2922.70,304
2924.70,298
2926.70,306
2928.60,298
2930.58,296
2932.55,310
2934.53,300
2936.50,310
2938.50,282
2940.48,288
2942.45,286
2944.43,278
2946.40,316
2948.40,332
2950.38,344
2952.35,346
2954.33,352
2956.30,356
2958.30,350
2960.28,362
2962.25,388
2964.23,386
2966.20,412
2968.20,438
2970.18,418
2972.15,414
2974.13,410
2976.10,400
2978.10,382
2980.08,382
2982.05,396
2984.03,358
2986.00,358
2988.00,362
2989.98,358
2991.95,368
2993.93,368
2995.90,336
2997.80,336
2999.78,334
3001.75,334
3003.73,310
3005.70,312
3007.70,306
3009.68,298
3011.65,282
3013.63,268
3015.60,294
3017.60,322
3019.58,316
3021.55,292
3023.53,276
3025.50,280
3027.50,276
3029.48,250
3031.45,232
3033.43,258
3035.40,280
3037.40,260
3039.38,238
3041.35,232
3043.33,200
3045.30,186
3047.30,178
3049.28,206
3051.25,182
3053.23,140
3055.20,142
3057.10,160
3059.10,170
3061.10,180
3063.10,212
3065.10,250
3067.00,288
3068.98,292
3070.95,326
3072.93,388
3074.90,420
3076.90,462
3078.88,516
3080.85,562
3082.83,570
3084.80,548
3086.80,502
3088.78,440
3090.75,376
3092.73,318
3094.70,274
3096.70,252
3098.68,222
3100.65,198
3102.63,186
3104.60,192
3106.60,194
3108.58,184
3110.55,182
3112.53,196
3114.50,188
3116.50,188
3118.48,190
3120.45,196
3122.43,188
3124.40,168
3126.40,178
3128.38,196
3130.35,214
3132.33,248
3134.30,298
3136.20,364
3138.18,404
3140.15,438
3142.13,442
3144.10,444
3146.10,432
3148.08,418
3150.05,412
3152.03,400
3154.00,420
3156.00,484
3157.98,554
3159.95,634
3161.93,682
3163.90,702
3165.90,690
3167.88,676
3169.85,648
3171.83,620
3173.80,592
3175.80,578
3177.78,556
3179.75,506
3181.73,440
3183.70,362
3185.70,300
3187.68,230
3189.65,122
3191.63,10
3193.60,-80
3195.50,-128
3197.50,-174
3199.50,-232
3201.50,-288
3203.50,-310
3205.40,-292
3207.38,-310
3209.35,-292
3211.33,-232
3213.30,-184
3215.30,-120
3217.28,-34
3219.25,46
3221.23,116
3223.20,204
3225.20,312
3227.18,312
3229.15,352
3231.13,404
3233.10,488
3235.10,488
3237.08,498
3239.05,498
3241.03,500
3243.00,500
3245.00,482
3246.98,496
3248.95,488
3250.93,474
3252.90,484
3254.90,490
3256.88,512
3258.85,516
3260.83,514
3262.80,518
3264.70,526
3266.70,506
3268.70,506
3270.70,496
3272.70,504
3274.60,486
3276.58,476
3278.55,482
3280.53,484
3282.50,480
3284.50,460
3286.48,434
3288.45,410
3290.43,388
3292.40,382
3294.40,346
3296.38,328
3298.35,320
3300.33,324
3302.30,308
3304.30,318
3306.28,318
3308.25,300
3310.23,308
3312.20,326
3314.20,324
3316.18,310
3318.15,290
3320.13,308
3322.10,314
3324.10,332
3326.08,346
3328.05,358
3330.03,366
3332.00,356
3333.90,302
3335.90,298
3337.90,288
3339.90,282
3341.90,298
3343.80,318
3345.78,322
3347.75,326
3349.73,320
3351.70,336
3353.70,342
3355.68,344
3357.65,352
3359.63,354
3361.60,360
3363.60,372
3365.58,412
3367.55,436
3369.53,436
3371.50,422
3373.50,410
3375.48,390
3377.45,392
3379.43,360
3381.40,364
3383.40,350
3385.38,360
3387.35,338
3389.33,340
3391.30,380
3393.30,392
3395.28,402
3397.25,412
3399.23,400
3401.20,384
3403.10,364
3405.10,358
3407.10,370
3409.10,382
3411.10,368
3413.00,382
3414.98,426
3416.95,462
3418.93,492
3420.90,526
3422.90,562
3424.88,562
3426.85,572
3428.83,542
3430.80,552
3432.80,526
3434.78,528
3436.75,516
3438.73,500
3440.70,488
3442.70,452
3444.68,434
3446.65,430
3448.63,444
3450.60,454
3452.60,428
3454.58,440
3456.55,464
3458.53,460
3460.50,478
3462.50,500
3464.48,492
3466.45,482
3468.43,482
3470.40,478
3472.30,468
3474.30,444
3476.30,444
3478.30,450
3480.30,450
3482.20,490
3484.18,490
3486.15,454
3488.13,454
3490.10,464
3492.10,496
3494.08,498
3496.05,492
3498.03,470
3500.00,466
3502.00,472
3503.98,484
3505.95,494
3507.93,510
3509.90,500
3511.90,494
3513.88,516
3515.85,542
3517.83,532
3519.80,520
3521.80,504
3523.78,504
3525.75,496
3527.73,484
3529.70,494
3531.70,526
3533.68,546
3535.65,540
3537.63,546
3539.60,526
3541.50,502
3543.50,506
3545.50,528
3547.50,540
3549.50,518
3551.40,492
3553.38,504
3555.35,484
3557.33,450
3559.30,414
3561.30,418
3563.28,394
3565.25,402
3567.23,392
3569.20,388
3571.20,400
3573.18,390
3575.15,374
3577.13,366
3579.10,352
3581.10,354
3583.08,360
3585.05,326
3587.03,328
3589.00,332
3591.00,346
3592.98,360
3594.95,372
3596.93,382
3598.90,412
3600.90,444
3602.88,488
3604.85,524
3606.83,576
3608.80,618
3610.70,630
3612.70,642
3614.70,642
3616.70,574
3618.70,522
3620.60,480
3622.58,456
3624.55,416
3626.53,360
3628.50,310
3630.50,296
3632.48,292
3634.45,268
3636.43,238
3638.40,210
3640.40,210
3642.38,234
3644.35,268
3646.33,308
3648.30,314
3650.30,334
3652.28,344
3654.25,344
3656.23,372
3658.20,384
3660.20,412
3662.18,446
3664.15,484
3666.13,498
3668.10,514
3670.10,514
3672.08,490
3674.05,482
3676.03,484
3678.00,512
3679.90,518
3681.90,570
3683.90,618
3685.90,684
3687.90,742
3689.80,786
3691.78,808
3693.75,798
3695.73,800
3697.70,796
3699.70,760
3701.68,728
3703.65,678
3705.63,632
3707.60,598
3709.60,520
3711.58,410
3713.55,332
3715.53,182
3717.50,182
3719.50,66
3721.48,-36
3723.45,-136
3725.43,-136
3727.40,-210
3729.40,-210
3731.38,-236
3733.35,-236
3735.33,-190
3737.30,-190
3739.30,-136
3741.28,-58
3743.25,24
3745.23,90
3747.20,168
3749.10,216
3751.10,276
3753.10,376
3755.10,436
3757.10,462
3759.00,504
3760.98,546
3762.95,596
3764.93,638
3766.90,642
3768.90,640
3770.88,640
3772.85,632
3774.83,604
3776.80,598
3778.80,602
3780.78,610
3782.75,622
3784.73,644
3786.70,670
3788.70,674
3790.68,674
3792.65,680
3794.63,664
3796.60,662
3798.60,656
3800.58,642
3802.55,630
3804.53,614
3806.50,596
3808.50,584
3810.48,594
3812.45,590
3814.43,590
3816.40,590
3818.30,566
3820.30,556
3822.30,564
3824.30,548
3826.30,522
3828.20,514
3830.18,486
3832.15,476
3834.13,466
3836.10,444
3838.10,428
3840.08,400
3842.05,400
3844.03,412
3846.00,430
3848.00,416
3849.98,418
3851.95,414
3853.93,404
3855.90,446
3857.90,444
3859.88,482
3861.85,498
3863.83,462
3865.80,446
3867.80,470
3869.78,462
3871.75,458
3873.73,442
3875.70,436
3877.70,466
3879.68,466
3881.65,464
3883.63,476
3885.60,494
3887.50,496
3889.50,522
3891.50,538
3893.50,542
3895.50,556
3897.40,550
3899.38,536
3901.35,508
3903.33,462
3905.30,434
3907.30,426
3909.28,448
3911.25,436
3913.23,436
3915.20,452
3917.20,470
3919.18,492
3921.15,502
3923.13,512
3925.10,514
3927.10,508
3929.08,474
3931.05,442
3933.03,434
3935.00,430
3937.00,426
3938.98,424
3940.95,440
3942.93,446
3944.90,448
3946.90,486
3948.88,506
3950.85,502
3952.83,506
3954.80,512
3956.70,524
3958.70,570
3960.70,600
3962.70,592
3964.70,570
3966.60,570
3968.58,552
3970.55,552
3972.53,566
3974.50,572
3976.50,556
3978.48,556
3980.45,572
3982.43,572
3984.40,568
3986.40,568
3988.38,578
3990.35,600
3992.33,602
3994.30,594
3996.30,592
3998.28,576
4000.25,560
4002.23,520
4004.20,500
4006.20,500
4008.18,512
4010.15,514
4012.13,502
4014.10,502
4016.10,508
4018.08,512
4020.05,536
4022.03,522
4024.00,516
4025.90,530
4027.90,522
4029.90,518
4031.90,536
4033.90,552
4035.80,580
4037.78,570
4039.75,570
4041.73,542
4043.70,542
4045.70,540
4047.68,542
4049.65,542
4051.63,544
4053.60,548
4055.60,562
4057.58,534
4059.55,546
4061.53,550
