t,carotid_880nm,carotid_660nm,brachial_880nm,brachial_660nm
1961.0,166.23,143.04,-79.343,-37.93
1970.9,163.23,145.04,-80.343,-38.93
1980.8,161.23,144.04,-80.343,-38.93
1990.7,160.23,144.04,-85.343,-40.93
2000.6,153.23,145.04,-85.343,-40.93
2010.4,151.23,142.04,-88.343,-42.93
2020.3,147.23,142.04,-88.343,-42.93
2030.2,142.23,140.04,-91.343,-43.93
2040.1,135.23,138.04,-92.343,-43.93
2050.0,133.23,137.04,-94.343,-45.93
2059.9,125.23,134.04,-96.343,-48.93
2069.8,119.23,132.04,-99.343,-48.93
2079.6,112.23,129.04,-99.343,-50.93
2089.5,104.23,125.04,-102.34,-50.93
2099.4,97.23,125.04,-105.34,-54.93
2109.3,89.23,122.04,-109.34,-53.93
2119.2,82.23,118.04,-111.34,-56.93
2129.1,74.23,117.04,-114.34,-56.93
2139.0,70.23,116.04,-115.34,-58.93
2148.8,64.23,117.04,-119.34,-59.93
2158.7,84.23,139.04,-121.34,-58.93
2168.6,92.23,142.04,-124.34,-59.93
2178.5,90.23,126.04,-124.34,-59.93
2188.4,91.23,114.04,-125.34,-60.93
2198.3,106.23,114.04,-124.34,-57.93
2208.2,119.23,113.04,-115.34,-53.93
2218.0,129.23,114.04,-102.34,-51.93
2227.9,138.23,114.04,-90.343,-47.93
2237.8,154.23,120.04,-82.343,-45.93
2247.7,164.23,124.04,-74.343,-42.93
2257.6,171.23,125.04,-65.343,-41.93
2267.5,176.23,127.04,-59.343,-40.93
2277.4,181.23,130.04,-55.343,-39.93
2287.2,182.23,130.04,-51.343,-40.93
2297.1,181.23,129.04,-51.343,-39.93
2307.0,181.23,129.04,-51.343,-43.93
2316.9,181.23,130.04,-56.343,-43.93
2326.8,180.23,131.04,-58.343,-48.93
2336.7,181.23,132.04,-57.343,-47.93
2346.6,179.23,131.04,-63.343,-51.93
2356.4,177.23,130.04,-67.343,-52.93
2366.3,175.23,130.04,-70.343,-53.93
2376.2,172.23,127.04,-72.343,-54.93
2386.1,171.23,128.04,-76.343,-57.93
2396.0,170.23,127.04,-77.343,-57.93
2405.9,168.23,125.04,-78.343,-57.93
2415.8,165.23,125.04,-80.343,-57.93
2425.6,166.23,125.04,-80.343,-58.93
2435.5,162.23,126.04,-79.343,-55.93
2445.4,161.23,126.04,-80.343,-56.93
2455.3,158.23,126.04,-81.343,-57.93
2465.2,154.23,125.04,-81.343,-56.93
2475.1,149.23,124.04,-83.343,-55.93
2485.0,145.23,122.04,-83.343,-55.93
2494.8,140.23,121.04,-85.343,-58.93
2504.7,134.23,120.04,-87.343,-58.93
2514.6,128.23,116.04,-90.343,-59.93
2524.5,120.23,113.04,-93.343,-60.93
2534.4,114.23,110.04,-96.343,-62.93
2544.3,108.23,107.04,-95.343,-61.93
2554.2,101.23,104.04,-98.343,-63.93
2564.0,94.23,103.04,-98.343,-63.93
2573.9,94.23,103.04,-101.34,-62.93
2583.8,76.23,96.043,-101.34,-60.93
2593.7,76.23,96.043,-106.34,-62.93
2603.6,62.23,91.043,-105.34,-64.93
2613.5,62.23,91.043,-109.34,-65.93
2623.4,51.23,91.043,-110.34,-65.93
2633.2,51.23,91.043,-113.34,-65.93
2643.1,72.23,119.04,-114.34,-66.93
2653.0,72.23,119.04,-115.34,-65.93
2662.9,72.23,94.043,-117.34,-66.93
2672.8,72.23,94.043,-118.34,-64.93
2682.7,97.23,93.043,-113.34,-61.93
2692.6,97.23,93.043,-103.34,-58.93
2702.4,117.23,92.043,-93.343,-51.93
2712.3,117.23,92.043,-84.343,-51.93
2722.2,136.23,98.043,-73.343,-49.93
2732.1,136.23,98.043,-65.343,-48.93
2742.0,143.23,101.04,-57.343,-47.93
2751.9,149.23,107.04,-51.343,-44.93
2761.8,155.23,110.04,-46.343,-44.93
2771.6,158.23,112.04,-46.343,-44.93
2781.5,158.23,111.04,-46.343,-45.93
2791.4,155.23,112.04,-47.343,-45.93
2801.3,159.23,116.04,-50.343,-48.93
2811.2,153.23,115.04,-52.343,-48.93
2821.1,152.23,116.04,-57.343,-49.93
2831.0,147.23,112.04,-58.343,-49.93
2840.8,145.23,108.04,-60.343,-50.93
2850.7,141.23,103.04,-62.343,-47.93
2860.6,138.23,104.04,-64.343,-46.93
2870.5,135.23,101.04,-61.343,-44.93
2880.4,134.23,101.04,-62.343,-45.93
2890.3,131.23,99.043,-64.343,-43.93
2900.2,131.23,98.043,-65.343,-42.93
2910.0,130.23,100.04,-66.343,-41.93
2919.9,127.23,99.043,-66.343,-41.93
2929.8,128.23,100.04,-66.343,-41.93
2939.7,124.23,100.04,-66.343,-42.93
2949.6,120.23,100.04,-66.343,-42.93
2959.5,118.23,100.04,-68.343,-41.93
2969.4,114.23,100.04,-68.343,-41.93
2979.2,111.23,97.043,-69.343,-41.93
2989.1,106.23,97.043,-69.343,-41.93
2999.0,102.23,97.043,-71.343,-44.93
3008.9,97.23,94.043,-71.343,-44.93
3018.8,90.23,93.043,-73.343,-43.93
3028.7,82.23,89.043,-73.343,-43.93
3038.6,77.23,87.043,-76.343,-44.93
3048.4,70.23,84.043,-76.343,-44.93
3058.3,61.23,82.043,-78.343,-44.93
3068.2,54.23,79.043,-78.343,-44.93
3078.1,45.23,76.043,-83.343,-44.93
3088.0,38.23,72.043,-83.343,-44.93
3097.9,34.23,71.043,-85.343,-44.93
3107.8,29.23,70.043,-85.343,-44.93
3117.6,31.23,80.043,-86.343,-44.93
3127.5,53.23,100.04,-88.343,-44.93
3137.4,59.23,95.043,-91.343,-44.93
3147.3,63.23,83.043,-89.343,-43.93
3157.2,78.23,84.043,-89.343,-42.93
3167.1,96.23,86.043,-86.343,-37.93
3177.0,105.23,83.043,-76.343,-33.93
3186.8,116.23,83.043,-63.343,-28.93
3196.7,125.23,83.043,-53.343,-24.93
3206.6,130.23,82.043,-44.343,-21.93
3216.5,132.23,81.043,-37.343,-20.93
3226.4,142.23,84.043,-26.343,-17.93
3236.3,152.23,91.043,-19.343,-15.93
3246.2,158.23,95.043,-14.343,-13.93
3256.0,163.23,99.043,-10.343,-12.93
3265.9,161.23,97.043,-8.3427,-10.93
3275.8,166.23,103.04,-9.3427,-12.93
3285.7,169.23,106.04,-11.343,-13.93
3295.6,169.23,107.04,-11.343,-13.93
3305.5,168.23,106.04,-13.343,-14.93
3315.4,166.23,106.04,-16.343,-16.93
3325.2,163.23,104.04,-17.343,-17.93
3335.1,163.23,104.04,-22.343,-17.93
3345.0,161.23,104.04,-20.343,-16.93
3354.9,164.23,103.04,-23.343,-17.93
3364.8,164.23,105.04,-23.343,-16.93
3374.7,163.23,107.04,-27.343,-14.93
3384.6,163.23,108.04,-25.343,-14.93
3394.4,164.23,109.04,-28.343,-15.93
3404.3,161.23,110.04,-28.343,-13.93
3414.2,160.23,110.04,-28.343,-14.93
3424.1,156.23,110.04,-32.343,-16.93
3434.0,153.23,111.04,-31.343,-15.93
3443.9,153.23,111.04,-33.343,-14.93
3453.8,143.23,109.04,-35.343,-14.93
3463.6,143.23,109.04,-36.343,-14.93
3473.5,139.23,109.04,-36.343,-14.93
3483.4,139.23,109.04,-37.343,-13.93
3493.3,130.23,109.04,-40.343,-13.93
3503.2,130.23,109.04,-41.343,-13.93
3513.1,121.23,108.04,-44.343,-14.93
3523.0,121.23,108.04,-45.343,-13.93
3532.8,107.23,104.04,-47.343,-15.93
3542.7,107.23,104.04,-51.343,-16.93
3552.6,93.23,100.04,-52.343,-16.93
3562.5,93.23,100.04,-59.343,-17.93
3572.4,85.23,101.04,-59.343,-19.93
3582.3,85.23,101.04,-62.343,-19.93
3592.2,92.23,118.04,-63.343,-17.93
3602.0,92.23,118.04,-64.343,-20.93
3611.9,104.23,128.04,-68.343,-20.93
3621.8,109.23,120.04,-68.343,-21.93
3631.7,111.23,107.04,-72.343,-19.93
3641.6,125.23,106.04,-64.343,-16.93
3651.5,144.23,110.04,-55.343,-11.93
3661.4,155.23,110.04,-42.343,-8.93
3671.2,167.23,111.04,-29.343,-5.93
3681.1,180.23,112.04,-20.343,-2.93
3691.0,190.23,115.04,-10.343,-1.93
3700.9,206.23,122.04,-2.3427,0.069997
3710.8,219.23,128.04,2.6573,0.069997
3720.7,231.23,134.04,6.6573,2.07
3730.6,240.23,137.04,12.657,3.07
3740.4,244.23,140.04,11.657,3.07
3750.3,248.23,141.04,12.657,2.07
3760.2,250.23,146.04,9.6573,0.069997
3770.1,255.23,151.04,7.6573,-2.93
3780.0,254.23,152.04,3.6573,-3.93
3789.9,257.23,153.04,0.65733,-6.93
3799.8,252.23,151.04,-2.3427,-7.93
3809.6,251.23,151.04,-8.3427,-8.93
3819.5,250.23,150.04,-11.343,-10.93
3829.4,247.23,148.04,-13.343,-11.93
3839.3,247.23,149.04,-15.343,-13.93
3849.2,244.23,149.04,-18.343,-13.93
3859.1,242.23,148.04,-21.343,-16.93
3869.0,238.23,148.04,-23.343,-16.93
3878.8,236.23,147.04,-27.343,-18.93
3888.7,233.23,146.04,-27.343,-19.93
3898.6,227.23,144.04,-28.343,-21.93
3908.5,222.23,141.04,-30.343,-23.93
3918.4,217.23,139.04,-32.343,-24.93
3928.3,211.23,137.04,-32.343,-25.93
3938.2,207.23,136.04,-36.343,-25.93
3948.0,201.23,134.04,-38.343,-26.93
3957.9,195.23,132.04,-41.343,-28.93
3967.8,189.23,130.04,-42.343,-27.93
3977.7,183.23,127.04,-42.343,-27.93
3987.6,177.23,126.04,-47.343,-29.93
3997.5,169.23,122.04,-47.343,-29.93
4007.4,164.23,120.04,-52.343,-30.93
4017.2,158.23,118.04,-52.343,-30.93
4027.1,153.23,118.04,-56.343,-31.93
4037.0,146.23,116.04,-56.343,-31.93
4046.9,138.23,115.04,-65.343,-33.93
4056.8,132.23,114.04,-65.343,-33.93
4066.7,130.23,115.04,-70.343,-33.93
4076.6,133.23,124.04,-70.343,-33.93
4086.4,153.23,144.04,-74.343,-33.93
4096.3,151.23,135.04,-74.343,-33.93
4106.2,151.23,120.04,-76.343,-30.93
4116.1,159.23,114.04,-76.343,-30.93
4126.0,178.23,117.04,-62.343,-24.93
4135.9,190.23,119.04,-62.343,-24.93
4145.8,205.23,123.04,-37.343,-14.93
4155.6,221.23,131.04,-37.343,-14.93
4165.5,239.23,138.04,-18.343,-9.93
4175.4,254.23,144.04,-18.343,-9.93
4185.3,264.23,145.04,-10.343,-7.93
4195.2,271.23,149.04,-5.3427,-7.93
4205.1,279.23,152.04,-0.34267,-4.93
4215.0,282.23,154.04,2.6573,-2.93
4224.8,282.23,153.04,5.6573,-3.93
4234.7,283.23,155.04,5.6573,-4.93
4244.6,284.23,158.04,6.6573,-3.93
4254.5,283.23,160.04,3.6573,-7.93
4264.4,282.23,159.04,-0.34267,-8.93
4274.3,281.23,160.04,-3.3427,-11.93
4284.1,281.23,158.04,-7.3427,-12.93
4294.0,277.23,156.04,-10.343,-14.93
4303.9,274.23,153.04,-13.343,-15.93
4313.8,274.23,153.04,-16.343,-17.93
4323.7,267.23,149.04,-18.343,-17.93
4333.6,267.23,149.04,-20.343,-18.93
4343.5,257.23,142.04,-20.343,-18.93
4353.4,257.23,142.04,-24.343,-21.93
4363.2,246.23,138.04,-23.343,-21.93
4373.1,246.23,138.04,-27.343,-23.93
4383.0,238.23,134.04,-28.343,-24.93
4392.9,238.23,134.04,-30.343,-24.93
4402.8,228.23,129.04,-29.343,-25.93
4412.7,228.23,129.04,-30.343,-26.93
4422.5,216.23,126.04,-32.343,-27.93
4432.4,216.23,126.04,-34.343,-27.93
4442.3,204.23,122.04,-38.343,-29.93
4452.2,204.23,122.04,-39.343,-31.93
4462.1,189.23,113.04,-43.343,-32.93
4472.0,189.23,113.04,-43.343,-30.93
4481.9,182.23,109.04,-45.343,-34.93
4491.8,174.23,106.04,-48.343,-34.93
4501.6,166.23,103.04,-51.343,-34.93
4511.5,158.23,101.04,-53.343,-36.93
4521.4,147.23,97.043,-55.343,-37.93
4531.3,137.23,93.043,-58.343,-38.93
4541.2,130.23,88.043,-61.343,-40.93
4551.1,121.23,85.043,-64.343,-41.93
4560.9,117.23,84.043,-68.343,-42.93
4570.8,111.23,86.043,-70.343,-41.93
4580.7,115.23,97.043,-73.343,-42.93
4590.6,132.23,112.04,-73.343,-42.93
4600.5,133.23,104.04,-75.343,-43.93
4610.4,128.23,85.043,-76.343,-43.93
4620.3,134.23,79.043,-72.343,-42.93
4630.1,146.23,79.043,-64.343,-38.93
4640.0,159.23,79.043,-54.343,-34.93
4649.9,171.23,79.043,-41.343,-32.93
4659.8,183.23,83.043,-30.343,-28.93
4669.7,195.23,87.043,-21.343,-27.93
4679.6,205.23,91.043,-14.343,-24.93
4689.5,215.23,96.043,-8.3427,-23.93
4699.3,223.23,101.04,-6.3427,-22.93
4709.2,228.23,105.04,-1.3427,-22.93
4719.1,231.23,106.04,-1.3427,-22.93
4729.0,227.23,105.04,0.65733,-24.93
4738.9,229.23,109.04,-1.3427,-25.93
4748.8,228.23,108.04,-3.3427,-25.93
4758.7,226.23,109.04,-7.3427,-26.93
4768.5,222.23,107.04,-9.3427,-27.93
4778.4,223.23,106.04,-16.343,-29.93
4788.3,218.23,107.04,-21.343,-29.93
4798.2,216.23,106.04,-21.343,-30.93
4808.1,218.23,107.04,-21.343,-31.93
4818.0,218.23,107.04,-21.343,-30.93
4827.9,220.23,108.04,-22.343,-30.93
4837.7,219.23,109.04,-20.343,-26.93
4847.6,217.23,109.04,-19.343,-27.93
4857.5,217.23,109.04,-20.343,-26.93
4867.4,216.23,111.04,-18.343,-23.93
4877.3,213.23,111.04,-19.343,-23.93
4887.2,210.23,111.04,-18.343,-22.93
4897.1,207.23,109.04,-21.343,-24.93
4906.9,200.23,108.04,-22.343,-23.93
4916.8,196.23,105.04,-26.343,-24.93
4926.7,190.23,103.04,-27.343,-24.93
4936.6,182.23,100.04,-26.343,-24.93
4946.5,175.23,95.043,-31.343,-26.93
4956.4,167.23,92.043,-28.343,-25.93
4966.3,159.23,90.043,-30.343,-24.93
4976.1,151.23,84.043,-32.343,-24.93
4986.0,143.23,80.043,-34.343,-25.93
4995.9,135.23,77.043,-37.343,-25.93
5005.8,127.23,74.043,-38.343,-25.93
5015.7,117.23,68.043,-41.343,-26.93
5025.6,106.23,65.043,-44.343,-28.93
5035.5,99.23,60.043,-45.343,-28.93
5045.3,90.23,54.043,-45.343,-28.93
5055.2,82.23,53.043,-46.343,-26.93
5065.1,78.23,52.043,-46.343,-26.93
5075.0,69.23,51.043,-51.343,-26.93
5084.9,91.23,76.043,-51.343,-26.93
5094.8,101.23,78.043,-52.343,-27.93
5104.7,91.23,60.043,-52.343,-27.93
5114.5,99.23,53.043,-55.343,-25.93
5124.4,113.23,54.043,-55.343,-25.93
5134.3,125.23,55.043,-40.343,-18.93
5144.2,133.23,52.043,-40.343,-18.93
5154.1,144.23,52.043,-18.343,-11.93
5164.0,144.23,52.043,-18.343,-11.93
5173.9,155.23,53.043,-2.3427,-6.93
5183.7,155.23,53.043,-2.3427,-6.93
5193.6,166.23,61.043,12.657,-0.93
5203.5,166.23,61.043,12.657,-0.93
5213.4,173.23,64.043,20.657,3.07
5223.3,173.23,64.043,20.657,3.07
5233.2,173.23,68.043,22.657,2.07
5243.1,173.23,68.043,22.657,2.07
5252.9,165.23,64.043,19.657,3.07
5262.8,165.23,64.043,18.657,2.07
5272.7,155.23,56.043,15.657,2.07
5282.6,155.23,56.043,13.657,2.07
5292.5,149.23,48.043,7.6573,0.069997
5302.4,149.23,48.043,4.6573,-2.93
5312.3,143.23,46.043,3.6573,0.069997
5322.1,143.23,46.043,4.6573,-0.93
5332.0,141.23,44.043,4.6573,0.069997
5341.9,141.23,44.043,4.6573,1.07
5351.8,139.23,46.043,3.6573,2.07
5361.7,142.23,48.043,2.6573,3.07
5371.6,141.23,53.043,0.65733,2.07
5381.5,140.23,54.043,0.65733,2.07
5391.3,140.23,55.043,-2.3427,1.07
5401.2,136.23,57.043,-1.3427,1.07
5411.1,132.23,56.043,-1.3427,2.07
5421.0,130.23,57.043,-4.3427,1.07
5430.9,128.23,57.043,-2.3427,2.07
5440.8,124.23,57.043,-4.3427,2.07
5450.7,118.23,54.043,-8.3427,1.07
5460.5,109.23,51.043,-7.3427,2.07
5470.4,104.23,50.043,-9.3427,2.07
5480.3,98.23,46.043,-10.343,2.07
5490.2,90.23,46.043,-12.343,1.07
5500.1,84.23,40.043,-15.343,0.069997
5510.0,78.23,41.043,-17.343,0.069997
5519.9,73.23,39.043,-21.343,-3.93
5529.7,65.23,36.043,-24.343,-2.93
5539.6,59.23,34.043,-27.343,-4.93
5549.5,51.23,33.043,-31.343,-3.93
5559.4,50.23,35.043,-31.343,-4.93
5569.3,43.23,36.043,-33.343,-2.93
5579.2,60.23,56.043,-34.343,-4.93
5589.1,77.23,73.043,-38.343,-2.93
5598.9,82.23,64.043,-36.343,-4.93
5608.8,85.23,55.043,-40.343,-3.93
5618.7,103.23,57.043,-39.343,-1.93
5628.6,120.23,60.043,-30.343,1.07
5638.5,134.23,63.043,-18.343,3.07
5648.4,142.23,60.043,-8.3427,6.07
5658.3,151.23,62.043,1.6573,6.07
5668.1,159.23,62.043,10.657,11.07
5678.0,167.23,64.043,16.657,13.07
5687.9,179.23,72.043,25.657,15.07
5697.8,192.23,78.043,30.657,16.07
5707.7,198.23,81.043,34.657,17.07
5717.6,200.23,84.043,36.657,17.07
5727.5,202.23,86.043,35.657,15.07
5737.3,207.23,93.043,32.657,14.07
5747.2,206.23,94.043,33.657,13.07
5757.1,206.23,93.043,29.657,12.07
5767.0,206.23,93.043,26.657,8.07
5776.9,203.23,91.043,23.657,7.07
5786.8,198.23,89.043,19.657,7.07
5796.7,196.23,86.043,16.657,6.07
5806.5,193.23,86.043,13.657,5.07
5816.4,191.23,87.043,10.657,4.07
5826.3,189.23,86.043,9.6573,4.07
5836.2,188.23,86.043,5.6573,4.07
5846.1,184.23,85.043,5.6573,2.07
5856.0,182.23,84.043,1.6573,4.07
5865.9,179.23,83.043,-0.34267,3.07
5875.7,173.23,83.043,-3.3427,1.07
5885.6,170.23,80.043,-4.3427,2.07
5895.5,161.23,79.043,-5.3427,2.07
5905.4,153.23,75.043,-7.3427,0.069997
5915.3,148.23,76.043,-11.343,2.07
5925.2,144.23,73.043,-13.343,1.07
5935.1,137.23,73.043,-16.343,2.07
5944.9,135.23,72.043,-17.343,1.07
5954.8,128.23,73.043,-21.343,-1.93
5964.7,126.23,74.043,-26.343,-3.93
5974.6,120.23,73.043,-29.343,-3.93
5984.5,114.23,72.043,-34.343,-4.93
5994.4,106.23,70.043,-38.343,-6.93
6004.3,98.23,67.043,-41.343,-6.93
6014.1,90.23,65.043,-43.343,-7.93
6024.0,84.23,63.043,-46.343,-8.93
