t,pcg
189.1,-1643
190.1,-1678
191.1,-1425
192.1,-993
193.1,-394
194.1,196
195.1,581
196.1,818
197.1,904
198.1,892
199.1,880
200.1,851
201.1,823
202.1,831
203.1,839
204.1,816
205.1,751
206.1,610
207.1,358
208.1,19
209.1,-368
210.1,-771
211.1,-1152
212.1,-1467
213.1,-1674
214.1,-1782
215.1,-1780
216.1,-1654
217.1,-1479
218.1,-1303
219.1,-1100
220.1,-893
221.1,-709
222.1,-501
223.1,-273
224.1,-100
225.1,44
226.1,181
227.1,278
228.1,375
229.1,487
230.1,564
231.1,613
232.1,674
233.1,713
234.1,697
235.1,659
236.1,616
237.1,576
238.1,551
239.1,539
240.1,538
241.1,537
242.1,526
243.1,527
244.1,550
245.1,543
246.1,485
247.1,405
248.1,309
249.1,209
250.1,116
251.1,42
252.1,1
253.1,-16
254.1,-28
255.1,-27
256.1,-23
257.1,-25
258.1,-31
259.1,-48
260.1,-78
261.1,-116
262.1,-127
263.1,-116
264.1,-117
265.1,-103
266.1,-58
267.1,0
268.1,47
269.1,69
270.1,91
271.1,121
272.1,132
273.1,164
274.1,158
275.1,92
276.1,80
277.1,60
278.1,-26
279.1,-101
280.1,-132
281.1,-141
282.1,-135
283.1,-89
284.1,4
285.1,90
286.1,162
287.1,229
288.1,249
289.1,210
290.1,146
291.1,95
292.1,47
293.1,-19
294.1,-63
295.1,-68
296.1,-69
297.1,-66
298.1,-49
299.1,-38
300.1,-39
301.1,-36
302.1,-24
303.1,-25
304.1,-50
305.1,-53
306.1,-50
307.1,-88
308.1,-127
309.1,-139
310.1,-156
311.1,-176
312.1,-177
313.1,-169
314.1,-160
315.1,-139
316.1,-100
317.1,-65
318.1,-49
319.1,-30
320.1,-7
321.1,-3
322.1,-2
323.1,17
324.1,31
325.1,28
326.1,41
327.1,80
328.1,121
329.1,163
330.1,194
331.1,210
332.1,225
333.1,239
334.1,241
335.1,243
336.1,248
337.1,253
338.1,265
339.1,279
340.1,305
341.1,344
342.1,379
343.1,353
344.1,162
345.1,-172
346.1,-407
347.1,-484
348.1,-752
349.1,-1032
350.1,-729
351.1,-288
352.1,-180
353.1,223
354.1,1009
355.1,1461
356.1,1498
357.1,1465
358.1,1264
359.1,814
360.1,442
361.1,228
362.1,-40
363.1,-325
364.1,-538
365.1,-770
366.1,-1015
367.1,-1141
368.1,-1126
369.1,-1047
370.1,-926
371.1,-738
372.1,-540
373.1,-397
374.1,-299
375.1,-236
376.1,-135
377.1,-72
378.1,-104
379.1,-8
380.1,145
381.1,199
382.1,256
383.1,312
384.1,281
385.1,193
386.1,72
387.1,-155
388.1,-463
389.1,-663
390.1,-653
391.1,-512
392.1,-313
393.1,-79
394.1,178
395.1,447
396.1,669
397.1,803
398.1,863
399.1,856
400.1,776
401.1,658
402.1,540
403.1,436
404.1,360
405.1,294
406.1,222
407.1,162
408.1,116
409.1,50
410.1,-26
411.1,-81
412.1,-125
413.1,-165
414.1,-182
415.1,-171
416.1,-151
417.1,-130
418.1,-107
419.1,-77
420.1,-33
421.1,15
422.1,56
423.1,79
424.1,95
425.1,123
426.1,149
427.1,151
428.1,143
429.1,130
430.1,104
431.1,88
432.1,100
433.1,106
434.1,106
435.1,118
436.1,116
437.1,94
438.1,77
439.1,61
440.1,40
441.1,11
442.1,-31
443.1,-68
444.1,-93
445.1,-109
446.1,-125
447.1,-141
448.1,-144
449.1,-123
450.1,-90
451.1,-63
452.1,-29
453.1,36
454.1,116
455.1,169
456.1,197
457.1,225
458.1,238
459.1,208
460.1,158
461.1,117
462.1,65
463.1,-3
464.1,-66
465.1,-113
466.1,-136
467.1,-129
468.1,-105
469.1,-73
470.1,-26
471.1,16
472.1,40
473.1,66
474.1,89
475.1,96
476.1,76
477.1,45
478.1,29
479.1,20
480.1,17
481.1,19
482.1,16
483.1,19
484.1,37
485.1,56
486.1,69
487.1,87
488.1,112
489.1,132
490.1,131
491.1,113
492.1,98
493.1,83
494.1,56
495.1,36
496.1,23
497.1,10
498.1,6
499.1,2
500.1,-7
501.1,0
502.1,14
503.1,22
504.1,26
505.1,32
506.1,51
507.1,69
508.1,70
509.1,60
510.1,60
511.1,66
512.1,59
513.1,44
514.1,27
515.1,21
516.1,40
517.1,39
518.1,19
519.1,13
520.1,7
521.1,6
522.1,23
523.1,31
524.1,24
525.1,20
526.1,15
527.1,20
528.1,30
529.1,23
530.1,10
531.1,20
532.1,51
533.1,96
534.1,144
535.1,167
536.1,191
537.1,204
538.1,164
539.1,121
540.1,98
541.1,52
542.1,8
543.1,-8
544.1,-30
545.1,-56
546.1,-57
547.1,-48
548.1,-47
549.1,-41
550.1,-23
551.1,-15
552.1,-22
553.1,-27
554.1,-22
555.1,-22
556.1,-27
557.1,-19
558.1,-17
559.1,-22
560.1,-13
561.1,-3
562.1,9
563.1,31
564.1,48
565.1,60
566.1,73
567.1,69
568.1,60
569.1,55
570.1,33
571.1,6
572.1,3
573.1,8
574.1,1
575.1,3
576.1,19
577.1,40
578.1,62
579.1,76
580.1,80
581.1,92
582.1,103
583.1,85
584.1,58
585.1,56
586.1,61
587.1,52
588.1,37
589.1,19
590.1,0
591.1,-30
592.1,-65
593.1,-82
594.1,-84
595.1,-92
596.1,-97
597.1,-84
598.1,-64
599.1,-47
600.1,-27
601.1,-13
602.1,1
603.1,25
604.1,36
605.1,25
606.1,12
607.1,4
608.1,3
609.1,8
610.1,9
611.1,1
612.1,5
613.1,17
614.1,18
615.1,19
616.1,21
617.1,15
618.1,13
619.1,22
620.1,31
621.1,32
622.1,37
623.1,57
624.1,78
625.1,89
626.1,99
627.1,116
628.1,141
629.1,163
630.1,168
631.1,170
632.1,176
633.1,168
634.1,151
635.1,137
636.1,129
637.1,131
638.1,125
639.1,100
640.1,65
641.1,25
642.1,-6
643.1,-35
644.1,-79
645.1,-107
646.1,-106
647.1,-89
648.1,-51
649.1,6
650.1,67
651.1,141
652.1,235
653.1,329
654.1,400
655.1,428
656.1,383
657.1,261
658.1,72
659.1,-168
660.1,-413
661.1,-598
662.1,-660
663.1,-561
664.1,-317
665.1,31
666.1,393
667.1,685
668.1,868
669.1,901
670.1,773
671.1,510
672.1,146
673.1,-236
674.1,-486
675.1,-486
676.1,-278
677.1,46
678.1,483
679.1,963
680.1,1191
681.1,1062
682.1,965
683.1,666
684.1,-205
685.1,-724
686.1,-1418
687.1,-2947
688.1,-2941
689.1,-1788
690.1,-2037
691.1,-2297
692.1,-1566
693.1,-1034
694.1,-570
695.1,-309
696.1,-923
697.1,-2051
698.1,-3092
699.1,-3866
700.1,-4408
701.1,-4307
702.1,-2990
703.1,-808
704.1,1945
705.1,5300
706.1,8511
707.1,10168
708.1,10267
709.1,10163
710.1,10311
711.1,9780
712.1,7316
713.1,3382
714.1,-807
715.1,-5093
716.1,-8838
717.1,-10273
718.1,-10154
719.1,-10268
720.1,-9619
721.1,-7546
722.1,-4930
723.1,-2108
724.1,836
725.1,3376
726.1,4932
727.1,5407
728.1,4932
729.1,3830
730.1,2613
731.1,1478
732.1,490
733.1,-333
734.1,-1097
735.1,-1616
736.1,-1705
737.1,-1476
738.1,-987
739.1,-357
740.1,251
741.1,794
742.1,1247
743.1,1547
744.1,1683
745.1,1700
746.1,1623
747.1,1420
748.1,1128
749.1,847
750.1,595
751.1,353
752.1,100
753.1,-168
754.1,-435
755.1,-686
756.1,-873
757.1,-1018
758.1,-1156
759.1,-1203
760.1,-1160
761.1,-1089
762.1,-967
763.1,-799
764.1,-618
765.1,-429
766.1,-248
767.1,-76
768.1,65
769.1,127
770.1,139
771.1,109
772.1,30
773.1,-43
774.1,-75
775.1,-76
776.1,-63
777.1,-33
778.1,28
779.1,103
780.1,180
781.1,270
782.1,346
783.1,387
784.1,391
785.1,351
786.1,279
787.1,186
788.1,91
789.1,18
790.1,-12
791.1,4
792.1,35
793.1,80
794.1,108
795.1,85
796.1,45
797.1,25
798.1,8
799.1,1
800.1,-1
801.1,-27
802.1,-3
803.1,82
804.1,139
805.1,178
806.1,221
807.1,258
808.1,304
809.1,326
810.1,290
811.1,239
812.1,178
813.1,97
814.1,43
815.1,7
816.1,-22
817.1,-3
818.1,42
819.1,71
820.1,108
821.1,173
822.1,222
823.1,208
824.1,175
825.1,167
826.1,144
827.1,94
828.1,43
829.1,15
830.1,-5
831.1,-26
832.1,-19
833.1,23
834.1,63
835.1,84
836.1,106
837.1,131
838.1,141
839.1,108
840.1,38
841.1,-26
842.1,-85
843.1,-144
844.1,-192
845.1,-219
846.1,-226
847.1,-234
848.1,-245
849.1,-253
850.1,-258
851.1,-253
852.1,-245
853.1,-237
854.1,-230
855.1,-230
856.1,-227
857.1,-221
858.1,-211
859.1,-193
860.1,-164
861.1,-139
862.1,-124
863.1,-89
864.1,-27
865.1,33
866.1,87
867.1,144
868.1,204
869.1,263
870.1,315
871.1,357
872.1,397
873.1,434
874.1,458
875.1,463
876.1,443
877.1,396
878.1,317
879.1,216
880.1,119
881.1,26
882.1,-45
883.1,-59
884.1,-87
885.1,-179
886.1,-311
887.1,-505
888.1,-659
889.1,-730
890.1,-846
891.1,-970
892.1,-863
893.1,-470
894.1,-74
895.1,363
896.1,1036
897.1,1546
898.1,1621
899.1,1554
900.1,1352
901.1,825
902.1,308
903.1,61
904.1,-120
905.1,-276
906.1,-350
907.1,-456
908.1,-619
909.1,-730
910.1,-761
911.1,-753
912.1,-713
913.1,-641
914.1,-593
915.1,-615
916.1,-648
917.1,-626
918.1,-566
919.1,-465
920.1,-303
921.1,-117
922.1,83
923.1,299
924.1,474
925.1,574
926.1,611
927.1,579
928.1,502
929.1,410
930.1,304
931.1,215
932.1,170
933.1,127
934.1,85
935.1,85
936.1,104
937.1,103
938.1,77
939.1,81
940.1,127
941.1,148
942.1,145
943.1,137
944.1,92
945.1,38
946.1,21
947.1,5
948.1,-31
949.1,-61
950.1,-45
951.1,-24
952.1,-69
953.1,-109
954.1,-96
955.1,-92
956.1,-104
957.1,-101
958.1,-73
959.1,-35
960.1,-6
961.1,22
962.1,45
963.1,81
964.1,128
965.1,138
966.1,119
967.1,110
968.1,116
969.1,121
970.1,111
971.1,106
972.1,130
973.1,153
974.1,143
975.1,146
976.1,165
977.1,131
978.1,83
979.1,76
980.1,57
981.1,24
982.1,19
983.1,23
984.1,26
985.1,41
986.1,44
987.1,16
988.1,-8
989.1,-4
990.1,-3
991.1,-29
992.1,-45
993.1,-31
994.1,-13
995.1,-8
996.1,-2
997.1,17
998.1,35
999.1,47
1000.1,60
1001.1,59
1002.1,52
1003.1,59
1004.1,59
1005.1,39
1006.1,26
1007.1,34
1008.1,52
1009.1,46
1010.1,21
1011.1,36
1012.1,44
1013.1,6
1014.1,-1
1015.1,10
1016.1,7
1017.1,30
1018.1,37
1019.1,-14
1020.1,-73
1021.1,-100
1022.1,-110
1023.1,-106
1024.1,-71
1025.1,-26
1026.1,16
1027.1,48
1028.1,51
1029.1,37
1030.1,37
1031.1,44
1032.1,29
1033.1,-1
1034.1,-9
1035.1,3
1036.1,9
1037.1,17
1038.1,28
1039.1,42
1040.1,62
1041.1,74
1042.1,67
1043.1,51
1044.1,50
1045.1,59
1046.1,49
1047.1,22
1048.1,13
1049.1,16
1050.1,14
1051.1,16
1052.1,28
1053.1,44
1054.1,65
1055.1,80
1056.1,69
1057.1,58
1058.1,69
1059.1,70
1060.1,66
1061.1,74
1062.1,69
1063.1,59
1064.1,65
1065.1,56
1066.1,36
1067.1,25
1068.1,11
1069.1,-2
1070.1,-4
1071.1,1
1072.1,11
1073.1,19
1074.1,18
1075.1,22
1076.1,31
1077.1,37
1078.1,41
1079.1,43
1080.1,32
1081.1,24
1082.1,25
1083.1,25
1084.1,29
1085.1,29
1086.1,11
1087.1,-4
1088.1,-1
1089.1,-1
1090.1,-11
1091.11,-15
1092.12,-7
1093.13,3
1094.14,2
1095.15,-7
1096.16,-16
1097.17,-26
1098.18,-12
1099.19,-4
1100.2,-33
1101.2,-35
1102.2,-13
1103.2,-26
1104.2,-56
1105.2,-62
1106.2,-42
1107.2,-27
1108.2,-33
1109.2,-39
1110.2,-23
1111.2,1
1112.2,1
1113.2,-16
1114.2,-14
1115.2,11
1116.2,30
1117.2,37
1118.2,34
1119.2,26
1120.2,28
1121.2,36
1122.2,30
1123.2,26
1124.2,36
1125.2,38
1126.2,29
1127.2,10
1128.2,1
1129.2,15
1130.2,25
1131.2,19
1132.2,12
1133.2,9
1134.2,15
1135.2,36
1136.2,47
1137.2,37
1138.2,34
1139.2,38
1140.2,3
1141.2,-42
1142.2,-51
1143.2,-50
1144.2,-59
1145.2,-67
1146.2,-26
1147.2,52
1148.2,104
1149.2,144
1150.2,182
1151.2,160
1152.2,81
1153.2,29
1154.2,6
1155.2,-38
1156.2,-98
1157.2,-139
1158.2,-104
1159.2,-44
1160.2,-47
1161.2,-28
1162.2,71
1163.2,142
1164.2,150
1165.2,160
1166.2,168
1167.2,147
1168.2,111
1169.2,74
1170.2,36
1171.2,-5
1172.2,-42
1173.2,-46
1174.2,-20
1175.2,-7
1176.2,-8
1177.2,19
1178.2,55
1179.2,65
1180.2,81
1181.2,91
1182.2,60
1183.2,27
1184.2,11
1185.2,-18
1186.2,-41
1187.2,-23
1188.2,3
1189.2,6
1190.2,4
1191.2,32
1192.2,98
1193.2,165
1194.2,209
1195.2,234
1196.2,260
1197.2,268
1198.2,188
1199.2,24
1200.2,-151
1201.2,-325
1202.2,-484
1203.2,-562
1204.2,-500
1205.2,-270
1206.2,82
1207.2,463
1208.2,819
1209.2,1096
1210.2,1208
1211.2,1105
1212.2,807
1213.2,358
1214.2,-189
1215.2,-719
1216.2,-1054
1217.2,-1112
1218.2,-946
1219.2,-587
1220.2,-104
1221.2,304
1222.2,444
1223.2,475
1224.2,525
1225.2,128
1226.2,-406
1227.2,-515
1228.2,-1067
1229.2,-1465
1230.2,-487
1231.2,214
1232.2,-208
1233.2,-326
1234.2,-121
1235.2,-266
1236.2,-645
1237.2,-1502
1238.2,-2768
1239.2,-3942
1240.2,-4948
1241.2,-5590
1242.2,-5543
1243.2,-4589
1244.2,-2629
1245.2,254
1246.2,4200
1247.2,8353
1248.2,10260
1249.2,10239
1250.2,10235
1251.2,10170
1252.2,10339
1253.2,9033
1254.2,4313
1255.2,-1606
1256.2,-6982
1257.2,-10034
1258.2,-10188
1259.2,-10166
1260.2,-10217
1261.2,-8530
1262.2,-5606
1263.2,-2692
1264.2,88
1265.2,2295
1266.2,3324
1267.2,3300
1268.2,2844
1269.2,2348
1270.2,1792
1271.2,1082
1272.2,271
1273.2,-593
1274.2,-1360
1275.2,-1729
1276.2,-1670
1277.2,-1346
1278.2,-843
1279.2,-287
1280.2,218
1281.2,676
1282.2,1087
1283.2,1453
1284.2,1745
1285.2,1918
1286.2,1991
1287.2,1998
1288.2,1932
1289.2,1796
1290.2,1593
1291.2,1290
1292.2,886
1293.2,444
1294.2,6
1295.2,-436
1296.2,-858
1297.2,-1189
1298.2,-1382
1299.2,-1415
1300.2,-1311
1301.2,-1143
1302.2,-978
1303.2,-827
1304.2,-689
1305.2,-568
1306.2,-449
1307.2,-337
1308.2,-251
1309.2,-176
1310.2,-94
1311.2,-10
1312.2,40
1313.2,32
1314.2,48
1315.2,91
1316.2,73
1317.2,33
1318.2,54
1319.2,115
1320.2,140
1321.2,134
1322.2,146
1323.2,129
1324.2,64
1325.2,26
1326.2,29
1327.2,41
1328.2,64
1329.2,77
1330.2,54
1331.2,32
1332.2,64
1333.2,105
1334.2,97
1335.2,133
1336.2,254
1337.2,313
1338.2,284
1339.2,243
1340.2,181
1341.2,92
1342.2,-21
1343.2,-159
1344.2,-255
1345.2,-291
1346.2,-314
1347.2,-286
1348.2,-203
1349.2,-107
1350.2,19
1351.2,152
1352.2,255
1353.2,340
1354.2,382
1355.2,379
1356.2,376
1357.2,370
1358.2,358
1359.2,351
1360.2,327
1361.2,296
1362.2,260
1363.2,194
1364.2,120
1365.2,70
1366.2,18
1367.2,-51
1368.2,-95
1369.2,-83
1370.2,-45
1371.2,9
1372.2,63
1373.2,81
1374.2,71
1375.2,55
1376.2,28
1377.2,-26
1378.2,-78
1379.2,-81
1380.2,-58
1381.2,-49
1382.2,-53
1383.2,-61
1384.2,-69
1385.2,-99
1386.2,-168
1387.2,-225
1388.2,-252
1389.2,-281
1390.2,-309
1391.2,-306
1392.2,-271
1393.2,-245
1394.2,-236
1395.2,-224
1396.2,-209
1397.2,-197
1398.2,-180
1399.2,-162
1400.2,-144
1401.2,-97
1402.2,-33
1403.2,29
1404.2,100
1405.2,169
1406.2,215
1407.2,243
1408.2,260
1409.2,268
1410.2,267
1411.2,258
1412.2,254
1413.2,243
1414.2,235
1415.2,255
1416.2,271
1417.2,254
1418.2,230
1419.2,213
1420.2,180
1421.2,112
1422.2,39
1423.2,-18
1424.2,-91
1425.2,-222
1426.2,-431
1427.2,-660
1428.2,-819
1429.2,-879
1430.2,-772
1431.2,-387
1432.2,175
1433.2,626
1434.2,1035
1435.2,1550
1436.2,1791
1437.2,1585
1438.2,1267
1439.2,869
1440.2,293
1441.2,-152
1442.2,-325
1443.2,-448
1444.2,-527
1445.2,-512
1446.2,-577
1447.2,-733
1448.2,-806
1449.2,-786
1450.2,-731
1451.2,-623
1452.2,-489
1453.2,-366
1454.2,-269
1455.2,-233
1456.2,-234
1457.2,-225
1458.2,-197
1459.2,-131
1460.2,-36
1461.2,73
1462.2,185
1463.2,261
1464.2,303
1465.2,339
1466.2,335
1467.2,293
1468.2,260
1469.2,225
1470.2,175
1471.2,142
1472.2,120
1473.2,97
1474.2,89
1475.2,76
1476.2,51
1477.2,32
1478.2,9
1479.2,-17
1480.2,-40
1481.2,-54
1482.2,-50
1483.2,-44
1484.2,-60
1485.2,-78
1486.2,-83
1487.2,-87
1488.2,-86
1489.2,-84
1490.2,-84
1491.2,-62
1492.2,-18
1493.2,12
1494.2,35
1495.2,51
1496.2,34
1497.2,31
1498.2,56
1499.2,63
1500.2,64
1501.2,99
1502.2,165
1503.2,198
1504.2,186
1505.2,196
1506.2,217
1507.2,166
1508.2,68
1509.2,22
1510.2,30
1511.2,18
1512.2,-44
1513.2,-78
1514.2,-27
1515.2,25
1516.2,16
1517.2,38
1518.2,130
1519.2,197
1520.2,187
1521.2,147
1522.2,124
1523.2,85
1524.2,35
1525.2,8
1526.2,1
1527.2,5
1528.2,-31
1529.2,-100
1530.2,-121
1531.2,-92
1532.2,-68
1533.2,-54
1534.2,-35
1535.2,1
1536.2,49
1537.2,59
1538.2,32
1539.2,29
1540.2,28
1541.2,-2
1542.2,-14
1543.2,-9
1544.2,-21
1545.2,-39
1546.2,-34
1547.2,4
1548.2,37
1549.2,46
1550.2,62
1551.2,87
1552.2,93
1553.2,85
1554.2,84
1555.2,86
1556.2,82
1557.2,77
1558.2,78
1559.2,71
1560.2,45
1561.2,20
1562.2,8
1563.2,1
1564.2,-7
1565.2,-20
1566.2,-42
1567.2,-42
1568.2,-14
1569.2,-8
1570.2,-18
1571.2,2
1572.2,27
1573.2,35
1574.2,49
1575.2,59
1576.2,61
1577.2,70
1578.2,70
1579.2,51
1580.2,33
1581.2,15
1582.2,-11
1583.2,-28
1584.2,-39
1585.2,-51
1586.2,-49
1587.2,-41
1588.2,-42
1589.2,-41
1590.2,-33
1591.2,-20
1592.2,5
1593.2,26
1594.2,27
1595.2,13
1596.2,-7
1597.2,-26
1598.2,-48
1599.2,-62
1600.2,-55
1601.2,-31
1602.2,-1
1603.2,24
1604.2,48
1605.2,54
1606.2,50
1607.2,61
1608.2,68
1609.2,62
1610.2,65
1611.2,65
1612.2,59
1613.2,58
1614.2,62
1615.2,61
1616.2,57
1617.2,60
1618.2,59
1619.2,48
1620.2,43
1621.2,35
1622.2,21
1623.2,11
1624.2,0
1625.2,0
1626.2,18
1627.2,23
1628.2,16
1629.2,28
1630.2,44
1631.2,39
1632.2,31
1633.2,23
1634.2,-10
1635.2,-52
1636.2,-58
1637.2,-45
1638.2,-30
1639.2,-4
1640.2,18
1641.2,19
1642.2,13
1643.2,20
1644.2,18
1645.2,2
1646.2,-3
1647.2,-8
1648.2,-21
1649.2,-14
1650.2,12
1651.2,19
1652.2,17
1653.2,22
1654.2,16
1655.2,5
1656.2,2
1657.2,-11
1658.2,-29
1659.2,-35
1660.2,-26
1661.2,-10
1662.2,-1
1663.2,6
1664.2,23
1665.2,36
1666.2,39
1667.2,51
1668.2,53
1669.2,39
1670.2,35
1671.2,30
1672.2,10
1673.2,0
1674.2,-1
1675.2,-14
1676.2,-31
1677.2,-43
1678.2,-61
1679.2,-72
1680.2,-76
1681.2,-78
1682.2,-71
1683.2,-71
1684.2,-69
1685.2,-45
1686.2,-25
1687.2,-6
1688.2,30
1689.2,67
1690.2,88
1691.2,87
1692.2,95
1693.2,127
1694.2,128
1695.2,100
1696.2,96
1697.2,105
1698.2,95
1699.2,96
1700.2,110
1701.2,97
1702.2,73
1703.2,65
1704.2,53
1705.2,27
1706.2,5
1707.2,-8
1708.2,-18
1709.2,-23
1710.2,-26
1711.2,-35
1712.2,-53
1713.2,-68
1714.2,-64
1715.2,-54
1716.2,-46
1717.2,-24
1718.2,11
1719.2,47
1720.2,66
1721.2,80
1722.2,105
1723.2,116
1724.2,111
1725.2,105
1726.2,102
1727.2,100
1728.2,93
1729.2,57
1730.2,11
1731.2,1
1732.2,-6
1733.2,-38
1734.2,-59
1735.2,-69
1736.2,-70
1737.2,-36
1738.2,24
1739.2,77
1740.2,126
1741.2,165
1742.2,163
1743.2,117
1744.2,29
1745.2,-110
1746.2,-285
1747.2,-449
1748.2,-528
1749.2,-451
1750.2,-204
1751.2,176
1752.2,580
1753.2,884
1754.2,1034
1755.2,989
1756.2,733
1757.2,299
1758.2,-239
1759.2,-758
1760.2,-1166
1761.2,-1409
1762.2,-1404
1763.2,-1057
1764.2,-387
1765.2,371
1766.2,1010
1767.2,1493
1768.2,1725
1769.2,1642
1770.2,1411
1771.2,1047
1772.2,489
1773.2,150
1774.2,-224
1775.2,-1016
1776.2,-1110
1777.2,-812
1778.2,-1793
1779.2,-3080
1780.2,-3314
1781.2,-3348
1782.2,-3452
1783.2,-3227
1784.2,-3294
1785.2,-3629
1786.2,-3522
1787.2,-2882
1788.2,-1636
1789.2,164
1790.2,2378
1791.2,5110
1792.2,8072
1793.2,9977
1794.2,10245
1795.2,10213
1796.2,9915
1797.2,8222
1798.2,5082
1799.2,1136
1800.2,-2711
1801.2,-5913
1802.2,-7829
1803.2,-8017
1804.2,-7139
1805.2,-5968
1806.2,-4576
1807.2,-3047
1808.2,-1781
1809.2,-829
1810.2,-84
1811.2,206
1812.2,69
1813.2,-131
1814.2,-279
1815.2,-281
1816.2,-43
1817.2,272
1818.2,466
1819.2,521
1820.2,494
1821.2,409
1822.2,262
1823.2,114
1824.2,26
1825.2,-18
1826.2,30
1827.2,209
1828.2,449
1829.2,713
1830.2,988
1831.2,1210
1832.2,1326
1833.2,1351
1834.2,1308
1835.2,1151
1836.2,874
1837.2,561
1838.2,249
1839.2,-70
1840.2,-350
1841.2,-538
1842.2,-651
1843.2,-731
1844.2,-773
1845.2,-772
1846.2,-748
1847.2,-693
1848.2,-592
1849.2,-456
1850.2,-337
1851.2,-246
1852.2,-140
1853.2,-27
1854.2,50
1855.2,91
1856.2,106
1857.2,122
1858.2,155
1859.2,155
1860.2,93
1861.2,14
1862.2,-36
1863.2,-51
1864.2,-52
1865.2,-50
1866.2,-50
1867.2,-76
1868.2,-126
1869.2,-171
1870.2,-220
1871.2,-265
1872.2,-279
1873.2,-272
1874.2,-228
1875.2,-134
1876.2,-39
1877.2,37
1878.2,92
1879.2,139
1880.2,191
1881.2,209
1882.2,180
1883.2,160
1884.2,136
1885.2,62
1886.2,-15
1887.2,-51
1888.2,-68
1889.2,-57
1890.2,2
1891.2,74
1892.2,137
1893.2,201
1894.2,249
1895.2,256
1896.2,246
1897.2,247
1898.2,264
1899.2,282
1900.2,309
1901.2,354
1902.2,379
1903.2,383
1904.2,377
1905.2,319
1906.2,233
1907.2,169
1908.2,81
1909.2,-16
1910.2,-52
1911.2,-37
1912.2,-8
1913.2,25
1914.2,69
1915.2,108
1916.2,116
1917.2,100
1918.2,71
1919.2,52
1920.2,43
1921.2,-2
1922.2,-64
1923.2,-114
1924.2,-170
1925.2,-210
1926.2,-228
1927.2,-264
1928.2,-294
1929.2,-281
1930.2,-258
1931.2,-247
1932.2,-240
1933.2,-238
1934.2,-249
1935.2,-275
1936.2,-290
1937.2,-282
1938.2,-254
1939.2,-204
1940.2,-149
1941.2,-105
1942.2,-54
1943.2,11
1944.2,79
1945.2,128
1946.2,158
1947.2,190
1948.2,213
1949.2,211
1950.2,201
1951.2,200
1952.2,190
1953.2,164
1954.2,150
1955.2,141
1956.2,130
1957.2,132
1958.2,101
1959.2,44
1960.2,15
1961.2,10
1962.2,-3
1963.2,-34
1964.2,-61
1965.2,-106
1966.2,-192
1967.2,-298
1968.2,-456
1969.2,-632
1970.2,-813
1971.2,-856
1972.2,-474
1973.2,111
1974.2,569
1975.2,956
1976.2,1330
1977.2,1629
1978.2,1695
1979.2,1459
1980.2,1103
1981.2,705
1982.2,244
1983.2,-153
1984.2,-415
1985.2,-624
1986.2,-772
1987.2,-849
1988.2,-919
