t,az
1419.55,4764
1421.53,4774
1423.50,4784
1425.50,4776
1427.48,4796
1429.45,4822
1431.43,4834
1433.40,4824
1435.40,4812
1437.38,4816
1439.35,4822
1441.33,4846
1443.30,4872
1445.30,4880
1447.28,4864
1449.25,4864
1451.23,4888
1453.20,4880
1455.20,4862
1457.18,4852
1459.15,4864
1461.13,4878
1463.10,4878
1465.10,4870
1467.08,4866
1469.05,4886
1471.03,4886
1473.00,4866
1474.90,4828
1476.90,4794
1478.90,4754
1480.90,4712
1482.90,4664
1484.80,4618
1486.78,4590
1488.75,4572
1490.73,4542
1492.70,4530
1494.70,4496
1496.68,4522
1498.65,4564
1500.63,4610
1502.60,4650
1504.60,4676
1506.58,4706
1508.55,4736
1510.53,4764
1512.50,4798
1514.50,4846
1516.48,4848
1518.45,4824
1520.43,4790
1522.40,4792
1524.40,4758
1526.38,4752
1528.35,4740
1530.33,4740
1532.30,4732
1534.30,4724
1536.28,4714
1538.25,4704
1540.23,4714
1542.20,4738
1544.20,4800
1546.18,4800
1548.15,4840
1550.13,4872
1552.10,4888
1554.00,4888
1555.98,4874
1557.95,4874
1559.93,4818
1561.90,4818
1563.90,4736
1565.88,4736
1567.85,4734
1569.83,4722
1571.80,4706
1573.80,4696
1575.78,4648
1577.75,4636
1579.73,4632
1581.70,4648
1583.70,4628
1585.68,4632
1587.65,4646
1589.63,4616
1591.60,4656
1593.60,4698
1595.58,4744
1597.55,4740
1599.53,4724
1601.50,4764
1603.50,4764
1605.48,4790
1607.45,4780
1609.43,4790
1611.40,4802
1613.30,4816
1615.30,4792
1617.30,4776
1619.30,4766
1621.30,4766
1623.20,4766
1625.18,4790
1627.15,4784
1629.13,4802
1631.10,4824
1633.10,4830
1635.08,4828
1637.05,4852
1639.03,4878
1641.00,4862
1643.00,4864
1644.98,4886
1646.95,4872
1648.93,4846
1650.90,4828
1652.90,4830
1654.88,4840
1656.85,4818
1658.83,4804
1660.80,4770
1662.80,4764
1664.78,4760
1666.75,4754
1668.73,4740
1670.70,4748
1672.70,4752
1674.68,4744
1676.65,4736
1678.63,4754
1680.60,4748
1682.60,4762
1684.58,4762
1686.55,4748
1688.53,4770
1690.50,4786
1692.40,4804
1694.38,4790
1696.35,4784
1698.33,4794
1700.30,4790
1702.30,4768
1704.28,4758
1706.25,4748
1708.23,4758
1710.20,4772
1712.20,4748
1714.18,4786
1716.15,4796
1718.13,4782
1720.10,4776
1722.10,4774
1724.08,4790
1726.05,4800
1728.03,4820
1730.00,4808
1732.00,4806
1733.98,4808
1735.95,4808
1737.93,4798
1739.90,4776
1741.90,4758
1743.88,4744
1745.85,4744
1747.83,4750
1749.80,4724
1751.70,4716
1753.70,4734
1755.70,4730
1757.70,4714
1759.70,4716
1761.60,4684
1763.58,4670
1765.55,4694
1767.53,4686
1769.50,4686
1771.50,4704
1773.48,4704
1775.45,4700
1777.43,4714
1779.40,4742
1781.40,4750
1783.38,4774
1785.35,4792
1787.33,4816
1789.30,4816
1791.30,4828
1793.28,4828
1795.25,4804
1797.23,4806
1799.20,4794
1801.20,4780
1803.18,4794
1805.15,4780
1807.13,4782
1809.10,4804
1811.10,4816
1813.08,4836
1815.05,4850
1817.03,4844
1819.00,4844
1820.90,4852
1822.90,4868
1824.90,4904
1826.90,4904
1828.90,4940
1830.80,4940
1832.78,4940
1834.75,4940
1836.73,4906
1838.70,4906
1840.70,4872
1842.68,4854
1844.65,4848
1846.63,4838
1848.60,4836
1850.60,4828
1852.58,4806
1854.55,4818
1856.53,4818
1858.50,4806
1860.50,4806
1862.48,4802
1864.45,4788
1866.43,4788
1868.40,4778
1870.40,4756
1872.38,4772
1874.35,4772
1876.33,4748
1878.30,4726
1880.30,4746
1882.28,4746
1884.25,4722
1886.23,4736
1888.20,4748
1890.10,4734
1892.10,4738
1894.10,4732
1896.10,4738
1898.10,4744
1900.00,4730
1901.98,4748
1903.95,4744
1905.93,4722
1907.90,4712
1909.90,4702
1911.88,4694
1913.85,4706
1915.83,4730
1917.80,4724
1919.80,4726
1921.78,4758
1923.75,4776
1925.73,4758
1927.70,4754
1929.70,4742
1931.68,4730
1933.65,4728
1935.63,4724
1937.60,4746
1939.60,4760
1941.58,4784
1943.55,4818
1945.53,4844
1947.50,4846
1949.50,4852
1951.48,4852
1953.45,4846
1955.43,4832
1957.40,4822
1959.30,4838
1961.30,4830
1963.30,4826
1965.30,4836
1967.30,4802
1969.20,4798
1971.18,4804
1973.15,4802
1975.13,4808
1977.10,4810
1979.10,4828
1981.08,4840
1983.05,4870
1985.03,4878
1987.00,4886
1989.00,4880
1990.98,4872
1992.95,4896
1994.93,4920
1996.90,4968
1998.90,4972
2000.88,4960
2002.85,4976
2004.83,4964
2006.80,4942
2008.80,4926
2010.78,4902
2012.75,4876
2014.73,4846
2016.70,4812
2018.70,4760
2020.68,4720
2022.65,4672
2024.63,4626
2026.60,4616
2028.50,4600
2030.50,4558
2032.50,4544
2034.50,4566
2036.50,4602
2038.40,4632
2040.38,4678
2042.35,4730
2044.33,4770
2046.30,4804
2048.30,4824
2050.28,4854
2052.25,4872
2054.23,4908
2056.20,4916
2058.20,4934
2060.18,4926
2062.15,4892
2064.13,4888
2066.10,4866
2068.10,4840
2070.08,4838
2072.05,4838
2074.03,4848
2076.00,4858
2078.00,4876
2079.98,4866
2081.95,4868
2083.93,4894
2085.90,4920
2087.90,4948
2089.88,4940
2091.85,4942
2093.83,4972
2095.80,4972
2097.70,4974
2099.70,4968
2101.70,4902
2103.70,4902
2105.70,4832
2107.60,4832
2109.58,4756
2111.55,4756
2113.53,4712
2115.50,4690
2117.50,4698
2119.48,4702
2121.45,4690
2123.43,4698
2125.40,4712
2127.40,4718
2129.38,4714
2131.35,4714
2133.33,4724
2135.30,4754
2137.30,4786
2139.28,4794
2141.25,4810
2143.23,4816
2145.20,4836
2147.20,4860
2149.18,4880
2151.15,4896
2153.13,4926
2155.10,4938
2157.10,4912
2159.08,4914
2161.05,4918
2163.03,4918
2165.00,4936
2166.90,4916
2168.90,4932
2170.90,4936
2172.90,4914
2174.90,4932
2176.80,4942
2178.78,4932
2180.75,4942
2182.73,4924
2184.70,4916
2186.70,4906
2188.68,4894
2190.65,4916
2192.63,4906
2194.60,4884
2196.60,4882
2198.58,4892
2200.55,4904
2202.53,4888
2204.50,4852
2206.50,4842
2208.48,4834
2210.45,4812
2212.43,4802
2214.40,4802
2216.40,4810
2218.38,4806
2220.35,4794
2222.33,4796
2224.30,4798
2226.30,4806
2228.28,4790
2230.25,4796
2232.23,4812
2234.20,4806
2236.10,4786
2238.10,4768
2240.10,4758
2242.10,4770
2244.10,4780
2246.00,4764
2247.98,4766
2249.95,4782
2251.93,4798
2253.90,4802
2255.90,4796
2257.88,4786
2259.85,4786
2261.83,4770
2263.80,4756
2265.80,4784
2267.78,4806
2269.75,4814
2271.73,4828
2273.70,4844
2275.70,4804
2277.68,4780
2279.65,4766
2281.63,4772
2283.60,4780
2285.60,4748
2287.58,4720
2289.55,4710
2291.53,4702
2293.50,4694
2295.50,4698
2297.48,4678
2299.45,4704
2301.43,4724
2303.40,4716
2305.30,4720
2307.30,4722
2309.30,4732
2311.30,4748
2313.30,4760
2315.20,4756
2317.18,4732
2319.15,4734
2321.13,4738
2323.10,4764
2325.10,4788
2327.08,4790
2329.05,4780
2331.03,4806
2333.00,4814
2335.00,4796
2336.98,4776
2338.95,4768
2340.93,4768
2342.90,4788
2344.90,4798
2346.88,4788
2348.85,4782
2350.83,4820
2352.80,4848
2354.80,4860
2356.78,4898
2358.75,4912
2360.73,4934
2362.70,4932
2364.70,4924
2366.68,4946
2368.65,4946
2370.63,4938
2372.60,4958
2374.50,4956
2376.50,4956
2378.50,4932
2380.50,4932
2382.50,4906
2384.40,4906
2386.38,4912
2388.35,4894
2390.33,4860
2392.30,4846
2394.30,4838
2396.28,4852
2398.25,4870
2400.23,4876
2402.20,4852
2404.20,4828
2406.18,4814
2408.15,4808
2410.13,4786
2412.10,4778
2414.10,4770
2416.08,4776
2418.05,4778
2420.03,4788
2422.00,4776
2424.00,4788
2425.98,4792
2427.95,4784
2429.93,4774
2431.90,4774
2433.90,4784
2435.88,4788
2437.85,4788
2439.83,4776
2441.80,4788
2443.70,4790
2445.70,4826
2447.70,4826
2449.70,4794
2451.70,4804
2453.60,4804
2455.58,4800
2457.55,4818
2459.53,4830
2461.50,4822
2463.50,4836
2465.48,4830
2467.45,4816
2469.43,4806
2471.40,4798
2473.40,4816
2475.38,4838
2477.35,4836
2479.33,4804
2481.30,4804
2483.30,4828
2485.28,4818
2487.25,4828
2489.23,4814
2491.20,4828
2493.20,4808
2495.18,4796
2497.15,4776
2499.13,4796
2501.10,4800
2503.10,4828
2505.08,4862
2507.05,4874
2509.03,4872
2511.00,4872
2512.90,4880
2514.90,4882
2516.90,4880
2518.90,4888
2520.90,4884
2522.80,4904
2524.78,4920
2526.75,4922
2528.73,4930
2530.70,4934
2532.70,4942
2534.68,4948
2536.65,4952
2538.63,4948
2540.60,4932
2542.60,4934
2544.58,4940
2546.55,4914
2548.53,4894
2550.50,4856
2552.50,4812
2554.48,4756
2556.45,4726
2558.43,4672
2560.40,4610
2562.40,4562
2564.38,4528
2566.35,4470
2568.33,4466
2570.30,4484
2572.30,4512
2574.28,4522
2576.25,4560
2578.23,4622
2580.20,4686
2582.10,4736
2584.10,4776
2586.10,4838
2588.10,4876
2590.10,4928
2592.00,4952
2593.98,4974
2595.95,4956
2597.93,4952
2599.90,4952
2601.90,4920
2603.88,4884
2605.85,4876
2607.83,4858
2609.80,4826
2611.80,4826
2613.78,4840
2615.75,4838
2617.73,4834
2619.70,4838
2621.70,4822
2623.68,4848
2625.65,4880
2627.63,4874
2629.60,4854
2631.60,4864
2633.58,4860
2635.55,4862
2637.53,4862
2639.50,4878
2641.50,4888
2643.48,4888
2645.45,4852
2647.43,4794
2649.40,4794
2651.30,4724
2653.30,4724
2655.30,4678
2657.30,4678
2659.30,4646
2661.20,4646
2663.18,4662
2665.15,4684
2667.13,4658
2669.10,4624
2671.10,4638
2673.08,4662
2675.05,4724
2677.03,4746
2679.00,4782
2681.00,4798
2682.98,4840
2684.95,4852
2686.93,4868
2688.90,4856
2690.90,4858
2692.88,4844
2694.85,4858
2696.83,4862
2698.80,4852
2700.80,4846
2702.78,4820
2704.75,4840
2706.73,4870
2708.70,4856
2710.70,4830
2712.68,4806
2714.65,4798
2716.63,4796
2718.60,4812
2720.50,4806
2722.50,4788
2724.50,4798
2726.50,4830
2728.50,4822
2730.40,4826
2732.38,4820
2734.35,4796
2736.33,4784
2738.30,4782
2740.30,4770
2742.28,4754
2744.25,4744
2746.23,4734
2748.20,4710
2750.20,4710
2752.18,4704
2754.15,4706
2756.13,4698
2758.10,4706
2760.10,4712
2762.08,4706
2764.05,4720
2766.03,4720
2768.00,4742
2770.00,4762
2771.98,4760
2773.95,4768
2775.93,4788
2777.90,4800
2779.90,4824
2781.88,4806
2783.85,4788
2785.83,4786
2787.80,4796
2789.70,4784
2791.70,4792
2793.70,4798
2795.70,4790
2797.70,4794
2799.60,4820
2801.58,4840
2803.55,4836
2805.53,4822
2807.50,4804
2809.50,4820
2811.48,4812
2813.45,4798
2815.43,4778
2817.40,4770
2819.40,4760
2821.38,4738
2823.35,4708
2825.33,4696
2827.30,4674
2829.30,4656
2831.28,4644
2833.25,4636
2835.23,4626
2837.20,4612
2839.20,4644
2841.18,4654
2843.15,4656
2845.13,4660
2847.10,4654
2849.10,4662
2851.08,4680
2853.05,4698
2855.03,4708
2857.00,4706
2858.90,4692
2860.90,4684
2862.90,4686
2864.90,4696
2866.90,4704
2868.80,4680
2870.78,4668
2872.75,4678
2874.73,4672
2876.70,4674
2878.70,4674
2880.68,4676
2882.65,4678
2884.63,4726
2886.60,4750
2888.60,4744
2890.58,4738
2892.55,4742
2894.53,4748
2896.50,4748
2898.50,4764
2900.48,4774
2902.45,4762
2904.43,4782
2906.40,4778
2908.40,4788
2910.38,4760
2912.35,4748
2914.33,4756
2916.30,4770
2918.30,4770
2920.28,4752
2922.25,4754
2924.23,4744
2926.20,4744
2928.10,4792
2930.10,4792
2932.10,4768
2934.10,4768
2936.10,4768
2938.00,4796
2939.98,4792
2941.95,4776
2943.93,4756
2945.90,4724
2947.90,4726
2949.88,4722
2951.85,4706
2953.83,4696
2955.80,4700
2957.80,4694
2959.78,4684
2961.75,4700
2963.73,4724
2965.70,4750
2967.70,4744
2969.68,4728
2971.65,4722
2973.63,4720
2975.60,4706
2977.60,4698
2979.58,4686
2981.55,4678
2983.53,4666
2985.50,4668
2987.50,4688
2989.48,4714
2991.45,4734
2993.43,4764
2995.40,4748
2997.30,4724
2999.28,4722
3001.25,4732
3003.23,4740
3005.20,4728
3007.20,4716
3009.18,4732
3011.15,4748
3013.13,4740
3015.10,4716
3017.10,4718
3019.08,4698
3021.05,4680
3023.03,4640
3025.00,4640
3027.00,4648
3028.98,4654
3030.95,4654
3032.93,4642
3034.90,4642
3036.90,4632
3038.88,4640
3040.85,4668
3042.83,4684
3044.80,4704
3046.80,4712
3048.78,4708
3050.75,4724
3052.73,4724
3054.70,4732
3056.70,4726
3058.68,4714
3060.65,4720
3062.63,4748
3064.60,4776
3066.50,4824
3068.50,4844
3070.50,4828
3072.50,4834
3074.50,4844
3076.40,4838
3078.38,4846
3080.35,4838
3082.33,4828
3084.30,4798
3086.30,4754
3088.28,4712
3090.25,4656
3092.23,4582
3094.20,4532
3096.20,4492
3098.18,4440
3100.15,4388
3102.13,4360
3104.10,4370
3106.10,4358
3108.08,4404
3110.05,4434
3112.03,4486
3114.00,4548
3116.00,4620
3117.98,4678
3119.95,4696
3121.93,4740
3123.90,4790
3125.90,4828
3127.88,4864
3129.85,4866
3131.83,4880
3133.80,4858
3135.70,4830
3137.68,4798
3139.65,4748
3141.63,4718
3143.60,4690
3145.60,4682
3147.58,4682
3149.55,4692
3151.53,4702
3153.50,4716
3155.50,4738
3157.48,4764
3159.45,4806
3161.43,4808
3163.40,4806
3165.40,4814
3167.38,4816
3169.35,4812
3171.33,4790
3173.30,4776
3175.30,4732
3177.28,4702
3179.25,4690
3181.23,4660
3183.20,4614
3185.20,4550
3187.18,4550
3189.15,4512
3191.13,4512
3193.10,4514
3195.10,4532
3197.08,4550
3199.05,4550
3201.03,4540
3203.00,4540
3204.90,4542
3206.90,4542
3208.90,4558
3210.90,4590
3212.90,4598
3214.80,4618
3216.78,4644
3218.75,4660
3220.73,4666
3222.70,4694
3224.70,4710
3226.68,4720
3228.65,4724
3230.63,4734
3232.60,4708
3234.60,4708
3236.58,4712
3238.55,4710
3240.53,4716
3242.50,4706
3244.50,4700
3246.48,4684
3248.45,4694
3250.43,4708
3252.40,4708
3254.40,4724
3256.38,4748
3258.35,4778
3260.33,4792
3262.30,4804
3264.30,4800
3266.28,4796
3268.25,4804
3270.23,4786
3272.20,4786
3274.10,4814
3276.08,4818
3278.05,4810
3280.03,4772
3282.00,4722
3284.00,4666
3285.98,4652
3287.95,4660
3289.93,4654
3291.90,4658
3293.90,4662
3295.88,4644
3297.85,4614
3299.83,4626
3301.80,4650
3303.80,4644
3305.78,4656
3307.75,4656
3309.73,4650
3311.70,4648
3313.70,4660
3315.68,4690
3317.65,4712
3319.63,4698
3321.60,4694
3323.60,4696
3325.58,4714
3327.55,4726
3329.53,4738
3331.50,4730
3333.50,4732
3335.48,4744
3337.45,4752
3339.43,4738
3341.40,4746
3343.30,4760
3345.28,4736
3347.25,4718
3349.23,4738
3351.20,4740
3353.20,4722
3355.18,4708
3357.15,4724
3359.13,4726
3361.10,4716
3363.10,4714
3365.08,4700
3367.05,4702
3369.03,4702
3371.00,4706
3373.00,4704
3374.98,4692
3376.95,4694
3378.93,4684
3380.90,4698
3382.90,4702
3384.88,4688
3386.85,4702
3388.83,4704
3390.80,4674
3392.80,4670
3394.78,4668
3396.75,4672
3398.73,4684
3400.70,4712
3402.70,4700
3404.68,4686
3406.65,4684
3408.63,4690
3410.60,4688
3412.50,4690
3414.48,4700
3416.45,4696
3418.43,4656
3420.40,4646
3422.40,4642
3424.38,4632
3426.35,4644
3428.33,4640
3430.30,4642
3432.30,4660
3434.28,4684
3436.25,4704
3438.23,4708
3440.20,4720
3442.20,4724
3444.18,4722
3446.15,4728
3448.13,4718
3450.10,4748
3452.10,4732
3454.08,4728
3456.05,4738
3458.03,4714
3460.00,4690
3462.00,4706
3463.98,4696
3465.95,4716
3467.93,4716
3469.90,4736
3471.90,4756
3473.88,4748
3475.85,4748
3477.83,4754
3479.80,4782
3481.70,4806
3483.68,4806
3485.65,4762
3487.63,4762
3489.60,4772
3491.60,4772
3493.58,4722
3495.55,4720
3497.53,4720
3499.50,4700
3501.50,4684
3503.48,4696
3505.45,4706
3507.43,4712
3509.40,4684
3511.40,4674
3513.38,4676
3515.35,4668
3517.33,4664
3519.30,4664
3521.30,4636
3523.28,4636
3525.25,4630
3527.23,4628
3529.20,4628
3531.20,4618
3533.18,4602
3535.15,4594
3537.13,4596
3539.10,4582
3541.10,4590
3543.08,4610
3545.05,4622
3547.03,4624
3549.00,4620
3550.90,4628
3552.88,4612
3554.85,4626
3556.83,4612
3558.80,4636
3560.80,4646
3562.78,4648
3564.75,4650
3566.73,4660
3568.70,4656
3570.70,4648
3572.68,4636
3574.65,4644
3576.63,4654
3578.60,4674
3580.60,4676
3582.58,4700
