t,lead_I,lead_II,v3,v4
473.3,-121069,-141311,91457,86782
475.3,-120805,-141124,91499,86837
477.3,-120454,-140964,91501,86874
479.3,-120287,-140914,91487,86894
481.3,-120363,-140855,91491,86933
483.3,-120528,-140885,91503,86982
485.3,-120604,-141180,91510,86995
487.3,-120568,-141469,91490,86943
489.3,-120555,-141416,91416,86837
491.3,-120661,-141269,91323,86734
493.3,-120788,-141367,91277,86680
495.3,-120794,-141510,91274,86665
497.3,-120717,-141469,91278,86674
499.3,-120694,-141451,91301,86715
501.3,-120770,-141598,91328,86742
503.3,-120905,-141735,91277,86685
505.3,-121024,-141845,91138,86562
507.3,-121029,-142081,91010,86455
509.3,-120903,-142347,90936,86373
511.3,-120794,-142450,90872,86281
513.3,-120809,-142426,90794,86196
515.3,-120825,-142343,90721,86140
517.3,-120672,-142192,90653,86083
519.3,-120442,-142113,90607,86032
521.3,-120417,-142252,90624,86042
523.3,-120707,-142460,90672,86083
525.3,-121061,-142535,90653,86060
527.3,-121146,-142541,90575,85981
529.3,-120976,-142599,90538,85945
531.3,-120871,-142689,90560,85964
533.28,-120969,-142784,90570,85978
535.25,-121058,-142847,90548,85973
537.23,-120955,-142732,90507,85950
539.2,-120750,-142394,90430,85887
541.2,-120640,-142120,90364,85839
543.2,-120716,-142233,90416,85909
545.2,-120894,-142614,90547,86034
547.2,-120978,-142836,90593,86044
549.2,-120908,-142780,90534,85951
551.2,-120862,-142734,90489,85895
553.2,-120940,-142809,90463,85865
555.2,-120997,-142766,90401,85792
557.2,-120954,-142593,90396,85779
559.2,-120933,-142615,90552,85917
561.2,-120981,-142868,90780,86079
563.2,-121034,-143010,90948,86129
565.2,-121108,-142918,91084,86127
567.2,-121199,-142795,91275,86167
569.2,-121167,-142738,91531,86271
571.2,-120953,-142686,91813,86464
573.2,-120646,-142621,92048,86750
575.2,-120300,-142490,92203,87117
577.2,-119905,-142171,92362,87653
579.2,-119459,-141673,92576,88422
581.2,-118929,-141127,92676,89223
583.2,-118374,-140561,92500,89821
585.2,-118057,-139913,92128,90283
587.2,-118096,-139230,91654,90721
589.2,-118195,-138649,90987,90971
591.2,-118125,-138279,90107,90838
593.2,-118154,-138311,89189,90296
595.2,-118622,-139005,88305,89287
597.2,-119409,-140266,87336,87762
599.2,-120134,-141489,86295,86031
601.2,-120644,-142180,85440,84612
603.2,-121026,-142486,84996,83736
605.2,-121340,-142799,84975,83319
607.2,-121530,-143203,85274,83245
609.2,-121533,-143518,85794,83416
611.2,-121358,-143607,86456,83703
613.18,-121097,-143486,87187,84043
615.15,-120893,-143323,87908,84434
617.13,-120845,-143271,88559,84840
619.1,-120889,-143218,89104,85191
621.1,-120841,-142969,89514,85445
623.1,-120631,-142681,89804,85621
625.1,-120476,-142709,90052,85769
627.1,-120620,-142964,90264,85885
629.1,-120919,-142977,90329,85883
631.1,-121005,-142677,90252,85769
633.1,-120874,-142534,90225,85713
635.1,-120816,-142714,90331,85800
637.1,-120812,-142795,90414,85891
639.1,-120664,-142590,90393,85885
641.1,-120552,-142512,90376,85858
643.1,-120699,-142763,90409,85865
645.1,-120848,-142965,90417,85853
647.1,-120769,-142900,90392,85814
649.1,-120711,-142845,90382,85790
651.1,-120838,-142947,90385,85780
653.1,-120899,-143003,90395,85781
655.1,-120786,-142919,90424,85808
657.1,-120699,-142834,90446,85838
659.1,-120710,-142823,90456,85850
661.1,-120713,-142839,90502,85875
663.1,-120703,-142857,90558,85916
665.1,-120732,-142879,90559,85933
667.1,-120756,-142886,90534,85936
669.1,-120721,-142858,90542,85934
671.1,-120695,-142823,90551,85904
673.1,-120746,-142865,90542,85885
675.1,-120776,-142962,90551,85932
677.1,-120651,-142940,90556,85977
679.1,-120481,-142770,90536,85959
681.1,-120502,-142686,90540,85960
683.1,-120704,-142767,90566,86005
685.1,-120863,-142825,90535,85988
687.1,-120893,-142850,90490,85925
689.1,-120857,-143040,90535,85944
691.1,-120779,-143307,90614,86007
693.08,-120706,-143335,90607,85988
695.05,-120706,-143133,90558,85935
697.03,-120708,-142968,90551,85946
699.0,-120592,-142902,90554,85961
701.0,-120450,-142837,90534,85926
703.0,-120481,-142820,90551,85927
705.0,-120673,-142946,90625,85997
707.0,-120803,-143112,90669,86027
709.0,-120733,-143146,90635,85961
711.0,-120586,-143069,90582,85875
713.0,-120582,-143023,90566,85839
715.0,-120739,-143001,90569,85840
717.0,-120825,-142886,90576,85872
719.0,-120697,-142727,90624,85965
721.0,-120517,-142684,90720,86099
723.0,-120502,-142717,90792,86187
725.0,-120615,-142673,90805,86204
727.0,-120672,-142576,90806,86204
729.0,-120608,-142517,90813,86204
731.0,-120496,-142440,90778,86160
733.0,-120433,-142336,90718,86093
735.0,-120461,-142342,90723,86100
737.0,-120522,-142481,90812,86197
739.0,-120515,-142577,90893,86291
741.0,-120447,-142525,90907,86313
743.0,-120421,-142408,90882,86289
745.0,-120467,-142352,90872,86274
747.0,-120528,-142393,90888,86285
749.0,-120551,-142456,90912,86305
751.0,-120490,-142445,90929,86312
753.0,-120367,-142371,90930,86303
755.0,-120310,-142323,90919,86290
757.0,-120371,-142344,90922,86298
759.0,-120409,-142378,90965,86343
761.0,-120312,-142328,91016,86400
763.0,-120161,-142180,91020,86415
765.0,-120109,-142110,90998,86394
767.0,-120224,-142329,91023,86410
769.0,-120409,-142679,91085,86472
771.0,-120423,-142701,91095,86486
772.98,-120188,-142319,91034,86417
774.95,-119993,-142043,91000,86378
776.93,-120087,-142201,91058,86452
778.9,-120295,-142463,91146,86567
780.9,-120321,-142459,91175,86615
782.9,-120178,-142311,91138,86596
784.9,-120067,-142245,91101,86575
786.9,-120107,-142245,91103,86577
788.9,-120256,-142273,91113,86579
790.9,-120327,-142337,91088,86560
792.9,-120181,-142342,91061,86547
794.9,-119979,-142262,91093,86583
796.9,-119989,-142249,91162,86653
798.9,-120162,-142332,91193,86699
800.9,-120227,-142344,91178,86695
802.9,-120127,-142263,91161,86675
804.9,-120032,-142254,91148,86666
806.9,-120060,-142355,91135,86668
808.9,-120188,-142436,91140,86678
810.9,-120311,-142434,91146,86685
812.9,-120286,-142405,91109,86675
814.9,-120080,-142387,91042,86644
816.9,-119891,-142344,90995,86612
818.9,-119940,-142279,90987,86607
820.9,-120166,-142286,91007,86650
822.9,-120304,-142357,91034,86710
824.9,-120239,-142324,91028,86716
826.9,-120119,-142162,90982,86665
828.9,-120125,-142117,90967,86647
830.9,-120244,-142286,91015,86696
832.9,-120297,-142378,91051,86729
834.9,-120164,-142164,91025,86704
836.9,-119966,-141858,90999,86687
838.9,-119936,-141785,91020,86718
840.9,-120103,-141943,91064,86762
842.9,-120240,-142092,91106,86801
844.9,-120180,-142084,91136,86827
846.9,-120048,-141984,91135,86815
848.9,-120072,-141951,91127,86788
850.9,-120264,-142031,91157,86803
852.88,-120403,-142095,91195,86831
854.85,-120319,-142038,91177,86801
856.83,-120102,-141928,91131,86743
858.8,-120004,-141884,91121,86732
860.8,-120162,-141952,91152,86767
862.8,-120436,-142120,91197,86805
864.8,-120541,-142241,91218,86809
866.8,-120405,-142138,91168,86753
868.8,-120296,-141969,91081,86670
870.8,-120451,-142096,91065,86649
872.8,-120700,-142412,91116,86685
874.8,-120742,-142460,91116,86680
876.8,-120609,-142253,91068,86640
878.8,-120543,-142188,91077,86647
880.8,-120605,-142260,91117,86665
882.8,-120684,-142232,91105,86639
884.8,-120710,-142217,91106,86652
886.8,-120654,-142329,91180,86743
888.8,-120542,-142344,91214,86780
890.8,-120501,-142206,91148,86712
892.8,-120602,-142189,91110,86679
894.8,-120718,-142335,91154,86730
896.8,-120699,-142402,91180,86761
898.8,-120587,-142338,91169,86751
900.8,-120542,-142276,91189,86764
902.8,-120660,-142286,91217,86773
904.8,-120853,-142358,91191,86727
906.8,-120914,-142415,91143,86670
908.8,-120776,-142367,91108,86638
910.8,-120628,-142303,91078,86623
912.8,-120657,-142389,91078,86642
914.8,-120792,-142528,91124,86699
916.8,-120839,-142504,91154,86729
918.8,-120735,-142366,91133,86715
920.8,-120606,-142307,91119,86717
922.8,-120634,-142369,91137,86748
924.8,-120826,-142476,91147,86761
926.8,-120941,-142539,91142,86758
928.8,-120815,-142468,91139,86750
930.7,-120643,-142334,91124,86718
932.7,-120683,-142362,91098,86680
934.7,-120851,-142571,91092,86675
936.7,-120878,-142691,91085,86665
938.7,-120727,-142624,91049,86622
940.7,-120586,-142576,91041,86623
942.7,-120565,-142626,91100,86704
944.7,-120627,-142621,91156,86770
946.7,-120704,-142567,91148,86769
948.7,-120735,-142596,91123,86770
950.7,-120668,-142607,91126,86799
952.7,-120551,-142451,91132,86798
954.7,-120540,-142320,91116,86762
956.7,-120676,-142429,91086,86729
958.7,-120749,-142576,91043,86699
960.7,-120594,-142510,91004,86672
962.7,-120394,-142373,90996,86671
964.7,-120429,-142394,91001,86681
966.7,-120673,-142517,90996,86682
968.7,-120851,-142590,91000,86697
970.7,-120803,-142585,91014,86715
972.7,-120637,-142543,90991,86683
974.7,-120585,-142501,90943,86617
976.7,-120731,-142478,90938,86605
978.7,-120873,-142463,90972,86639
980.7,-120786,-142476,90974,86642
982.7,-120607,-142563,90941,86618
984.7,-120661,-142675,90941,86631
986.7,-120923,-142707,90980,86669
988.7,-121048,-142664,90985,86667
990.7,-120910,-142614,90919,86611
992.7,-120736,-142585,90853,86564
994.7,-120727,-142652,90871,86583
996.7,-120855,-142855,90944,86646
998.7,-120984,-142996,90968,86682
1000.7,-120977,-142876,90916,86655
1002.7,-120819,-142686,90866,86605
1004.7,-120695,-142701,90865,86576
1006.7,-120780,-142773,90860,86559
1008.7,-120961,-142673,90819,86534
1010.6,-121014,-142629,90810,86533
1012.6,-120939,-142893,90878,86589
1014.6,-120873,-143180,90942,86650
1016.6,-120856,-143157,90926,86650
1018.6,-120867,-143026,90890,86630
1020.6,-120906,-143044,90893,86639
1022.6,-120914,-143037,90884,86638
1024.6,-120846,-142875,90840,86610
1026.6,-120803,-142797,90821,86612
1028.6,-120902,-142924,90827,86631
1030.6,-121060,-143034,90809,86600
1032.6,-121098,-142987,90788,86557
1034.6,-120985,-142890,90782,86550
1036.6,-120882,-142859,90748,86516
1038.6,-120948,-142947,90711,86448
1040.6,-121120,-143136,90738,86443
1042.6,-121137,-143234,90769,86485
1044.6,-120911,-143090,90729,86481
1046.6,-120725,-142904,90691,86462
1048.6,-120842,-142950,90719,86496
1050.6,-121100,-143117,90737,86526
1052.6,-121162,-143144,90715,86510
1054.6,-120993,-143079,90718,86500
1056.6,-120835,-143105,90748,86511
1058.6,-120859,-143188,90763,86519
1060.6,-120998,-143192,90789,86546
1062.6,-121060,-143072,90830,86593
1064.6,-120962,-142867,90831,86610
1066.6,-120851,-142721,90792,86593
1068.6,-120876,-142790,90779,86581
1070.6,-120943,-142973,90808,86584
1072.6,-120886,-143014,90841,86601
1074.6,-120757,-142919,90855,86624
1076.6,-120699,-142900,90848,86626
1078.6,-120720,-142972,90838,86606
1080.6,-120771,-142971,90852,86615
1082.6,-120863,-142886,90891,86673
1084.6,-120967,-142861,90958,86753
1086.6,-120985,-142893,91055,86822
1088.6,-120917,-142801,91137,86866
1090.5,-120914,-142569,91173,86896
1092.5,-121048,-142421,91206,86932
1094.5,-121163,-142444,91249,86953
1096.5,-121070,-142443,91244,86928
1098.5,-120845,-142368,91213,86907
1100.5,-120766,-142413,91252,86958
1102.5,-120913,-142585,91334,87025
1104.5,-121064,-142657,91349,87020
1106.5,-121015,-142568,91308,86984
1108.5,-120823,-142436,91302,86998
1110.5,-120703,-142297,91327,87036
1112.5,-120783,-142153,91337,87046
1114.5,-120957,-142046,91371,87078
1116.5,-120993,-141962,91478,87194
1118.5,-120859,-141886,91613,87345
1120.5,-120779,-141889,91704,87442
1122.5,-120872,-141964,91729,87471
1124.5,-120970,-141980,91705,87467
1126.5,-120896,-141895,91660,87450
1128.5,-120686,-141798,91615,87419
1130.5,-120539,-141766,91563,87373
1132.5,-120622,-141851,91504,87322
1134.5,-120834,-142022,91468,87287
1136.5,-120865,-142099,91470,87278
1138.5,-120705,-142012,91479,87275
1140.5,-120690,-141951,91467,87249
1142.5,-120839,-142016,91435,87215
1144.5,-120869,-142062,91402,87213
1146.5,-120877,-142056,91379,87226
1148.5,-121098,-142125,91341,87181
1150.5,-121229,-142254,91246,87054
1152.5,-121000,-142422,91126,86928
1154.5,-120829,-142773,91054,86866
1156.5,-121037,-143228,91013,86805
1158.5,-121234,-143407,90932,86689
1160.5,-121129,-143279,90833,86587
1162.5,-120991,-143238,90776,86555
1164.5,-120983,-143380,90734,86536
1166.5,-120969,-143439,90670,86491
1168.5,-120984,-143429,90631,86469
1170.4,-121144,-143580,90648,86493
1172.4,-121279,-143748,90667,86514
1174.4,-121215,-143643,90643,86497
1176.4,-121108,-143442,90610,86456
1178.4,-121138,-143493,90607,86417
1180.4,-121195,-143678,90631,86411
1182.4,-121120,-143663,90653,86448
1184.4,-120991,-143488,90665,86496
1186.4,-120993,-143432,90689,86544
1188.4,-121129,-143544,90733,86601
1190.4,-121214,-143652,90748,86629
1192.4,-121140,-143644,90696,86575
1194.4,-121018,-143555,90624,86485
1196.4,-121000,-143481,90597,86444
1198.4,-121078,-143473,90584,86428
1200.4,-121157,-143493,90545,86385
1202.4,-121192,-143497,90546,86379
1204.4,-121159,-143490,90640,86465
1206.4,-121099,-143498,90747,86536
1208.4,-121169,-143581,90787,86490
1210.4,-121395,-143768,90830,86414
1212.4,-121516,-143899,90970,86427
1214.4,-121367,-143774,91190,86513
1216.4,-121148,-143518,91448,86637
1218.4,-121059,-143461,91751,86839
1220.4,-120990,-143609,92059,87138
1222.4,-120766,-143621,92291,87520
1224.4,-120357,-143304,92479,88051
1226.4,-119832,-142805,92709,88793
1228.4,-119330,-142306,92898,89607
1230.4,-118971,-141790,92858,90257
1232.4,-118684,-141141,92557,90715
1234.4,-118364,-140332,92098,91101
1236.4,-118119,-139516,91482,91378
1238.4,-118142,-138999,90684,91384
1240.4,-118500,-139095,89814,91015
1242.38,-119139,-139895,88927,90144
1244.35,-119862,-141108,87904,88665
1246.33,-120418,-142245,86755,86857
1248.3,-120851,-143028,85784,85311
1250.3,-121400,-143524,85258,84355
1252.3,-121915,-143882,85193,83900
1254.3,-121996,-144135,85479,83806
1256.3,-121719,-144289,85995,83979
1258.3,-121510,-144391,86617,84257
1260.3,-121453,-144439,87281,84551
1262.3,-121391,-144387,87966,84902
1264.3,-121359,-144296,88599,85289
1266.3,-121385,-144294,89123,85622
1268.3,-121310,-144341,89561,85888
1270.3,-121141,-144273,89911,86101
1272.3,-121097,-144123,90134,86227
1274.3,-121198,-144097,90278,86289
1276.3,-121230,-144162,90408,86347
1278.3,-121106,-144076,90478,86370
1280.3,-120999,-143877,90473,86341
1282.3,-121086,-143844,90495,86357
1284.3,-121291,-143959,90578,86452
1286.3,-121337,-143957,90629,86525
1288.3,-121141,-143832,90636,86529
1290.3,-120976,-143771,90659,86521
1292.3,-121077,-143783,90674,86513
1294.3,-121285,-143801,90645,86482
1296.3,-121307,-143838,90628,86456
1298.3,-121108,-143834,90649,86449
1300.3,-120917,-143755,90668,86452
1302.3,-120941,-143751,90702,86502
1304.3,-121138,-143865,90779,86599
1306.3,-121268,-143897,90821,86637
1308.3,-121203,-143805,90781,86588
1310.3,-121084,-143749,90741,86560
1312.3,-121087,-143755,90750,86587
1314.3,-121189,-143802,90754,86582
1316.3,-121258,-143936,90727,86514
1318.3,-121215,-143999,90686,86444
1320.3,-121074,-143808,90654,86419
1322.28,-120948,-143662,90683,86474
1324.25,-120988,-143907,90796,86602
1326.23,-121167,-144214,90891,86697
1328.2,-121231,-144123,90882,86690
1330.2,-121055,-143881,90861,86676
1332.2,-120872,-143924,90920,86735
1334.2,-120959,-144090,90964,86772
1336.2,-121209,-144043,90912,86715
1338.2,-121297,-143911,90879,86679
1340.2,-121142,-143934,90951,86743
1342.2,-120973,-144002,91013,86799
1344.2,-120987,-143954,90967,86761
1346.2,-121130,-143913,90909,86713
1348.2,-121229,-144001,90938,86728
1350.2,-121183,-144088,90980,86742
1352.2,-121045,-144013,90950,86704
1354.2,-120970,-143869,90915,86678
1356.2,-121059,-143873,90959,86712
1358.2,-121214,-144033,91027,86756
1360.2,-121221,-144101,91018,86744
1362.2,-121057,-143951,90947,86688
1364.2,-120972,-143838,90912,86661
1366.2,-121117,-144013,90964,86724
1368.2,-121279,-144255,91056,86847
1370.2,-121210,-144187,91111,86920
1372.2,-121006,-143909,91093,86886
1374.2,-120925,-143837,91046,86815
1376.2,-121015,-144020,91040,86802
1378.2,-121124,-144123,91080,86840
1380.2,-121135,-144000,91102,86852
1382.2,-121050,-143848,91088,86835
1384.2,-120945,-143812,91094,86857
1386.2,-120895,-143802,91135,86925
1388.2,-120904,-143741,91156,86968
1390.2,-120909,-143702,91156,86979
1392.2,-120870,-143731,91196,87015
1394.2,-120810,-143744,91259,87066
1396.2,-120791,-143682,91264,87058
1398.2,-120865,-143628,91227,87014
1400.2,-120985,-143677,91233,87015
1402.18,-121007,-143759,91271,87055
1404.15,-120875,-143736,91290,87086
1406.13,-120751,-143627,91319,87126
1408.1,-120791,-143575,91374,87180
1410.1,-120900,-143609,91403,87199
1412.1,-120870,-143609,91401,87191
1414.1,-120698,-143519,91408,87200
1416.1,-120577,-143433,91410,87202
1418.1,-120638,-143452,91399,87187
1420.1,-120784,-143538,91424,87219
1422.1,-120804,-143550,91477,87296
1424.1,-120636,-143436,91499,87351
1426.1,-120472,-143313,91497,87377
1428.1,-120510,-143275,91492,87388
1430.1,-120677,-143255,91454,87349
1432.1,-120739,-143191,91405,87285
1434.1,-120613,-143138,91416,87280
1436.1,-120451,-143160,91471,87336
1438.1,-120442,-143278,91508,87387
1440.1,-120573,-143453,91531,87425
1442.1,-120624,-143517,91549,87456
1444.1,-120481,-143359,91542,87460
1446.1,-120344,-143171,91532,87451
1448.1,-120418,-143177,91551,87474
1450.1,-120577,-143245,91576,87512
1452.1,-120609,-143145,91558,87506
1454.1,-120533,-142986,91498,87447
1456.1,-120446,-143021,91454,87406
1458.1,-120396,-143237,91488,87457
1460.1,-120473,-143394,91563,87538
1462.1,-120652,-143346,91556,87517
1464.1,-120694,-143184,91471,87428
1466.1,-120540,-143122,91439,87422
1468.1,-120463,-143239,91484,87491
1470.1,-120576,-143385,91494,87497
1472.1,-120664,-143404,91452,87445
1474.1,-120605,-143385,91460,87456
1476.1,-120500,-143470,91536,87538
1478.1,-120421,-143550,91578,87584
1480.1,-120428,-143455,91534,87544
1482.08,-120589,-143331,91469,87477
1484.05,-120746,-143402,91481,87473
1486.03,-120654,-143502,91556,87530
1488.0,-120437,-143372,91593,87566
1490.0,-120437,-143207,91581,87557
1492.0,-120635,-143307,91609,87586
1494.0,-120701,-143452,91681,87659
1496.0,-120535,-143279,91686,87665
1498.0,-120378,-142977,91626,87582
1500.0,-120434,-142960,91626,87545
1502.0,-120648,-143160,91699,87595
1504.0,-120827,-143250,91723,87614
1506.0,-120841,-143249,91695,87580
1508.0,-120729,-143375,91729,87601
1510.0,-120650,-143571,91815,87672
1512.0,-120733,-143633,91841,87682
1514.0,-120925,-143563,91816,87637
1516.0,-121020,-143470,91814,87617
1518.0,-120908,-143379,91821,87614
1520.0,-120759,-143335,91818,87615
