t,carotid_880nm,carotid_660nm,brachial_880nm,brachial_660nm
605.3,64.649,16.602,-127.89,-88.484
615.2,58.649,15.602,-128.89,-90.484
625.1,54.649,13.602,-129.89,-89.484
634.9,50.649,12.602,-129.89,-89.484
644.8,46.649,11.602,-130.89,-90.484
654.7,45.649,11.602,-131.89,-89.484
664.6,40.649,9.6023,-131.89,-89.484
674.5,39.649,9.6023,-130.89,-89.484
684.4,34.649,7.6023,-131.89,-88.484
694.2,31.649,6.6023,-133.89,-88.484
704.1,28.649,5.6023,-131.89,-88.484
714.0,24.649,4.6023,-132.89,-88.484
723.9,21.649,3.6023,-131.89,-88.484
733.8,17.649,2.6023,-132.89,-88.484
743.7,12.649,1.6023,-135.89,-87.484
753.6,10.649,1.6023,-136.89,-90.484
763.5,4.6487,-0.39768,-136.89,-88.484
773.3,1.6487,-1.3977,-137.89,-89.484
783.2,-2.3513,-2.3977,-141.89,-91.484
793.1,-6.3513,-3.3977,-143.89,-92.484
803.0,-12.351,-5.3977,-148.89,-94.484
812.9,-15.351,-5.3977,-151.89,-95.484
822.8,-20.351,-6.3977,-154.89,-96.484
832.6,-24.351,-7.3977,-157.89,-98.484
842.5,-30.351,-8.3977,-157.89,-98.484
852.4,-33.351,-10.398,-157.89,-96.484
862.3,-38.351,-11.398,-155.89,-96.484
872.2,-42.351,-12.398,-155.89,-97.484
882.1,-46.351,-13.398,-157.89,-98.484
892.0,-43.351,-11.398,-162.89,-99.484
901.9,-29.351,-6.3977,-168.89,-103.48
911.7,-8.3513,-0.39768,-174.89,-103.48
921.6,14.649,5.6023,-176.89,-105.48
931.5,37.649,12.602,-181.89,-106.48
941.4,55.649,16.602,-185.89,-109.48
951.3,67.649,18.602,-190.89,-112.48
961.2,74.649,20.602,-194.89,-117.48
971.0,79.649,21.602,-196.89,-117.48
980.9,81.649,22.602,-194.89,-118.48
990.8,80.649,20.602,-189.89,-117.48
1000.7,81.649,20.602,-182.89,-115.48
1010.6,79.649,19.602,-180.89,-113.48
1020.5,76.649,18.602,-178.89,-113.48
1030.4,70.649,16.602,-175.89,-112.48
1040.2,64.649,15.602,-176.89,-113.48
1050.1,58.649,13.602,-176.89,-113.48
1060.0,52.649,11.602,-178.89,-112.48
1069.9,49.649,10.602,-180.89,-114.48
1079.8,44.649,9.6023,-181.89,-114.48
1089.7,41.649,8.6023,-182.89,-115.48
1099.6,38.649,8.6023,-183.89,-114.48
1109.4,35.649,7.6023,-184.89,-115.48
1119.3,32.649,6.6023,-185.89,-115.48
1129.2,30.649,6.6023,-189.89,-115.48
1139.1,26.649,5.6023,-189.89,-115.48
1149.0,22.649,5.6023,-190.89,-115.48
1158.9,18.649,3.6023,-188.89,-113.48
1168.8,18.649,3.6023,-188.89,-114.48
1178.6,9.6487,0.60232,-191.89,-114.48
1188.5,9.6487,0.60232,-192.89,-114.48
1198.4,2.6487,-1.3977,-195.89,-116.48
1208.3,2.6487,-1.3977,-195.89,-116.48
1218.2,-5.3513,-3.3977,-197.89,-117.48
1228.1,-5.3513,-3.3977,-199.89,-118.48
1238.0,-17.351,-5.3977,-201.89,-119.48
1247.8,-17.351,-5.3977,-205.89,-119.48
1257.7,-27.351,-9.3977,-205.89,-119.48
1267.6,-27.351,-9.3977,-214.89,-123.48
1277.5,-37.351,-12.398,-214.89,-123.48
1287.4,-37.351,-12.398,-216.89,-124.48
1297.3,-43.351,-12.398,-216.89,-124.48
1307.2,-45.351,-14.398,-217.89,-123.48
1317.0,-50.351,-14.398,-217.89,-123.48
1326.9,-52.351,-14.398,-219.89,-124.48
1336.8,-45.351,-11.398,-219.89,-124.48
1346.7,-28.351,-5.3977,-227.89,-126.48
1356.6,-5.3513,2.6023,-227.89,-126.48
1366.5,16.649,7.6023,-240.89,-132.48
1376.4,37.649,13.602,-240.89,-132.48
1386.2,51.649,16.602,-250.89,-138.48
1396.1,62.649,18.602,-250.89,-138.48
1406.0,66.649,19.602,-251.89,-142.48
1415.9,69.649,19.602,-251.89,-142.48
1425.8,70.649,18.602,-243.89,-139.48
1435.7,71.649,18.602,-243.89,-139.48
1445.6,69.649,17.602,-231.89,-135.48
1455.4,68.649,15.602,-231.89,-135.48
1465.3,67.649,14.602,-229.89,-135.48
1475.2,61.649,11.602,-227.89,-134.48
1485.1,56.649,9.6023,-225.89,-133.48
1495.0,50.649,6.6023,-225.89,-133.48
1504.9,47.649,3.6023,-224.89,-132.48
1514.8,42.649,1.6023,-223.89,-133.48
1524.6,38.649,-0.39768,-225.89,-132.48
1534.5,34.649,-5.3977,-224.89,-132.48
1544.4,31.649,-8.3977,-225.89,-131.48
1554.3,28.649,-11.398,-224.89,-131.48
1564.2,24.649,-14.398,-224.89,-129.48
1574.1,22.649,-17.398,-224.89,-130.48
1584.0,21.649,-20.398,-221.89,-129.48
1593.8,17.649,-23.398,-221.89,-128.48
1603.7,13.649,-25.398,-221.89,-127.48
1613.6,9.6487,-27.398,-222.89,-128.48
1623.5,6.6487,-29.398,-223.89,-128.48
1633.4,1.6487,-30.398,-225.89,-128.48
1643.3,-1.3513,-32.398,-225.89,-128.48
1653.2,-5.3513,-32.398,-225.89,-128.48
1663.0,-9.3513,-33.398,-226.89,-128.48
1672.9,-14.351,-34.398,-228.89,-128.48
1682.8,-18.351,-34.398,-230.89,-130.48
1692.7,-24.351,-35.398,-231.89,-130.48
1702.6,-29.351,-36.398,-233.89,-130.48
1712.5,-35.351,-37.398,-234.89,-131.48
1722.4,-39.351,-37.398,-233.89,-130.48
1732.2,-44.351,-38.398,-234.89,-131.48
1742.1,-48.351,-38.398,-234.89,-132.48
1752.0,-53.351,-39.398,-235.89,-130.48
1761.9,-57.351,-39.398,-234.89,-130.48
1771.8,-58.351,-37.398,-232.89,-129.48
1781.7,-46.351,-32.398,-234.89,-129.48
1791.6,-28.351,-26.398,-238.89,-130.48
1801.4,-4.3513,-18.398,-242.89,-132.48
1811.3,20.649,-11.398,-250.89,-134.48
1821.2,39.649,-5.3977,-252.89,-135.48
1831.1,54.649,-2.3977,-253.89,-137.48
1841.0,59.649,-0.39768,-253.89,-139.48
1850.9,61.649,0.60232,-254.89,-141.48
1860.8,60.649,-1.3977,-254.89,-140.48
1870.6,56.649,-1.3977,-251.89,-141.48
1880.5,56.649,-1.3977,-246.89,-139.48
1890.4,45.649,-3.3977,-242.89,-138.48
1900.3,45.649,-3.3977,-238.89,-136.48
1910.2,36.649,-5.3977,-235.89,-136.48
1920.1,36.649,-5.3977,-232.89,-134.48
1930.0,24.649,-8.3977,-232.89,-134.48
1939.8,24.649,-8.3977,-231.89,-134.48
1949.7,14.649,-8.3977,-235.89,-136.48
1959.6,14.649,-8.3977,-237.89,-136.48
1969.5,6.6487,-9.3977,-235.89,-134.48
1979.4,6.6487,-9.3977,-231.89,-133.48
1989.3,1.6487,-10.398,-231.89,-131.48
1999.2,1.6487,-10.398,-228.89,-130.48
2009.0,-3.3513,-11.398,-226.89,-129.48
2018.9,-3.3513,-11.398,-227.89,-129.48
2028.8,-6.3513,-11.398,-226.89,-129.48
2038.7,-9.3513,-12.398,-226.89,-128.48
2048.6,-12.351,-12.398,-225.89,-127.48
2058.5,-15.351,-12.398,-224.89,-128.48
2068.4,-17.351,-13.398,-227.89,-128.48
2078.2,-20.351,-14.398,-227.89,-127.48
2088.1,-23.351,-13.398,-227.89,-127.48
2098.0,-26.351,-13.398,-229.89,-129.48
2107.9,-28.351,-14.398,-229.89,-128.48
2117.8,-31.351,-15.398,-228.89,-127.48
2127.7,-35.351,-15.398,-227.89,-126.48
2137.6,-39.351,-15.398,-227.89,-127.48
2147.4,-42.351,-16.398,-226.89,-126.48
2157.3,-45.351,-17.398,-226.89,-126.48
2167.2,-49.351,-18.398,-224.89,-124.48
2177.1,-52.351,-18.398,-225.89,-125.48
2187.0,-56.351,-19.398,-227.89,-125.48
2196.9,-60.351,-19.398,-228.89,-125.48
2206.8,-64.351,-20.398,-227.89,-126.48
2216.6,-65.351,-20.398,-227.89,-125.48
2226.5,-65.351,-18.398,-228.89,-125.48
2236.4,-54.351,-15.398,-228.89,-125.48
2246.3,-36.351,-8.3977,-232.89,-127.48
2256.2,-13.351,-1.3977,-241.89,-129.48
2266.1,10.649,5.6023,-243.89,-131.48
2276.0,30.649,10.602,-245.89,-133.48
2285.8,42.649,13.602,-245.89,-133.48
2295.7,50.649,15.602,-248.89,-136.48
2305.6,53.649,15.602,-248.89,-136.48
2315.5,54.649,14.602,-240.89,-134.48
2325.4,52.649,14.602,-240.89,-134.48
2335.3,49.649,13.602,-224.89,-129.48
2345.2,46.649,12.602,-224.89,-129.48
2355.0,42.649,10.602,-218.89,-127.48
2364.9,36.649,9.6023,-218.89,-127.48
2374.8,31.649,8.6023,-216.89,-126.48
2384.7,26.649,6.6023,-216.89,-126.48
2394.6,22.649,5.6023,-217.89,-126.48
2404.5,18.649,4.6023,-217.89,-126.48
2414.4,16.649,4.6023,-212.89,-123.48
2424.2,11.649,3.6023,-212.89,-123.48
2434.1,10.649,3.6023,-205.89,-120.48
2444.0,8.6487,1.6023,-205.89,-120.48
2453.9,6.6487,2.6023,-205.89,-118.48
2463.8,4.6487,0.60232,-205.89,-118.48
2473.7,3.6487,1.6023,-203.89,-117.48
2483.6,1.6487,-0.39768,-203.89,-117.48
2493.4,-1.3513,0.60232,-201.89,-116.48
2503.3,-2.3513,-0.39768,-202.89,-115.48
2513.2,-5.3513,-0.39768,-200.89,-114.48
2523.1,-9.3513,-1.3977,-201.89,-116.48
2533.0,-11.351,-2.3977,-204.89,-115.48
2542.9,-16.351,-3.3977,-205.89,-116.48
2552.8,-19.351,-4.3977,-205.89,-117.48
2562.6,-23.351,-5.3977,-207.89,-117.48
2572.5,-27.351,-6.3977,-209.89,-117.48
2582.4,-32.351,-7.3977,-210.89,-117.48
2592.3,-36.351,-8.3977,-211.89,-118.48
2602.2,-40.351,-9.3977,-210.89,-117.48
2612.1,-40.351,-9.3977,-211.89,-118.48
2622.0,-50.351,-11.398,-211.89,-116.48
2631.8,-50.351,-11.398,-211.89,-116.48
2641.7,-59.351,-12.398,-210.89,-115.48
2651.6,-59.351,-12.398,-210.89,-116.48
2661.5,-65.351,-14.398,-210.89,-114.48
2671.4,-65.351,-14.398,-208.89,-114.48
2681.3,-53.351,-9.3977,-207.89,-113.48
2691.2,-53.351,-9.3977,-206.89,-113.48
2701.0,-10.351,4.6023,-209.89,-112.48
2710.9,-10.351,4.6023,-216.89,-116.48
2720.8,31.649,14.602,-221.89,-118.48
2730.7,31.649,14.602,-228.89,-121.48
2740.6,44.649,18.602,-234.89,-125.48
2750.5,50.649,19.602,-239.89,-129.48
2760.4,54.649,19.602,-240.89,-131.48
2770.2,53.649,19.602,-237.89,-132.48
2780.1,51.649,18.602,-232.89,-129.48
2790.0,48.649,16.602,-230.89,-128.48
2799.9,43.649,16.602,-225.89,-127.48
2809.8,38.649,13.602,-224.89,-127.48
2819.7,32.649,12.602,-222.89,-125.48
2829.6,26.649,10.602,-220.89,-125.48
2839.4,21.649,8.6023,-219.89,-124.48
2849.3,17.649,8.6023,-216.89,-123.48
2859.2,14.649,7.6023,-214.89,-121.48
2869.1,12.649,7.6023,-209.89,-117.48
2879.0,11.649,7.6023,-204.89,-116.48
2888.9,12.649,8.6023,-201.89,-114.48
2898.8,12.649,7.6023,-197.89,-111.48
2908.6,12.649,6.6023,-196.89,-110.48
2918.5,11.649,8.6023,-194.89,-110.48
2928.4,11.649,6.6023,-198.89,-111.48
2938.3,10.649,6.6023,-200.89,-111.48
2948.2,7.6487,6.6023,-204.89,-113.48
2958.1,6.6487,6.6023,-208.89,-115.48
2968.0,3.6487,4.6023,-212.89,-116.48
2977.8,0.64872,4.6023,-213.89,-117.48
2987.7,-2.3513,3.6023,-212.89,-116.48
2997.6,-5.3513,3.6023,-214.89,-117.48
3007.5,-7.3513,1.6023,-216.89,-118.48
3017.4,-9.3513,0.60232,-220.89,-120.48
3027.3,-12.351,-0.39768,-220.89,-119.48
3037.2,-15.351,-1.3977,-218.89,-117.48
3047.0,-18.351,-1.3977,-213.89,-116.48
3056.9,-20.351,-2.3977,-209.89,-113.48
3066.8,-23.351,-2.3977,-207.89,-113.48
3076.7,-27.351,-3.3977,-206.89,-110.48
3086.6,-28.351,-4.3977,-206.89,-110.48
3096.5,-31.351,-4.3977,-208.89,-110.48
3106.4,-34.351,-4.3977,-207.89,-111.48
3116.2,-34.351,-3.3977,-208.89,-110.48
3126.1,-24.351,0.60232,-208.89,-110.48
3136.0,-6.3513,6.6023,-209.89,-109.48
3145.9,18.649,13.602,-213.89,-111.48
3155.8,44.649,20.602,-216.89,-112.48
3165.7,68.649,27.602,-223.89,-115.48
3175.6,86.649,32.602,-230.89,-119.48
3185.4,96.649,34.602,-235.89,-123.48
3195.3,101.65,36.602,-237.89,-124.48
3205.2,104.65,36.602,-233.89,-123.48
3215.1,105.65,36.602,-228.89,-120.48
3225.0,103.65,36.602,-224.89,-119.48
3234.9,100.65,34.602,-217.89,-117.48
3244.8,97.649,33.602,-214.89,-116.48
3254.6,92.649,32.602,-214.89,-116.48
3264.5,86.649,30.602,-212.89,-114.48
3274.4,83.649,29.602,-212.89,-114.48
3284.3,77.649,28.602,-209.89,-110.48
3294.2,74.649,27.602,-209.89,-110.48
3304.1,74.649,27.602,-204.89,-103.48
3314.0,71.649,27.602,-204.89,-103.48
3323.8,71.649,27.602,-199.89,-96.484
3333.7,71.649,27.602,-199.89,-96.484
3343.6,71.649,27.602,-203.89,-94.484
3353.5,70.649,27.602,-203.89,-94.484
3363.4,70.649,27.602,-207.89,-92.484
3373.3,66.649,27.602,-207.89,-92.484
3383.1,66.649,27.602,-209.89,-90.484
3393.0,61.649,26.602,-209.89,-90.484
3402.9,61.649,26.602,-212.89,-90.484
3412.8,56.649,25.602,-212.89,-90.484
3422.7,56.649,25.602,-210.89,-89.484
3432.6,49.649,23.602,-210.89,-89.484
3442.5,49.649,23.602,-211.89,-89.484
3452.4,42.649,23.602,-211.89,-89.484
3462.2,42.649,23.602,-211.89,-88.484
3472.1,39.649,22.602,-211.89,-88.484
3482.0,35.649,21.602,-211.89,-88.484
3491.9,31.649,19.602,-212.89,-89.484
3501.8,26.649,17.602,-211.89,-88.484
3511.7,21.649,18.602,-211.89,-88.484
3521.5,16.649,16.602,-212.89,-88.484
3531.4,11.649,15.602,-211.89,-90.484
3541.3,9.6487,15.602,-213.89,-92.484
3551.2,3.6487,13.602,-216.89,-93.484
3561.1,1.6487,13.602,-217.89,-95.484
3571.0,10.649,16.602,-217.89,-96.484
3580.9,28.649,21.602,-219.89,-96.484
3590.7,51.649,28.602,-222.89,-99.484
3600.6,73.649,33.602,-228.89,-102.48
3610.5,94.649,38.602,-233.89,-108.48
3620.4,105.65,40.602,-240.89,-111.48
3630.3,112.65,42.602,-243.89,-115.48
3640.2,115.65,42.602,-242.89,-117.48
3650.1,116.65,43.602,-240.89,-116.48
3659.9,115.65,42.602,-236.89,-117.48
3669.8,113.65,40.602,-232.89,-117.48
3679.7,111.65,41.602,-227.89,-116.48
3689.6,107.65,39.602,-224.89,-116.48
3699.5,100.65,38.602,-220.89,-115.48
3709.4,93.649,36.602,-217.89,-115.48
3719.3,88.649,34.602,-216.89,-114.48
3729.1,82.649,33.602,-215.89,-116.48
3739.0,79.649,32.602,-215.89,-116.48
3748.9,75.649,31.602,-214.89,-115.48
3758.8,74.649,30.602,-213.89,-114.48
3768.7,73.649,30.602,-213.89,-114.48
3778.6,72.649,29.602,-212.89,-115.48
3788.5,69.649,28.602,-212.89,-115.48
3798.3,65.649,28.602,-211.89,-116.48
3808.2,63.649,27.602,-211.89,-116.48
3818.1,61.649,26.602,-213.89,-117.48
3828.0,57.649,25.602,-216.89,-118.48
3837.9,53.649,24.602,-216.89,-118.48
3847.8,50.649,23.602,-216.89,-118.48
3857.7,47.649,22.602,-216.89,-118.48
3867.5,43.649,22.602,-218.89,-119.48
3877.4,40.649,21.602,-219.89,-120.48
3887.3,35.649,19.602,-222.89,-121.48
3897.2,33.649,19.602,-224.89,-122.48
3907.1,30.649,19.602,-223.89,-123.48
3917.0,25.649,17.602,-223.89,-121.48
3926.9,22.649,16.602,-220.89,-121.48
3936.7,19.649,16.602,-220.89,-120.48
3946.6,15.649,14.602,-223.89,-121.48
3956.5,12.649,14.602,-225.89,-122.48
3966.4,8.6487,13.602,-225.89,-121.48
3976.3,4.6487,13.602,-225.89,-122.48
3986.2,1.6487,11.602,-225.89,-123.48
3996.1,2.6487,13.602,-228.89,-123.48
4005.9,14.649,15.602,-231.89,-124.48
4015.8,34.649,22.602,-230.89,-124.48
4025.7,57.649,27.602,-232.89,-124.48
4035.6,81.649,33.602,-238.89,-127.48
4045.5,97.649,37.602,-246.89,-132.48
4055.4,97.649,37.602,-255.89,-137.48
4065.3,112.65,40.602,-260.89,-138.48
4075.1,112.65,40.602,-255.89,-138.48
4085.0,115.65,41.602,-251.89,-136.48
4094.9,115.65,41.602,-246.89,-136.48
4104.8,109.65,39.602,-239.89,-133.48
4114.7,109.65,39.602,-235.89,-132.48
4124.6,101.65,37.602,-232.89,-131.48
4134.5,101.65,37.602,-230.89,-130.48
4144.3,90.649,34.602,-229.89,-130.48
4154.2,90.649,34.602,-227.89,-129.48
4164.1,82.649,31.602,-225.89,-128.48
4174.0,82.649,31.602,-221.89,-126.48
4183.9,78.649,30.602,-220.89,-124.48
4193.8,76.649,29.602,-218.89,-123.48
4203.7,75.649,30.602,-221.89,-124.48
4213.5,74.649,30.602,-219.89,-124.48
4223.4,72.649,29.602,-220.89,-122.48
4233.3,70.649,28.602,-218.89,-122.48
4243.2,68.649,27.602,-218.89,-122.48
4253.1,66.649,27.602,-220.89,-122.48
4263.0,63.649,26.602,-220.89,-122.48
4272.9,61.649,25.602,-223.89,-125.48
4282.7,56.649,24.602,-223.89,-125.48
4292.6,52.649,23.602,-226.89,-126.48
4302.5,50.649,23.602,-226.89,-126.48
4312.4,46.649,22.602,-226.89,-125.48
4322.3,42.649,21.602,-226.89,-125.48
4332.2,38.649,20.602,-222.89,-122.48
4342.1,36.649,19.602,-222.89,-122.48
4351.9,32.649,17.602,-221.89,-121.48
4361.8,27.649,17.602,-221.89,-121.48
4371.7,22.649,16.602,-219.89,-120.48
4381.6,18.649,14.602,-219.89,-120.48
4391.5,13.649,14.602,-222.89,-121.48
4401.4,10.649,13.602,-222.89,-121.48
4411.3,7.6487,12.602,-221.89,-121.48
4421.1,4.6487,11.602,-221.89,-121.48
4431.0,1.6487,11.602,-222.89,-121.48
4440.9,4.6487,12.602,-222.89,-121.48
4450.8,21.649,18.602,-226.89,-122.48
4460.7,41.649,23.602,-228.89,-123.48
4470.6,63.649,29.602,-233.89,-123.48
4480.5,85.649,35.602,-238.89,-126.48
4490.3,101.65,38.602,-244.89,-130.48
4500.2,111.65,40.602,-249.89,-133.48
4510.1,116.65,41.602,-249.89,-133.48
4520.0,120.65,42.602,-245.89,-133.48
4529.9,123.65,42.602,-239.89,-130.48
4539.8,123.65,42.602,-235.89,-130.48
4549.7,122.65,43.602,-232.89,-130.48
4559.5,120.65,41.602,-229.89,-129.48
4569.4,115.65,40.602,-226.89,-128.48
4579.3,110.65,38.602,-224.89,-128.48
4589.2,104.65,37.602,-223.89,-127.48
4599.1,101.65,36.602,-222.89,-127.48
4609.0,97.649,36.602,-217.89,-126.48
4618.9,94.649,34.602,-218.89,-123.48
4628.7,92.649,35.602,-218.89,-125.48
4638.6,90.649,33.602,-216.89,-122.48
4648.5,87.649,34.602,-215.89,-121.48
4658.4,86.649,33.602,-215.89,-122.48
4668.3,84.649,31.602,-215.89,-121.48
4678.2,80.649,31.602,-215.89,-121.48
4688.1,80.649,31.602,-215.89,-122.48
4697.9,76.649,30.602,-217.89,-121.48
4707.8,74.649,30.602,-216.89,-121.48
4717.7,71.649,28.602,-217.89,-122.48
4727.6,66.649,28.602,-221.89,-122.48
4737.5,64.649,26.602,-221.89,-122.48
4747.4,60.649,26.602,-222.89,-122.48
4757.3,57.649,26.602,-223.89,-123.48
4767.1,57.649,26.602,-226.89,-124.48
4777.0,50.649,24.602,-225.89,-122.48
4786.9,50.649,24.602,-224.89,-122.48
4796.8,42.649,22.602,-223.89,-121.48
4806.7,42.649,22.602,-223.89,-123.48
4816.6,34.649,20.602,-227.89,-123.48
4826.5,34.649,20.602,-223.89,-122.48
4836.3,26.649,19.602,-227.89,-122.48
4846.2,26.649,19.602,-227.89,-122.48
4856.1,20.649,16.602,-227.89,-122.48
4866.0,20.649,16.602,-227.89,-124.48
4875.9,19.649,18.602,-230.89,-124.48
4885.8,19.649,18.602,-231.89,-123.48
4895.7,53.649,27.602,-234.89,-124.48
4905.5,53.649,27.602,-241.89,-126.48
4915.4,77.649,35.602,-246.89,-132.48
4925.3,102.65,41.602,-252.89,-133.48
4935.2,122.65,46.602,-257.89,-136.48
4945.1,136.65,50.602,-261.89,-140.48
4955.0,146.65,53.602,-261.89,-141.48
4964.9,154.65,53.602,-256.89,-139.48
4974.7,161.65,56.602,-251.89,-138.48
4984.6,165.65,57.602,-244.89,-136.48
4994.5,169.65,58.602,-241.89,-137.48
5004.4,170.65,59.602,-237.89,-134.48
5014.3,169.65,59.602,-234.89,-134.48
5024.2,168.65,57.602,-235.89,-133.48
5034.1,163.65,56.602,-231.89,-133.48
5043.9,157.65,55.602,-229.89,-131.48
5053.8,153.65,54.602,-228.89,-131.48
5063.7,149.65,53.602,-226.89,-132.48
5073.6,145.65,52.602,-225.89,-129.48
5083.5,142.65,51.602,-222.89,-128.48
5093.4,138.65,51.602,-220.89,-127.48
5103.3,135.65,49.602,-216.89,-126.48
5113.1,132.65,50.602,-215.89,-124.48
5123.0,133.65,50.602,-213.89,-123.48
5132.9,131.65,49.602,-214.89,-123.48
5142.8,130.65,49.602,-214.89,-123.48
5152.7,128.65,49.602,-214.89,-123.48
5162.6,124.65,48.602,-217.89,-123.48
5172.5,121.65,48.602,-216.89,-124.48
5182.3,117.65,47.602,-220.89,-123.48
5192.2,114.65,46.602,-220.89,-125.48
5202.1,110.65,45.602,-220.89,-124.48
5212.0,106.65,45.602,-222.89,-126.48
5221.9,102.65,45.602,-225.89,-126.48
5231.8,100.65,44.602,-226.89,-127.48
5241.7,97.649,42.602,-226.89,-126.48
5251.5,93.649,42.602,-225.89,-126.48
5261.4,88.649,42.602,-226.89,-126.48
5271.3,85.649,42.602,-227.89,-126.48
5281.2,83.649,40.602,-225.89,-125.48
5291.1,77.649,40.602,-225.89,-125.48
5301.0,73.649,38.602,-228.89,-126.48
5310.9,73.649,38.602,-228.89,-126.48
5320.7,67.649,37.602,-231.89,-126.48
5330.6,65.649,37.602,-231.89,-126.48
5340.5,65.649,38.602,-235.89,-128.48
5350.4,74.649,41.602,-235.89,-128.48
5360.3,94.649,46.602,-242.89,-129.48
5370.2,118.65,52.602,-242.89,-129.48
5380.1,143.65,61.602,-249.89,-134.48
5389.9,164.65,65.602,-249.89,-134.48
5399.8,178.65,70.602,-256.89,-140.48
5409.7,190.65,72.602,-256.89,-140.48
5419.6,197.65,74.602,-255.89,-141.48
5429.5,204.65,76.602,-255.89,-141.48
5439.4,208.65,77.602,-241.89,-138.48
5449.3,211.65,77.602,-241.89,-138.48
5459.1,213.65,78.602,-226.89,-131.48
5469.0,214.65,78.602,-226.89,-131.48
5478.9,212.65,78.602,-213.89,-127.48
5488.8,209.65,78.602,-213.89,-127.48
5498.7,209.65,78.602,-209.89,-125.48
5508.6,199.65,74.602,-208.89,-126.48
5518.5,199.65,74.602,-208.89,-125.48
5528.3,190.65,72.602,-208.89,-125.48
5538.2,190.65,72.602,-206.89,-124.48
5548.1,186.65,71.602,-204.89,-124.48
5558.0,186.65,71.602,-204.89,-122.48
5567.9,184.65,71.602,-204.89,-121.48
5577.8,184.65,71.602,-205.89,-121.48
5587.7,178.65,70.602,-202.89,-120.48
5597.5,178.65,70.602,-201.89,-119.48
5607.4,172.65,68.602,-199.89,-118.48
5617.3,172.65,68.602,-198.89,-119.48
5627.2,169.65,68.602,-198.89,-117.48
5637.1,166.65,67.602,-201.89,-118.48
5647.0,163.65,66.602,-203.89,-119.48
5656.9,158.65,64.602,-202.89,-120.48
5666.7,153.65,64.602,-206.89,-121.48
5676.6,148.65,61.602,-207.89,-122.48
5686.5,143.65,60.602,-210.89,-121.48
5696.4,139.65,59.602,-211.89,-123.48
5706.3,134.65,58.602,-212.89,-121.48
5716.2,129.65,56.602,-212.89,-122.48
5726.1,125.65,55.602,-214.89,-121.48
5735.9,120.65,54.602,-214.89,-121.48
5745.8,116.65,53.602,-214.89,-121.48
5755.7,111.65,52.602,-215.89,-121.48
5765.6,107.65,50.602,-216.89,-121.48
5775.5,100.65,49.602,-218.89,-122.48
5785.4,95.649,48.602,-218.89,-121.48
5795.3,91.649,46.602,-218.89,-122.48
5805.1,86.649,45.602,-221.89,-121.48
